Time,Load MW,Forecast MW,Degrees F,Day,DoW,Month,Hour
2020-01-01 01:00:00-05:00,77571,79636,38,1,2,1,1
2020-01-01 02:00:00-05:00,76186,78620,38,1,2,1,2
2020-01-01 03:00:00-05:00,75693,78427,38,1,2,1,3
2020-01-01 04:00:00-05:00,76244,79164,37,1,2,1,4
2020-01-01 05:00:00-05:00,77623,80967,37,1,2,1,5
2020-01-01 06:00:00-05:00,79754,83807,37,1,2,1,6
2020-01-01 07:00:00-05:00,81602,87057,37,1,2,1,7
2020-01-01 08:00:00-05:00,82170,89247,37,1,2,1,8
2020-01-01 09:00:00-05:00,82711,89668,38,1,2,1,9
2020-01-01 10:00:00-05:00,82750,88687,39,1,2,1,10
2020-01-01 11:00:00-05:00,82395,87322,41,1,2,1,11
2020-01-01 12:00:00-05:00,81729,86012,41,1,2,1,12
2020-01-01 13:00:00-05:00,80565,84680,46,1,2,1,13
2020-01-01 14:00:00-05:00,79782,83977,47,1,2,1,14
2020-01-01 15:00:00-05:00,80229,84499,48,1,2,1,15
2020-01-01 16:00:00-05:00,83216,87813,48,1,2,1,16
2020-01-01 17:00:00-05:00,89867,94270,42,1,2,1,17
2020-01-01 18:00:00-05:00,92265,96246,41,1,2,1,18
2020-01-01 19:00:00-05:00,92443,96136,41,1,2,1,19
2020-01-01 20:00:00-05:00,91798,95478,41,1,2,1,20
2020-01-01 21:00:00-05:00,89854,93280,41,1,2,1,21
2020-01-01 22:00:00-05:00,86511,89710,40,1,2,1,22
2020-01-01 23:00:00-05:00,83225,85671,40,1,2,1,23
2020-01-02 00:00:00-05:00,80960,83345,36,2,3,1,0
2020-01-02 01:00:00-05:00,79968,81590,36,2,3,1,1
2020-01-02 02:00:00-05:00,79855,80949,36,2,3,1,2
2020-01-02 03:00:00-05:00,80494,81257,36,2,3,1,3
2020-01-02 04:00:00-05:00,82952,83196,36,2,3,1,4
2020-01-02 05:00:00-05:00,88011,87904,35,2,3,1,5
2020-01-02 06:00:00-05:00,95327,94919,36,2,3,1,6
2020-01-02 07:00:00-05:00,100370,99181,36,2,3,1,7
2020-01-02 08:00:00-05:00,100100,98975,36,2,3,1,8
2020-01-02 09:00:00-05:00,97655,97197,41,2,3,1,9
2020-01-02 10:00:00-05:00,95183,95263,42,2,3,1,10
2020-01-02 11:00:00-05:00,92961,93365,49,2,3,1,11
2020-01-02 12:00:00-05:00,91305,91618,50,2,3,1,12
2020-01-02 13:00:00-05:00,90347,90421,50,2,3,1,13
2020-01-02 14:00:00-05:00,89695,89611,50,2,3,1,14
2020-01-02 15:00:00-05:00,89551,89795,50,2,3,1,15
2020-01-02 16:00:00-05:00,91762,92464,50,2,3,1,16
2020-01-02 17:00:00-05:00,96797,97662,50,2,3,1,17
2020-01-02 18:00:00-05:00,97227,98400,50,2,3,1,18
2020-01-02 19:00:00-05:00,95609,97255,50,2,3,1,19
2020-01-02 20:00:00-05:00,93374,95672,49,2,3,1,20
2020-01-02 21:00:00-05:00,89804,92682,50,2,3,1,21
2020-01-02 22:00:00-05:00,84837,87922,50,2,3,1,22
2020-01-02 23:00:00-05:00,79894,82895,50,2,3,1,23
2020-01-03 00:00:00-05:00,76126,78302,49,3,4,1,0
2020-01-03 01:00:00-05:00,74015,75900,49,3,4,1,1
2020-01-03 02:00:00-05:00,72807,74729,49,3,4,1,2
2020-01-03 03:00:00-05:00,72681,74477,49,3,4,1,3
2020-01-03 04:00:00-05:00,74013,75876,49,3,4,1,4
2020-01-03 05:00:00-05:00,77799,79926,49,3,4,1,5
2020-01-03 06:00:00-05:00,84200,86673,49,3,4,1,6
2020-01-03 07:00:00-05:00,88739,91451,49,3,4,1,7
2020-01-03 08:00:00-05:00,90167,92489,49,3,4,1,8
2020-01-03 09:00:00-05:00,90511,92414,50,3,4,1,9
2020-01-03 10:00:00-05:00,90806,92090,50,3,4,1,10
2020-01-03 11:00:00-05:00,90542,91145,50,3,4,1,11
2020-01-03 12:00:00-05:00,90162,89923,50,3,4,1,12
2020-01-03 13:00:00-05:00,89862,89103,51,3,4,1,13
2020-01-03 14:00:00-05:00,89236,88364,56,3,4,1,14
2020-01-03 15:00:00-05:00,88904,88273,57,3,4,1,15
2020-01-03 16:00:00-05:00,90400,90085,55,3,4,1,16
2020-01-03 17:00:00-05:00,93403,93885,51,3,4,1,17
2020-01-03 18:00:00-05:00,92747,93697,50,3,4,1,18
2020-01-03 19:00:00-05:00,90843,91832,50,3,4,1,19
2020-01-03 20:00:00-05:00,88666,89881,50,3,4,1,20
2020-01-03 21:00:00-05:00,85840,87387,50,3,4,1,21
2020-01-03 22:00:00-05:00,81866,83627,50,3,4,1,22
2020-01-03 23:00:00-05:00,77332,79127,50,3,4,1,23
2020-01-04 00:00:00-05:00,73606,74571,50,4,5,1,0
2020-01-04 01:00:00-05:00,71097,71943,50,4,5,1,1
2020-01-04 02:00:00-05:00,69572,70517,49,4,5,1,2
2020-01-04 03:00:00-05:00,68897,69915,49,4,5,1,3
2020-01-04 04:00:00-05:00,69212,70312,49,4,5,1,4
2020-01-04 05:00:00-05:00,70668,71934,48,4,5,1,5
2020-01-04 06:00:00-05:00,73282,74534,48,4,5,1,6
2020-01-04 07:00:00-05:00,76452,78174,47,4,5,1,7
2020-01-04 08:00:00-05:00,79330,81408,47,4,5,1,8
2020-01-04 09:00:00-05:00,81933,83567,46,4,5,1,9
2020-01-04 10:00:00-05:00,83801,84243,46,4,5,1,10
2020-01-04 11:00:00-05:00,84533,84026,51,4,5,1,11
2020-01-04 12:00:00-05:00,84343,83092,51,4,5,1,12
2020-01-04 13:00:00-05:00,84006,82056,51,4,5,1,13
2020-01-04 14:00:00-05:00,83422,81379,51,4,5,1,14
2020-01-04 15:00:00-05:00,83786,81837,51,4,5,1,15
2020-01-04 16:00:00-05:00,85901,84348,51,4,5,1,16
2020-01-04 17:00:00-05:00,89690,89024,51,4,5,1,17
2020-01-04 18:00:00-05:00,90368,89886,50,4,5,1,18
2020-01-04 19:00:00-05:00,89428,89030,46,4,5,1,19
2020-01-04 20:00:00-05:00,88571,87867,46,4,5,1,20
2020-01-04 21:00:00-05:00,86867,86143,46,4,5,1,21
2020-01-04 22:00:00-05:00,84457,83413,45,4,5,1,22
2020-01-04 23:00:00-05:00,81231,79762,44,4,5,1,23
2020-01-05 00:00:00-05:00,78347,77352,43,5,6,1,0
2020-01-05 01:00:00-05:00,76628,75241,39,5,6,1,1
2020-01-05 02:00:00-05:00,75920,74261,39,5,6,1,2
2020-01-05 03:00:00-05:00,75767,74062,38,5,6,1,3
2020-01-05 04:00:00-05:00,76622,74660,37,5,6,1,4
2020-01-05 05:00:00-05:00,78340,76092,37,5,6,1,5
2020-01-05 06:00:00-05:00,80891,78354,37,5,6,1,6
2020-01-05 07:00:00-05:00,83996,81516,37,5,6,1,7
2020-01-05 08:00:00-05:00,86068,84341,37,5,6,1,8
2020-01-05 09:00:00-05:00,86989,85674,37,5,6,1,9
2020-01-05 10:00:00-05:00,87293,85345,38,5,6,1,10
2020-01-05 11:00:00-05:00,87356,84502,40,5,6,1,11
2020-01-05 12:00:00-05:00,87187,83709,46,5,6,1,12
2020-01-05 13:00:00-05:00,86443,82710,46,5,6,1,13
2020-01-05 14:00:00-05:00,85748,82161,47,5,6,1,14
2020-01-05 15:00:00-05:00,86258,82773,48,5,6,1,15
2020-01-05 16:00:00-05:00,89368,86131,48,5,6,1,16
2020-01-05 17:00:00-05:00,95309,92268,42,5,6,1,17
2020-01-05 18:00:00-05:00,97376,93630,42,5,6,1,18
2020-01-05 19:00:00-05:00,97039,93208,41,5,6,1,19
2020-01-05 20:00:00-05:00,96292,92485,41,5,6,1,20
2020-01-05 21:00:00-05:00,93279,90335,41,5,6,1,21
2020-01-05 22:00:00-05:00,89037,86971,41,5,6,1,22
2020-01-05 23:00:00-05:00,85203,83065,41,5,6,1,23
2020-01-06 00:00:00-05:00,82499,81646,41,6,0,1,0
2020-01-06 01:00:00-05:00,80857,80127,41,6,0,1,1
2020-01-06 02:00:00-05:00,80123,79721,41,6,0,1,2
2020-01-06 03:00:00-05:00,80600,80321,41,6,0,1,3
2020-01-06 04:00:00-05:00,82830,82607,41,6,0,1,4
2020-01-06 05:00:00-05:00,88067,87671,40,6,0,1,5
2020-01-06 06:00:00-05:00,96445,95003,39,6,0,1,6
2020-01-06 07:00:00-05:00,101426,99784,38,6,0,1,7
2020-01-06 08:00:00-05:00,101153,100213,37,6,0,1,8
2020-01-06 09:00:00-05:00,98686,98890,38,6,0,1,9
2020-01-06 10:00:00-05:00,96001,97296,41,6,0,1,10
2020-01-06 11:00:00-05:00,93067,95608,46,6,0,1,11
2020-01-06 12:00:00-05:00,91450,93966,46,6,0,1,12
2020-01-06 13:00:00-05:00,90089,92847,46,6,0,1,13
2020-01-06 14:00:00-05:00,88440,91905,46,6,0,1,14
2020-01-06 15:00:00-05:00,88411,92097,48,6,0,1,15
2020-01-06 16:00:00-05:00,91044,94741,46,6,0,1,16
2020-01-06 17:00:00-05:00,97355,100458,46,6,0,1,17
2020-01-06 18:00:00-05:00,100387,102068,41,6,0,1,18
2020-01-06 19:00:00-05:00,100288,101503,41,6,0,1,19
2020-01-06 20:00:00-05:00,99128,100516,41,6,0,1,20
2020-01-06 21:00:00-05:00,96434,97867,38,6,0,1,21
2020-01-06 22:00:00-05:00,91982,93352,37,6,0,1,22
2020-01-06 23:00:00-05:00,87712,88703,37,6,0,1,23
2020-01-07 00:00:00-05:00,84709,86525,38,7,1,1,0
2020-01-07 01:00:00-05:00,83414,84839,38,7,1,1,1
2020-01-07 02:00:00-05:00,83098,84329,38,7,1,1,2
2020-01-07 03:00:00-05:00,83520,84847,38,7,1,1,3
2020-01-07 04:00:00-05:00,85740,87008,33,7,1,1,4
2020-01-07 05:00:00-05:00,90957,92171,33,7,1,1,5
2020-01-07 06:00:00-05:00,98873,100074,32,7,1,1,6
2020-01-07 07:00:00-05:00,103838,104702,32,7,1,1,7
2020-01-07 08:00:00-05:00,103229,104176,33,7,1,1,8
2020-01-07 09:00:00-05:00,100800,102009,37,7,1,1,9
2020-01-07 10:00:00-05:00,98469,99987,40,7,1,1,10
2020-01-07 11:00:00-05:00,97338,98063,41,7,1,1,11
2020-01-07 12:00:00-05:00,96598,96392,42,7,1,1,12
2020-01-07 13:00:00-05:00,96187,95360,42,7,1,1,13
2020-01-07 14:00:00-05:00,96018,94548,43,7,1,1,14
2020-01-07 15:00:00-05:00,96156,94795,44,7,1,1,15
2020-01-07 16:00:00-05:00,98693,97717,44,7,1,1,16
2020-01-07 17:00:00-05:00,103659,103649,42,7,1,1,17
2020-01-07 18:00:00-05:00,105396,105362,41,7,1,1,18
2020-01-07 19:00:00-05:00,104533,104819,41,7,1,1,19
2020-01-07 20:00:00-05:00,102926,103894,41,7,1,1,20
2020-01-07 21:00:00-05:00,99596,101116,41,7,1,1,21
2020-01-07 22:00:00-05:00,94917,96382,40,7,1,1,22
2020-01-07 23:00:00-05:00,90541,91529,40,7,1,1,23
2020-01-08 00:00:00-05:00,87549,87806,40,8,2,1,0
2020-01-08 01:00:00-05:00,86182,85944,40,8,2,1,1
2020-01-08 02:00:00-05:00,85698,85251,35,8,2,1,2
2020-01-08 03:00:00-05:00,86001,85600,34,8,2,1,3
2020-01-08 04:00:00-05:00,88048,87588,38,8,2,1,4
2020-01-08 05:00:00-05:00,93153,92569,34,8,2,1,5
2020-01-08 06:00:00-05:00,100929,100053,33,8,2,1,6
2020-01-08 07:00:00-05:00,105835,104657,37,8,2,1,7
2020-01-08 08:00:00-05:00,105376,104665,38,8,2,1,8
2020-01-08 09:00:00-05:00,102643,103191,37,8,2,1,9
2020-01-08 10:00:00-05:00,100049,101708,38,8,2,1,10
2020-01-08 11:00:00-05:00,98018,100277,38,8,2,1,11
2020-01-08 12:00:00-05:00,96670,98873,39,8,2,1,12
2020-01-08 13:00:00-05:00,96171,98041,40,8,2,1,13
2020-01-08 14:00:00-05:00,95307,97330,40,8,2,1,14
2020-01-08 15:00:00-05:00,95767,97775,40,8,2,1,15
2020-01-08 16:00:00-05:00,99103,100875,40,8,2,1,16
2020-01-08 17:00:00-05:00,105072,107031,39,8,2,1,17
2020-01-08 18:00:00-05:00,107918,109271,38,8,2,1,18
2020-01-08 19:00:00-05:00,107558,108804,37,8,2,1,19
2020-01-08 20:00:00-05:00,106450,108105,33,8,2,1,20
2020-01-08 21:00:00-05:00,103641,105723,33,8,2,1,21
2020-01-08 22:00:00-05:00,98849,101308,33,8,2,1,22
2020-01-08 23:00:00-05:00,94761,96769,33,8,2,1,23
2020-01-09 00:00:00-05:00,91971,94133,33,9,3,1,0
2020-01-09 01:00:00-05:00,90666,92664,32,9,3,1,1
2020-01-09 02:00:00-05:00,90413,92303,32,9,3,1,2
2020-01-09 03:00:00-05:00,91126,92882,32,9,3,1,3
2020-01-09 04:00:00-05:00,93718,95136,32,9,3,1,4
2020-01-09 05:00:00-05:00,99124,100189,32,9,3,1,5
2020-01-09 06:00:00-05:00,107626,107856,32,9,3,1,6
2020-01-09 07:00:00-05:00,112315,112138,32,9,3,1,7
2020-01-09 08:00:00-05:00,110893,110996,32,9,3,1,8
2020-01-09 09:00:00-05:00,107030,107888,33,9,3,1,9
2020-01-09 10:00:00-05:00,103481,104826,34,9,3,1,10
2020-01-09 11:00:00-05:00,100275,101974,36,9,3,1,11
2020-01-09 12:00:00-05:00,97847,99456,42,9,3,1,12
2020-01-09 13:00:00-05:00,96353,97801,43,9,3,1,13
2020-01-09 14:00:00-05:00,95314,96512,44,9,3,1,14
2020-01-09 15:00:00-05:00,95825,96479,45,9,3,1,15
2020-01-09 16:00:00-05:00,98572,99198,45,9,3,1,16
2020-01-09 17:00:00-05:00,103772,104824,45,9,3,1,17
2020-01-09 18:00:00-05:00,105399,106562,44,9,3,1,18
2020-01-09 19:00:00-05:00,104484,106170,44,9,3,1,19
2020-01-09 20:00:00-05:00,102622,105076,39,9,3,1,20
2020-01-09 21:00:00-05:00,99027,102078,39,9,3,1,21
2020-01-09 22:00:00-05:00,93698,97157,39,9,3,1,22
2020-01-09 23:00:00-05:00,88747,91946,39,9,3,1,23
2020-01-10 00:00:00-05:00,85220,86199,40,10,4,1,0
2020-01-10 01:00:00-05:00,83012,83925,40,10,4,1,1
2020-01-10 02:00:00-05:00,81782,82699,40,10,4,1,2
2020-01-10 03:00:00-05:00,81395,82466,40,10,4,1,3
2020-01-10 04:00:00-05:00,82808,83965,44,10,4,1,4
2020-01-10 05:00:00-05:00,87087,88022,44,10,4,1,5
2020-01-10 06:00:00-05:00,94221,94729,45,10,4,1,6
2020-01-10 07:00:00-05:00,98756,99125,45,10,4,1,7
2020-01-10 08:00:00-05:00,98219,99318,45,10,4,1,8
2020-01-10 09:00:00-05:00,96707,98167,46,10,4,1,9
2020-01-10 10:00:00-05:00,95443,96995,46,10,4,1,10
2020-01-10 11:00:00-05:00,93438,95339,52,10,4,1,11
2020-01-10 12:00:00-05:00,91613,93690,53,10,4,1,12
2020-01-10 13:00:00-05:00,90153,92529,53,10,4,1,13
2020-01-10 14:00:00-05:00,89070,91374,58,10,4,1,14
2020-01-10 15:00:00-05:00,88514,90959,58,10,4,1,15
2020-01-10 16:00:00-05:00,89945,92324,58,10,4,1,16
2020-01-10 17:00:00-05:00,93225,95369,54,10,4,1,17
2020-01-10 18:00:00-05:00,92996,95033,54,10,4,1,18
2020-01-10 19:00:00-05:00,91216,93329,54,10,4,1,19
2020-01-10 20:00:00-05:00,89143,91513,54,10,4,1,20
2020-01-10 21:00:00-05:00,86154,88902,54,10,4,1,21
2020-01-10 22:00:00-05:00,81990,84991,53,10,4,1,22
2020-01-10 23:00:00-05:00,77318,80437,53,10,4,1,23
2020-01-11 00:00:00-05:00,73572,74146,53,11,5,1,0
2020-01-11 01:00:00-05:00,71037,71372,54,11,5,1,1
2020-01-11 02:00:00-05:00,69518,69706,54,11,5,1,2
2020-01-11 03:00:00-05:00,68726,68870,54,11,5,1,3
2020-01-11 04:00:00-05:00,68806,69082,54,11,5,1,4
2020-01-11 05:00:00-05:00,70234,70453,58,11,5,1,5
2020-01-11 06:00:00-05:00,72753,72870,59,11,5,1,6
2020-01-11 07:00:00-05:00,75749,76019,59,11,5,1,7
2020-01-11 08:00:00-05:00,78001,79037,59,11,5,1,8
2020-01-11 09:00:00-05:00,79631,81210,59,11,5,1,9
2020-01-11 10:00:00-05:00,80436,81982,59,11,5,1,10
2020-01-11 11:00:00-05:00,80335,81781,62,11,5,1,11
2020-01-11 12:00:00-05:00,79765,81003,62,11,5,1,12
2020-01-11 13:00:00-05:00,79134,80116,67,11,5,1,13
2020-01-11 14:00:00-05:00,78337,79353,66,11,5,1,14
2020-01-11 15:00:00-05:00,78082,79457,67,11,5,1,15
2020-01-11 16:00:00-05:00,79567,81184,66,11,5,1,16
2020-01-11 17:00:00-05:00,83428,84640,67,11,5,1,17
2020-01-11 18:00:00-05:00,83748,85282,66,11,5,1,18
2020-01-11 19:00:00-05:00,82360,84227,66,11,5,1,19
2020-01-11 20:00:00-05:00,80558,82543,66,11,5,1,20
2020-01-11 21:00:00-05:00,78057,80189,66,11,5,1,21
2020-01-11 22:00:00-05:00,74891,76889,64,11,5,1,22
2020-01-11 23:00:00-05:00,71259,72888,64,11,5,1,23
2020-01-12 00:00:00-05:00,67893,69090,63,12,6,1,0
2020-01-12 01:00:00-05:00,65763,66537,62,12,6,1,1
2020-01-12 02:00:00-05:00,64424,65067,61,12,6,1,2
2020-01-12 03:00:00-05:00,63851,64314,60,12,6,1,3
2020-01-12 04:00:00-05:00,63886,64393,59,12,6,1,4
2020-01-12 05:00:00-05:00,65116,65413,59,12,6,1,5
2020-01-12 06:00:00-05:00,67212,67455,57,12,6,1,6
2020-01-12 07:00:00-05:00,70067,70361,56,12,6,1,7
2020-01-12 08:00:00-05:00,73024,73466,56,12,6,1,8
2020-01-12 09:00:00-05:00,75241,75863,56,12,6,1,9
2020-01-12 10:00:00-05:00,76628,76892,56,12,6,1,10
2020-01-12 11:00:00-05:00,76951,77250,56,12,6,1,11
2020-01-12 12:00:00-05:00,77130,77447,56,12,6,1,12
2020-01-12 13:00:00-05:00,76891,77179,58,12,6,1,13
2020-01-12 14:00:00-05:00,76809,76915,59,12,6,1,14
2020-01-12 15:00:00-05:00,77663,77510,59,12,6,1,15
2020-01-12 16:00:00-05:00,79819,79972,54,12,6,1,16
2020-01-12 17:00:00-05:00,85145,84836,54,12,6,1,17
2020-01-12 18:00:00-05:00,87128,87029,51,12,6,1,18
2020-01-12 19:00:00-05:00,86542,87115,51,12,6,1,19
2020-01-12 20:00:00-05:00,85175,85723,46,12,6,1,20
2020-01-12 21:00:00-05:00,82463,83042,46,12,6,1,21
2020-01-12 22:00:00-05:00,78887,79389,46,12,6,1,22
2020-01-12 23:00:00-05:00,75207,75587,46,12,6,1,23
2020-01-13 00:00:00-05:00,72657,73438,46,13,0,1,0
2020-01-13 01:00:00-05:00,71509,71836,42,13,0,1,1
2020-01-13 02:00:00-05:00,71067,71321,42,13,0,1,2
2020-01-13 03:00:00-05:00,71697,71729,41,13,0,1,3
2020-01-13 04:00:00-05:00,73958,73794,42,13,0,1,4
2020-01-13 05:00:00-05:00,79429,78781,41,13,0,1,5
2020-01-13 06:00:00-05:00,87918,86523,42,13,0,1,6
2020-01-13 07:00:00-05:00,93706,91641,41,13,0,1,7
2020-01-13 08:00:00-05:00,94350,92515,41,13,0,1,8
2020-01-13 09:00:00-05:00,94176,92029,46,13,0,1,9
2020-01-13 10:00:00-05:00,93475,91317,49,13,0,1,10
2020-01-13 11:00:00-05:00,92579,90362,50,13,0,1,11
2020-01-13 12:00:00-05:00,91577,89397,50,13,0,1,12
2020-01-13 13:00:00-05:00,90511,88659,50,13,0,1,13
2020-01-13 14:00:00-05:00,89645,87914,51,13,0,1,14
2020-01-13 15:00:00-05:00,89151,87949,56,13,0,1,15
2020-01-13 16:00:00-05:00,90625,90181,51,13,0,1,16
2020-01-13 17:00:00-05:00,95330,94995,50,13,0,1,17
2020-01-13 18:00:00-05:00,97224,96648,50,13,0,1,18
2020-01-13 19:00:00-05:00,96537,95800,50,13,0,1,19
2020-01-13 20:00:00-05:00,94677,93840,49,13,0,1,20
2020-01-13 21:00:00-05:00,91447,90689,49,13,0,1,21
2020-01-13 22:00:00-05:00,86745,85943,48,13,0,1,22
2020-01-13 23:00:00-05:00,82312,81139,47,13,0,1,23
2020-01-14 00:00:00-05:00,78912,77924,42,14,1,1,0
2020-01-14 01:00:00-05:00,76817,75822,42,14,1,1,1
2020-01-14 02:00:00-05:00,75825,74812,42,14,1,1,2
2020-01-14 03:00:00-05:00,75877,74785,42,14,1,1,3
2020-01-14 04:00:00-05:00,77612,76418,42,14,1,1,4
2020-01-14 05:00:00-05:00,82543,80974,43,14,1,1,5
2020-01-14 06:00:00-05:00,90221,88471,42,14,1,1,6
2020-01-14 07:00:00-05:00,95328,93272,43,14,1,1,7
2020-01-14 08:00:00-05:00,95433,93529,42,14,1,1,8
2020-01-14 09:00:00-05:00,95093,92659,49,14,1,1,9
2020-01-14 10:00:00-05:00,94645,91894,50,14,1,1,10
2020-01-14 11:00:00-05:00,94088,90747,50,14,1,1,11
2020-01-14 12:00:00-05:00,93129,89698,51,14,1,1,12
2020-01-14 13:00:00-05:00,92406,88986,53,14,1,1,13
2020-01-14 14:00:00-05:00,91521,88291,54,14,1,1,14
2020-01-14 15:00:00-05:00,91038,88344,59,14,1,1,15
2020-01-14 16:00:00-05:00,92078,90620,54,14,1,1,16
2020-01-14 17:00:00-05:00,95515,95531,53,14,1,1,17
2020-01-14 18:00:00-05:00,97109,96532,50,14,1,1,18
2020-01-14 19:00:00-05:00,95962,95008,50,14,1,1,19
2020-01-14 20:00:00-05:00,93873,93130,50,14,1,1,20
2020-01-14 21:00:00-05:00,90504,89947,50,14,1,1,21
2020-01-14 22:00:00-05:00,85665,85057,50,14,1,1,22
2020-01-14 23:00:00-05:00,80897,80173,50,14,1,1,23
2020-01-15 00:00:00-05:00,77517,78187,47,15,2,1,0
2020-01-15 01:00:00-05:00,75817,76198,46,15,2,1,1
2020-01-15 02:00:00-05:00,74962,75379,46,15,2,1,2
2020-01-15 03:00:00-05:00,75196,75504,46,15,2,1,3
2020-01-15 04:00:00-05:00,76996,77196,46,15,2,1,4
2020-01-15 05:00:00-05:00,81858,82053,46,15,2,1,5
2020-01-15 06:00:00-05:00,89771,89973,46,15,2,1,6
2020-01-15 07:00:00-05:00,94886,94708,41,15,2,1,7
2020-01-15 08:00:00-05:00,94737,94597,42,15,2,1,8
2020-01-15 09:00:00-05:00,92893,93275,47,15,2,1,9
2020-01-15 10:00:00-05:00,91235,92179,49,15,2,1,10
2020-01-15 11:00:00-05:00,89400,90909,50,15,2,1,11
2020-01-15 12:00:00-05:00,87847,89757,51,15,2,1,12
2020-01-15 13:00:00-05:00,87024,89020,57,15,2,1,13
2020-01-15 14:00:00-05:00,86211,88299,57,15,2,1,14
2020-01-15 15:00:00-05:00,86319,88288,57,15,2,1,15
2020-01-15 16:00:00-05:00,88446,90419,58,15,2,1,16
2020-01-15 17:00:00-05:00,93117,95098,53,15,2,1,17
2020-01-15 18:00:00-05:00,94788,96410,53,15,2,1,18
2020-01-15 19:00:00-05:00,93870,95223,53,15,2,1,19
2020-01-15 20:00:00-05:00,92157,93573,51,15,2,1,20
2020-01-15 21:00:00-05:00,88897,90364,51,15,2,1,21
2020-01-15 22:00:00-05:00,83847,85399,51,15,2,1,22
2020-01-15 23:00:00-05:00,79262,80382,50,15,2,1,23
2020-01-16 00:00:00-05:00,76072,77903,50,16,3,1,0
2020-01-16 01:00:00-05:00,74066,75826,49,16,3,1,1
2020-01-16 02:00:00-05:00,73299,74948,49,16,3,1,2
2020-01-16 03:00:00-05:00,73425,75114,47,16,3,1,3
2020-01-16 04:00:00-05:00,75011,76934,47,16,3,1,4
2020-01-16 05:00:00-05:00,79763,81817,47,16,3,1,5
2020-01-16 06:00:00-05:00,87964,89670,46,16,3,1,6
2020-01-16 07:00:00-05:00,93495,94985,46,16,3,1,7
2020-01-16 08:00:00-05:00,93921,95820,45,16,3,1,8
2020-01-16 09:00:00-05:00,93130,95617,45,16,3,1,9
2020-01-16 10:00:00-05:00,92449,95436,45,16,3,1,10
2020-01-16 11:00:00-05:00,91363,94819,46,16,3,1,11
2020-01-16 12:00:00-05:00,90636,94070,46,16,3,1,12
2020-01-16 13:00:00-05:00,90448,93673,46,16,3,1,13
2020-01-16 14:00:00-05:00,90326,93135,46,16,3,1,14
2020-01-16 15:00:00-05:00,91013,93350,46,16,3,1,15
2020-01-16 16:00:00-05:00,93856,95803,46,16,3,1,16
2020-01-16 17:00:00-05:00,99745,101048,45,16,3,1,17
2020-01-16 18:00:00-05:00,102862,103057,43,16,3,1,18
2020-01-16 19:00:00-05:00,102858,102531,38,16,3,1,19
2020-01-16 20:00:00-05:00,101901,101781,38,16,3,1,20
2020-01-16 21:00:00-05:00,99452,99250,38,16,3,1,21
2020-01-16 22:00:00-05:00,95195,94908,37,16,3,1,22
2020-01-16 23:00:00-05:00,91189,90422,37,16,3,1,23
2020-01-17 00:00:00-05:00,88387,88093,37,17,4,1,0
2020-01-17 01:00:00-05:00,87021,86548,37,17,4,1,1
2020-01-17 02:00:00-05:00,86882,86275,32,17,4,1,2
2020-01-17 03:00:00-05:00,87659,86922,32,17,4,1,3
2020-01-17 04:00:00-05:00,90138,89203,32,17,4,1,4
2020-01-17 05:00:00-05:00,95655,94448,32,17,4,1,5
2020-01-17 06:00:00-05:00,104117,102435,32,17,4,1,6
2020-01-17 07:00:00-05:00,109145,107311,32,17,4,1,7
2020-01-17 08:00:00-05:00,108796,107210,32,17,4,1,8
2020-01-17 09:00:00-05:00,106652,105624,32,17,4,1,9
2020-01-17 10:00:00-05:00,104665,103837,32,17,4,1,10
2020-01-17 11:00:00-05:00,102170,102054,32,17,4,1,11
2020-01-17 12:00:00-05:00,100030,100192,33,17,4,1,12
2020-01-17 13:00:00-05:00,98563,98719,37,17,4,1,13
2020-01-17 14:00:00-05:00,97727,97508,37,17,4,1,14
2020-01-17 15:00:00-05:00,98159,97385,37,17,4,1,15
2020-01-17 16:00:00-05:00,100907,99584,38,17,4,1,16
2020-01-17 17:00:00-05:00,106219,104527,34,17,4,1,17
2020-01-17 18:00:00-05:00,107899,106126,33,17,4,1,18
2020-01-17 19:00:00-05:00,106865,105096,33,17,4,1,19
2020-01-17 20:00:00-05:00,105216,104159,33,17,4,1,20
2020-01-17 21:00:00-05:00,102781,102199,32,17,4,1,21
2020-01-17 22:00:00-05:00,99104,98835,32,17,4,1,22
2020-01-17 23:00:00-05:00,94671,94860,33,17,4,1,23
2020-01-18 00:00:00-05:00,91223,92167,34,18,5,1,0
2020-01-18 01:00:00-05:00,89020,90135,34,18,5,1,1
2020-01-18 02:00:00-05:00,87891,89188,34,18,5,1,2
2020-01-18 03:00:00-05:00,87307,88947,35,18,5,1,3
2020-01-18 04:00:00-05:00,87710,89566,35,18,5,1,4
2020-01-18 05:00:00-05:00,89189,91388,35,18,5,1,5
2020-01-18 06:00:00-05:00,91973,94162,35,18,5,1,6
2020-01-18 07:00:00-05:00,95390,97359,35,18,5,1,7
2020-01-18 08:00:00-05:00,98072,99319,36,18,5,1,8
2020-01-18 09:00:00-05:00,99992,99687,36,18,5,1,9
2020-01-18 10:00:00-05:00,101244,98785,36,18,5,1,10
2020-01-18 11:00:00-05:00,101388,97183,36,18,5,1,11
2020-01-18 12:00:00-05:00,100808,95127,37,18,5,1,12
2020-01-18 13:00:00-05:00,99325,93208,37,18,5,1,13
2020-01-18 14:00:00-05:00,98393,91850,39,18,5,1,14
2020-01-18 15:00:00-05:00,98039,91660,44,18,5,1,15
