Time,Load MW,Forecast MW,Degrees F,Day,DoW,Month,Hour
2020-03-25 00:00:00-04:00,72226,74982,50,25,2,3,0
2020-03-25 01:00:00-04:00,70510,73186,49,25,2,3,1
2020-03-25 02:00:00-04:00,69824,72343,49,25,2,3,2
2020-03-25 03:00:00-04:00,69828,72436,49,25,2,3,3
2020-03-25 04:00:00-04:00,70926,74125,49,25,2,3,4
2020-03-25 05:00:00-04:00,74387,78726,49,25,2,3,5
2020-03-25 06:00:00-04:00,79157,86045,47,25,2,3,6
2020-03-25 07:00:00-04:00,83756,90439,47,25,2,3,7
2020-03-25 08:00:00-04:00,86037,90892,46,25,2,3,8
2020-03-25 09:00:00-04:00,86998,90360,49,25,2,3,9
2020-03-25 10:00:00-04:00,87498,89870,49,25,2,3,10
2020-03-25 11:00:00-04:00,87159,89078,50,25,2,3,11
2020-03-25 12:00:00-04:00,86653,88415,50,25,2,3,12
2020-03-25 13:00:00-04:00,85243,87700,52,25,2,3,13
2020-03-25 14:00:00-04:00,83636,86859,52,25,2,3,14
2020-03-25 15:00:00-04:00,82441,86256,53,25,2,3,15
2020-03-25 16:00:00-04:00,82351,86796,54,25,2,3,16
2020-03-25 17:00:00-04:00,83137,88296,54,25,2,3,17
2020-03-25 18:00:00-04:00,83358,89886,53,25,2,3,18
2020-03-25 19:00:00-04:00,84116,91186,52,25,2,3,19
2020-03-25 20:00:00-04:00,84632,91039,51,25,2,3,20
2020-03-25 21:00:00-04:00,82058,88353,51,25,2,3,21
2020-03-25 22:00:00-04:00,78408,83749,50,25,2,3,22
2020-03-25 23:00:00-04:00,74739,79309,50,25,2,3,23
2020-03-26 00:00:00-04:00,71737,75437,49,26,3,3,0
2020-03-26 01:00:00-04:00,70344,73610,45,26,3,3,1
2020-03-26 02:00:00-04:00,69642,72773,49,26,3,3,2
2020-03-26 03:00:00-04:00,69879,72836,44,26,3,3,3
2020-03-26 04:00:00-04:00,71294,74470,44,26,3,3,4
2020-03-26 05:00:00-04:00,74665,78905,44,26,3,3,5
2020-03-26 06:00:00-04:00,79964,85733,44,26,3,3,6
2020-03-26 07:00:00-04:00,83476,89665,44,26,3,3,7
2020-03-26 08:00:00-04:00,84017,89655,44,26,3,3,8
2020-03-26 09:00:00-04:00,82883,88536,45,26,3,3,9
2020-03-26 10:00:00-04:00,81986,87556,51,26,3,3,10
2020-03-26 11:00:00-04:00,80487,86369,53,26,3,3,11
2020-03-26 12:00:00-04:00,79137,85304,54,26,3,3,12
2020-03-26 13:00:00-04:00,77528,84401,59,26,3,3,13
2020-03-26 14:00:00-04:00,76090,83298,61,26,3,3,14
2020-03-26 15:00:00-04:00,75098,82524,62,26,3,3,15
2020-03-26 16:00:00-04:00,75291,82925,67,26,3,3,16
2020-03-26 17:00:00-04:00,76950,84303,62,26,3,3,17
2020-03-26 18:00:00-04:00,78425,85568,61,26,3,3,18
2020-03-26 19:00:00-04:00,80387,86887,61,26,3,3,19
2020-03-26 20:00:00-04:00,80955,87020,59,26,3,3,20
2020-03-26 21:00:00-04:00,78161,84326,59,26,3,3,21
2020-03-26 22:00:00-04:00,74266,79775,59,26,3,3,22
2020-03-26 23:00:00-04:00,70278,75159,59,26,3,3,23
2020-03-27 00:00:00-04:00,67014,69836,59,27,4,3,0
2020-03-27 01:00:00-04:00,65169,67652,54,27,4,3,1
2020-03-27 02:00:00-04:00,64138,66454,54,27,4,3,2
2020-03-27 03:00:00-04:00,63765,66195,54,27,4,3,3
2020-03-27 04:00:00-04:00,64743,67361,54,27,4,3,4
2020-03-27 05:00:00-04:00,67475,71099,54,27,4,3,5
2020-03-27 06:00:00-04:00,72110,77333,54,27,4,3,6
2020-03-27 07:00:00-04:00,75989,81698,54,27,4,3,7
2020-03-27 08:00:00-04:00,77676,82922,53,27,4,3,8
2020-03-27 09:00:00-04:00,77720,83286,53,27,4,3,9
2020-03-27 10:00:00-04:00,77468,83410,59,27,4,3,10
2020-03-27 11:00:00-04:00,77489,83011,59,27,4,3,11
2020-03-27 12:00:00-04:00,77392,82374,60,27,4,3,12
2020-03-27 13:00:00-04:00,76713,81806,65,27,4,3,13
2020-03-27 14:00:00-04:00,75816,80982,65,27,4,3,14
2020-03-27 15:00:00-04:00,74876,80128,67,27,4,3,15
2020-03-27 16:00:00-04:00,74727,79967,66,27,4,3,16
2020-03-27 17:00:00-04:00,75543,80387,65,27,4,3,17
2020-03-27 18:00:00-04:00,76255,80687,65,27,4,3,18
2020-03-27 19:00:00-04:00,77563,81408,65,27,4,3,19
2020-03-27 20:00:00-04:00,78122,81175,64,27,4,3,20
2020-03-27 21:00:00-04:00,75302,79041,59,27,4,3,21
2020-03-27 22:00:00-04:00,71704,75519,59,27,4,3,22
2020-03-27 23:00:00-04:00,67972,71433,59,27,4,3,23
2020-03-28 00:00:00-04:00,64666,66924,58,28,5,3,0
2020-03-28 01:00:00-04:00,62451,64479,58,28,5,3,1
2020-03-28 02:00:00-04:00,61300,63028,54,28,5,3,2
2020-03-28 03:00:00-04:00,60591,62382,54,28,5,3,3
2020-03-28 04:00:00-04:00,60770,62588,54,28,5,3,4
2020-03-28 05:00:00-04:00,61676,63846,54,28,5,3,5
2020-03-28 06:00:00-04:00,63529,65868,54,28,5,3,6
2020-03-28 07:00:00-04:00,65624,68668,54,28,5,3,7
2020-03-28 08:00:00-04:00,68353,71829,54,28,5,3,8
2020-03-28 09:00:00-04:00,71193,74227,54,28,5,3,9
2020-03-28 10:00:00-04:00,73338,75393,55,28,5,3,10
2020-03-28 11:00:00-04:00,74992,75674,57,28,5,3,11
2020-03-28 12:00:00-04:00,75760,75263,57,28,5,3,12
2020-03-28 13:00:00-04:00,75828,74548,57,28,5,3,13
2020-03-28 14:00:00-04:00,75282,73762,62,28,5,3,14
2020-03-28 15:00:00-04:00,75210,73530,63,28,5,3,15
2020-03-28 16:00:00-04:00,75937,74125,64,28,5,3,16
2020-03-28 17:00:00-04:00,77200,75328,64,28,5,3,17
2020-03-28 18:00:00-04:00,77918,76364,64,28,5,3,18
2020-03-28 19:00:00-04:00,78619,77288,63,28,5,3,19
2020-03-28 20:00:00-04:00,78231,77113,63,28,5,3,20
2020-03-28 21:00:00-04:00,75227,75241,59,28,5,3,21
2020-03-28 22:00:00-04:00,71853,72262,63,28,5,3,22
2020-03-28 23:00:00-04:00,67981,68726,58,28,5,3,23
2020-03-29 00:00:00-04:00,64716,65111,63,29,6,3,0
2020-03-29 01:00:00-04:00,62249,62850,63,29,6,3,1
2020-03-29 02:00:00-04:00,60992,61176,62,29,6,3,2
2020-03-29 03:00:00-04:00,60050,60337,62,29,6,3,3
2020-03-29 04:00:00-04:00,59948,60242,62,29,6,3,4
2020-03-29 05:00:00-04:00,60486,60846,62,29,6,3,5
2020-03-29 06:00:00-04:00,61981,62010,62,29,6,3,6
2020-03-29 07:00:00-04:00,63188,64165,57,29,6,3,7
2020-03-29 08:00:00-04:00,65559,67239,57,29,6,3,8
2020-03-29 09:00:00-04:00,68489,69863,62,29,6,3,9
2020-03-29 10:00:00-04:00,71066,71474,62,29,6,3,10
2020-03-29 11:00:00-04:00,72638,72380,62,29,6,3,11
2020-03-29 12:00:00-04:00,73716,72995,63,29,6,3,12
2020-03-29 13:00:00-04:00,73799,73071,62,29,6,3,13
2020-03-29 14:00:00-04:00,73154,72822,68,29,6,3,14
2020-03-29 15:00:00-04:00,72812,72975,68,29,6,3,15
2020-03-29 16:00:00-04:00,73777,73759,68,29,6,3,16
2020-03-29 17:00:00-04:00,75360,75352,68,29,6,3,17
2020-03-29 18:00:00-04:00,76011,76776,67,29,6,3,18
2020-03-29 19:00:00-04:00,76955,78454,66,29,6,3,19
2020-03-29 20:00:00-04:00,77850,78731,64,29,6,3,20
2020-03-29 21:00:00-04:00,75051,76294,59,29,6,3,21
2020-03-29 22:00:00-04:00,71533,72533,59,29,6,3,22
2020-03-29 23:00:00-04:00,67758,68617,59,29,6,3,23
2020-03-30 00:00:00-04:00,64489,65385,58,30,0,3,0
2020-03-30 01:00:00-04:00,62369,63590,58,30,0,3,1
2020-03-30 02:00:00-04:00,61293,62731,58,30,0,3,2
2020-03-30 03:00:00-04:00,61031,62717,57,30,0,3,3
2020-03-30 04:00:00-04:00,62058,64172,56,30,0,3,4
2020-03-30 05:00:00-04:00,65203,68206,55,30,0,3,5
2020-03-30 06:00:00-04:00,70306,74565,54,30,0,3,6
2020-03-30 07:00:00-04:00,74466,79522,54,30,0,3,7
2020-03-30 08:00:00-04:00,77019,81576,54,30,0,3,8
2020-03-30 09:00:00-04:00,78150,82585,54,30,0,3,9
2020-03-30 10:00:00-04:00,78688,83391,55,30,0,3,10
2020-03-30 11:00:00-04:00,78993,83607,60,30,0,3,11
2020-03-30 12:00:00-04:00,78983,83584,61,30,0,3,12
2020-03-30 13:00:00-04:00,78646,83342,61,30,0,3,13
2020-03-30 14:00:00-04:00,78118,82481,61,30,0,3,14
2020-03-30 15:00:00-04:00,77951,81936,61,30,0,3,15
2020-03-30 16:00:00-04:00,78290,82182,61,30,0,3,16
2020-03-30 17:00:00-04:00,79148,83543,61,30,0,3,17
2020-03-30 18:00:00-04:00,79279,84618,61,30,0,3,18
2020-03-30 19:00:00-04:00,80324,85601,56,30,0,3,19
2020-03-30 20:00:00-04:00,81114,85352,55,30,0,3,20
2020-03-30 21:00:00-04:00,78487,82445,55,30,0,3,21
2020-03-30 22:00:00-04:00,74586,77791,54,30,0,3,22
2020-03-30 23:00:00-04:00,70770,73146,53,30,0,3,23
2020-03-31 00:00:00-04:00,67738,70757,49,31,1,3,0
2020-03-31 01:00:00-04:00,65794,68989,48,31,1,3,1
2020-03-31 02:00:00-04:00,64977,68156,48,31,1,3,2
2020-03-31 03:00:00-04:00,64856,68277,48,31,1,3,3
2020-03-31 04:00:00-04:00,65941,69826,47,31,1,3,4
2020-03-31 05:00:00-04:00,68942,74064,46,31,1,3,5
2020-03-31 06:00:00-04:00,73990,80842,46,31,1,3,6
2020-03-31 07:00:00-04:00,78123,85283,46,31,1,3,7
2020-03-31 08:00:00-04:00,80756,86423,46,31,1,3,8
2020-03-31 09:00:00-04:00,82379,86731,47,31,1,3,9
2020-03-31 10:00:00-04:00,83139,86973,47,31,1,3,10
2020-03-31 11:00:00-04:00,83725,86718,48,31,1,3,11
2020-03-31 12:00:00-04:00,84096,86294,49,31,1,3,12
2020-03-31 13:00:00-04:00,83606,85601,49,31,1,3,13
2020-03-31 14:00:00-04:00,82786,84665,50,31,1,3,14
2020-03-31 15:00:00-04:00,82575,83961,54,31,1,3,15
2020-03-31 16:00:00-04:00,83140,84465,54,31,1,3,16
2020-03-31 17:00:00-04:00,84432,86008,54,31,1,3,17
2020-03-31 18:00:00-04:00,85176,87350,50,31,1,3,18
2020-03-31 19:00:00-04:00,85673,88664,50,31,1,3,19
2020-03-31 20:00:00-04:00,85354,88863,50,31,1,3,20
2020-03-31 21:00:00-04:00,82779,86144,49,31,1,3,21
2020-03-31 22:00:00-04:00,79030,81668,48,31,1,3,22
2020-03-31 23:00:00-04:00,75355,77276,48,31,1,3,23
2020-04-01 00:00:00-04:00,72188,74179,47,1,2,4,0
2020-04-01 01:00:00-04:00,70416,72387,47,1,2,4,1
2020-04-01 02:00:00-04:00,69438,71596,47,1,2,4,2
2020-04-01 03:00:00-04:00,69365,71606,47,1,2,4,3
2020-04-01 04:00:00-04:00,70429,73065,46,1,2,4,4
2020-04-01 05:00:00-04:00,73688,77101,46,1,2,4,5
2020-04-01 06:00:00-04:00,78541,83393,41,1,2,4,6
2020-04-01 07:00:00-04:00,82556,87570,41,1,2,4,7
2020-04-01 08:00:00-04:00,84414,88509,46,1,2,4,8
2020-04-01 09:00:00-04:00,84700,88328,46,1,2,4,9
2020-04-01 10:00:00-04:00,84108,88025,48,1,2,4,10
2020-04-01 11:00:00-04:00,83079,87415,49,1,2,4,11
2020-04-01 12:00:00-04:00,82308,86712,50,1,2,4,12
2020-04-01 13:00:00-04:00,81106,85810,50,1,2,4,13
2020-04-01 14:00:00-04:00,79663,84661,54,1,2,4,14
2020-04-01 15:00:00-04:00,78247,83829,55,1,2,4,15
2020-04-01 16:00:00-04:00,78327,84188,54,1,2,4,16
2020-04-01 17:00:00-04:00,79164,85599,54,1,2,4,17
2020-04-01 18:00:00-04:00,79753,86784,54,1,2,4,18
2020-04-01 19:00:00-04:00,81230,88099,54,1,2,4,19
2020-04-01 20:00:00-04:00,82872,88363,50,1,2,4,20
2020-04-01 21:00:00-04:00,80891,85739,54,1,2,4,21
2020-04-01 22:00:00-04:00,77628,81562,48,1,2,4,22
2020-04-01 23:00:00-04:00,74308,77319,48,1,2,4,23
2020-04-02 00:00:00-04:00,71633,73938,48,2,3,4,0
2020-04-02 01:00:00-04:00,70105,72230,48,2,3,4,1
2020-04-02 02:00:00-04:00,69423,71547,46,2,3,4,2
2020-04-02 03:00:00-04:00,69708,71683,46,2,3,4,3
2020-04-02 04:00:00-04:00,71341,73248,41,2,3,4,4
2020-04-02 05:00:00-04:00,74982,77279,41,2,3,4,5
2020-04-02 06:00:00-04:00,79969,83386,41,2,3,4,6
2020-04-02 07:00:00-04:00,83057,87137,41,2,3,4,7
2020-04-02 08:00:00-04:00,82881,87468,46,2,3,4,8
2020-04-02 09:00:00-04:00,81192,86756,47,2,3,4,9
2020-04-02 10:00:00-04:00,79518,85966,49,2,3,4,10
2020-04-02 11:00:00-04:00,78325,84955,50,2,3,4,11
2020-04-02 12:00:00-04:00,77724,83980,55,2,3,4,12
2020-04-02 13:00:00-04:00,76458,83008,57,2,3,4,13
2020-04-02 14:00:00-04:00,74887,81830,57,2,3,4,14
2020-04-02 15:00:00-04:00,73603,80972,57,2,3,4,15
2020-04-02 16:00:00-04:00,73529,81400,58,2,3,4,16
2020-04-02 17:00:00-04:00,74715,83015,59,2,3,4,17
2020-04-02 18:00:00-04:00,75938,84340,58,2,3,4,18
2020-04-02 19:00:00-04:00,77557,85596,57,2,3,4,19
2020-04-02 20:00:00-04:00,79651,85854,56,2,3,4,20
2020-04-02 21:00:00-04:00,77740,83474,55,2,3,4,21
2020-04-02 22:00:00-04:00,74445,79432,50,2,3,4,22
2020-04-02 23:00:00-04:00,71041,75253,49,2,3,4,23
2020-04-03 00:00:00-04:00,68362,71380,48,3,4,4,0
2020-04-03 01:00:00-04:00,66844,69484,48,3,4,4,1
2020-04-03 02:00:00-04:00,66504,68588,46,3,4,4,2
2020-04-03 03:00:00-04:00,66730,68542,46,3,4,4,3
2020-04-03 04:00:00-04:00,68113,69908,41,3,4,4,4
2020-04-03 05:00:00-04:00,71491,73637,41,3,4,4,5
2020-04-03 06:00:00-04:00,76374,79513,41,3,4,4,6
2020-04-03 07:00:00-04:00,79627,83493,41,3,4,4,7
2020-04-03 08:00:00-04:00,80351,84599,46,3,4,4,8
2020-04-03 09:00:00-04:00,79491,84574,47,3,4,4,9
2020-04-03 10:00:00-04:00,78247,84244,49,3,4,4,10
2020-04-03 11:00:00-04:00,77105,83573,50,3,4,4,11
2020-04-03 12:00:00-04:00,76326,82642,55,3,4,4,12
2020-04-03 13:00:00-04:00,75159,81684,57,3,4,4,13
2020-04-03 14:00:00-04:00,73942,80457,57,3,4,4,14
2020-04-03 15:00:00-04:00,73093,79485,57,3,4,4,15
2020-04-03 16:00:00-04:00,72928,79365,58,3,4,4,16
2020-04-03 17:00:00-04:00,73851,79986,59,3,4,4,17
2020-04-03 18:00:00-04:00,74488,80143,58,3,4,4,18
2020-04-03 19:00:00-04:00,75484,80640,57,3,4,4,19
2020-04-03 20:00:00-04:00,76946,80973,56,3,4,4,20
2020-04-03 21:00:00-04:00,74764,79186,55,3,4,4,21
2020-04-03 22:00:00-04:00,71481,75926,50,3,4,4,22
2020-04-03 23:00:00-04:00,67814,72107,49,3,4,4,23
2020-04-04 00:00:00-04:00,64918,68269,50,4,5,4,0
2020-04-04 01:00:00-04:00,63176,66160,49,4,5,4,1
2020-04-04 02:00:00-04:00,62259,64980,49,4,5,4,2
2020-04-04 03:00:00-04:00,62067,64493,48,4,5,4,3
2020-04-04 04:00:00-04:00,62546,64764,48,4,5,4,4
2020-04-04 05:00:00-04:00,64125,65852,48,4,5,4,5
2020-04-04 06:00:00-04:00,66524,67360,47,4,5,4,6
2020-04-04 07:00:00-04:00,68261,69878,47,4,5,4,7
2020-04-04 08:00:00-04:00,69870,72844,47,4,5,4,8
2020-04-04 09:00:00-04:00,70570,74536,49,4,5,4,9
2020-04-04 10:00:00-04:00,71045,75002,55,4,5,4,10
2020-04-04 11:00:00-04:00,70988,74659,57,4,5,4,11
2020-04-04 12:00:00-04:00,70547,73837,59,4,5,4,12
2020-04-04 13:00:00-04:00,69604,72623,59,4,5,4,13
2020-04-04 14:00:00-04:00,68551,71580,60,4,5,4,14
2020-04-04 15:00:00-04:00,67855,71035,61,4,5,4,15
2020-04-04 16:00:00-04:00,68461,71437,62,4,5,4,16
2020-04-04 17:00:00-04:00,69929,72627,66,4,5,4,17
2020-04-04 18:00:00-04:00,71159,73628,66,4,5,4,18
2020-04-04 19:00:00-04:00,72356,74859,59,4,5,4,19
2020-04-04 20:00:00-04:00,74066,75580,59,4,5,4,20
2020-04-04 21:00:00-04:00,72166,74181,59,4,5,4,21
2020-04-04 22:00:00-04:00,69232,71589,58,4,5,4,22
2020-04-04 23:00:00-04:00,65848,68521,58,4,5,4,23
2020-04-05 00:00:00-04:00,63157,65110,57,5,6,4,0
2020-04-05 01:00:00-04:00,61465,63221,55,5,6,4,1
2020-04-05 02:00:00-04:00,60397,61905,50,5,6,4,2
2020-04-05 03:00:00-04:00,59982,61312,50,5,6,4,3
2020-04-05 04:00:00-04:00,60388,61254,50,5,6,4,4
2020-04-05 05:00:00-04:00,61464,61764,50,5,6,4,5
2020-04-05 06:00:00-04:00,63216,62571,50,5,6,4,6
2020-04-05 07:00:00-04:00,64490,64503,49,5,6,4,7
2020-04-05 08:00:00-04:00,65790,67244,50,5,6,4,8
2020-04-05 09:00:00-04:00,67051,69195,55,5,6,4,9
2020-04-05 10:00:00-04:00,67815,69981,56,5,6,4,10
2020-04-05 11:00:00-04:00,67924,70256,57,5,6,4,11
2020-04-05 12:00:00-04:00,67759,70437,58,5,6,4,12
2020-04-05 13:00:00-04:00,67045,69973,64,5,6,4,13
2020-04-05 14:00:00-04:00,66528,69410,64,5,6,4,14
2020-04-05 15:00:00-04:00,66783,69349,64,5,6,4,15
2020-04-05 16:00:00-04:00,67979,70275,64,5,6,4,16
2020-04-05 17:00:00-04:00,69494,72224,64,5,6,4,17
2020-04-05 18:00:00-04:00,70678,73769,64,5,6,4,18
2020-04-05 19:00:00-04:00,72078,75485,63,5,6,4,19
2020-04-05 20:00:00-04:00,74024,76227,63,5,6,4,20
2020-04-05 21:00:00-04:00,71903,74313,58,5,6,4,21
2020-04-05 22:00:00-04:00,68765,71076,55,5,6,4,22
2020-04-05 23:00:00-04:00,65565,67649,55,5,6,4,23
2020-04-06 00:00:00-04:00,62834,64893,54,6,0,4,0
2020-04-06 01:00:00-04:00,61352,63379,54,6,0,4,1
2020-04-06 02:00:00-04:00,60637,62771,54,6,0,4,2
2020-04-06 03:00:00-04:00,60646,63001,54,6,0,4,3
2020-04-06 04:00:00-04:00,61948,64584,53,6,0,4,4
2020-04-06 05:00:00-04:00,65174,68628,53,6,0,4,5
2020-04-06 06:00:00-04:00,70054,74712,52,6,0,4,6
2020-04-06 07:00:00-04:00,73724,78994,47,6,0,4,7
2020-04-06 08:00:00-04:00,75352,80436,52,6,0,4,8
2020-04-06 09:00:00-04:00,75111,80835,54,6,0,4,9
2020-04-06 10:00:00-04:00,74643,81118,56,6,0,4,10
2020-04-06 11:00:00-04:00,74226,81099,58,6,0,4,11
2020-04-06 12:00:00-04:00,74037,80952,59,6,0,4,12
2020-04-06 13:00:00-04:00,73548,80623,64,6,0,4,13
2020-04-06 14:00:00-04:00,72696,79809,65,6,0,4,14
2020-04-06 15:00:00-04:00,72081,79208,66,6,0,4,15
2020-04-06 16:00:00-04:00,72848,79475,67,6,0,4,16
2020-04-06 17:00:00-04:00,74184,80645,67,6,0,4,17
2020-04-06 18:00:00-04:00,74968,81456,66,6,0,4,18
2020-04-06 19:00:00-04:00,75807,82270,66,6,0,4,19
2020-04-06 20:00:00-04:00,77352,82392,65,6,0,4,20
2020-04-06 21:00:00-04:00,74485,79744,59,6,0,4,21
2020-04-06 22:00:00-04:00,70654,75171,58,6,0,4,22
2020-04-06 23:00:00-04:00,66607,70578,58,6,0,4,23
2020-04-07 00:00:00-04:00,63400,66833,58,7,1,4,0
2020-04-07 01:00:00-04:00,61439,64684,58,7,1,4,1
2020-04-07 02:00:00-04:00,60564,63582,53,7,1,4,2
2020-04-07 03:00:00-04:00,60360,63320,53,7,1,4,3
2020-04-07 04:00:00-04:00,61360,64478,52,7,1,4,4
2020-04-07 05:00:00-04:00,64061,68076,52,7,1,4,5
2020-04-07 06:00:00-04:00,68596,73912,52,7,1,4,6
2020-04-07 07:00:00-04:00,72080,78003,52,7,1,4,7
2020-04-07 08:00:00-04:00,74112,79546,53,7,1,4,8
2020-04-07 09:00:00-04:00,74637,80362,59,7,1,4,9
2020-04-07 10:00:00-04:00,74509,81130,60,7,1,4,10
2020-04-07 11:00:00-04:00,74564,81424,61,7,1,4,11
2020-04-07 12:00:00-04:00,75029,81681,67,7,1,4,12
2020-04-07 13:00:00-04:00,75186,81797,67,7,1,4,13
2020-04-07 14:00:00-04:00,74991,81477,68,7,1,4,14
2020-04-07 15:00:00-04:00,74888,81200,69,7,1,4,15
2020-04-07 16:00:00-04:00,75326,81570,69,7,1,4,16
2020-04-07 17:00:00-04:00,76457,82466,69,7,1,4,17
2020-04-07 18:00:00-04:00,76594,82858,69,7,1,4,18
2020-04-07 19:00:00-04:00,77056,83294,69,7,1,4,19
2020-04-07 20:00:00-04:00,78303,83227,67,7,1,4,20
2020-04-07 21:00:00-04:00,75699,80446,67,7,1,4,21
2020-04-07 22:00:00-04:00,71458,75643,62,7,1,4,22
2020-04-07 23:00:00-04:00,67254,70727,62,7,1,4,23
2020-04-08 00:00:00-04:00,63401,67016,62,8,2,4,0
2020-04-08 01:00:00-04:00,60814,64560,62,8,2,4,1
2020-04-08 02:00:00-04:00,59531,63162,60,8,2,4,2
2020-04-08 03:00:00-04:00,58997,62692,60,8,2,4,3
2020-04-08 04:00:00-04:00,59439,63586,60,8,2,4,4
2020-04-08 05:00:00-04:00,61728,66986,60,8,2,4,5
2020-04-08 06:00:00-04:00,65525,72692,60,8,2,4,6
2020-04-08 07:00:00-04:00,68759,76905,60,8,2,4,7
2020-04-08 08:00:00-04:00,71503,78793,60,8,2,4,8
2020-04-08 09:00:00-04:00,72710,80034,65,8,2,4,9
2020-04-08 10:00:00-04:00,73340,81248,66,8,2,4,10
2020-04-08 11:00:00-04:00,74005,82017,66,8,2,4,11
2020-04-08 12:00:00-04:00,74912,82663,67,8,2,4,12
2020-04-08 13:00:00-04:00,74958,83046,72,8,2,4,13
2020-04-08 14:00:00-04:00,74787,82843,72,8,2,4,14
2020-04-08 15:00:00-04:00,74726,82533,74,8,2,4,15
2020-04-08 16:00:00-04:00,75521,82822,74,8,2,4,16
2020-04-08 17:00:00-04:00,76903,83424,74,8,2,4,17
2020-04-08 18:00:00-04:00,77262,83568,73,8,2,4,18
2020-04-08 19:00:00-04:00,77297,83787,68,8,2,4,19
2020-04-08 20:00:00-04:00,78104,83408,66,8,2,4,20
2020-04-08 21:00:00-04:00,75164,80587,66,8,2,4,21
2020-04-08 22:00:00-04:00,70720,75839,64,8,2,4,22
2020-04-08 23:00:00-04:00,66423,70978,59,8,2,4,23
2020-04-09 00:00:00-04:00,62908,66600,59,9,3,4,0
2020-04-09 01:00:00-04:00,60668,64364,59,9,3,4,1
2020-04-09 02:00:00-04:00,59346,63129,59,9,3,4,2
2020-04-09 03:00:00-04:00,58766,62756,59,9,3,4,3
2020-04-09 04:00:00-04:00,59566,63752,58,9,3,4,4
2020-04-09 05:00:00-04:00,62013,67232,57,9,3,4,5
2020-04-09 06:00:00-04:00,66115,72822,57,9,3,4,6
2020-04-09 07:00:00-04:00,69783,76969,55,9,3,4,7
2020-04-09 08:00:00-04:00,72832,78761,55,9,3,4,8
2020-04-09 09:00:00-04:00,74381,79881,55,9,3,4,9
2020-04-09 10:00:00-04:00,74581,80777,55,9,3,4,10
2020-04-09 11:00:00-04:00,74970,81107,60,9,3,4,11
2020-04-09 12:00:00-04:00,75645,81214,62,9,3,4,12
2020-04-09 13:00:00-04:00,75757,80951,62,9,3,4,13
2020-04-09 14:00:00-04:00,74747,80316,62,9,3,4,14
2020-04-09 15:00:00-04:00,73501,79798,62,9,3,4,15
2020-04-09 16:00:00-04:00,73554,80157,62,9,3,4,16
2020-04-09 17:00:00-04:00,74927,81257,61,9,3,4,17
2020-04-09 18:00:00-04:00,75719,81894,55,9,3,4,18
2020-04-09 19:00:00-04:00,76638,82778,55,9,3,4,19
2020-04-09 20:00:00-04:00,78571,83555,55,9,3,4,20
2020-04-09 21:00:00-04:00,76712,81200,54,9,3,4,21
2020-04-09 22:00:00-04:00,73248,77129,48,9,3,4,22
2020-04-09 23:00:00-04:00,69716,72912,47,9,3,4,23
2020-04-10 00:00:00-04:00,66734,70804,47,10,4,4,0
2020-04-10 01:00:00-04:00,65258,69011,47,10,4,4,1
2020-04-10 02:00:00-04:00,64702,68273,46,10,4,4,2
2020-04-10 03:00:00-04:00,64667,68357,46,10,4,4,3
2020-04-10 04:00:00-04:00,65902,69699,46,10,4,4,4
2020-04-10 05:00:00-04:00,68749,73310,46,10,4,4,5
2020-04-10 06:00:00-04:00,72770,78827,46,10,4,4,6
2020-04-10 07:00:00-04:00,75398,82568,41,10,4,4,7
2020-04-10 08:00:00-04:00,76829,83803,46,10,4,4,8
2020-04-10 09:00:00-04:00,77844,84117,46,10,4,4,9
2020-04-10 10:00:00-04:00,78563,83954,46,10,4,4,10
2020-04-10 11:00:00-04:00,78687,83469,47,10,4,4,11
2020-04-10 12:00:00-04:00,78156,82667,49,10,4,4,12
2020-04-10 13:00:00-04:00,77098,81527,49,10,4,4,13
2020-04-10 14:00:00-04:00,75356,80209,49,10,4,4,14
2020-04-10 15:00:00-04:00,74223,79367,54,10,4,4,15
2020-04-10 16:00:00-04:00,74320,79717,54,10,4,4,16
2020-04-10 17:00:00-04:00,75563,81138,55,10,4,4,17
2020-04-10 18:00:00-04:00,76448,81816,54,10,4,4,18
2020-04-10 19:00:00-04:00,77687,82494,50,10,4,4,19
2020-04-10 20:00:00-04:00,79807,83311,49,10,4,4,20
2020-04-10 21:00:00-04:00,78117,81629,48,10,4,4,21
2020-04-10 22:00:00-04:00,75391,78847,46,10,4,4,22
2020-04-10 23:00:00-04:00,72553,75416,46,10,4,4,23
2020-04-11 00:00:00-04:00,69994,72782,46,11,5,4,0
2020-04-11 01:00:00-04:00,68412,70973,46,11,5,4,1
2020-04-11 02:00:00-04:00,67574,70059,41,11,5,4,2
2020-04-11 03:00:00-04:00,67643,69805,41,11,5,4,3
2020-04-11 04:00:00-04:00,68398,70282,41,11,5,4,4
2020-04-11 05:00:00-04:00,69856,71411,40,11,5,4,5
2020-04-11 06:00:00-04:00,71838,72917,39,11,5,4,6
2020-04-11 07:00:00-04:00,72365,75101,40,11,5,4,7
2020-04-11 08:00:00-04:00,72661,77363,41,11,5,4,8
2020-04-11 09:00:00-04:00,72085,78034,46,11,5,4,9
2020-04-11 10:00:00-04:00,71441,77507,49,11,5,4,10
2020-04-11 11:00:00-04:00,70605,76483,50,11,5,4,11
2020-04-11 12:00:00-04:00,69280,75102,55,11,5,4,12
2020-04-11 13:00:00-04:00,67592,73376,56,11,5,4,13
2020-04-11 14:00:00-04:00,66252,71889,58,11,5,4,14
