bid_datetime_beginning_utc,bid_datetime_beginning_ept,eco_max,emerg_max,total_committed
2/8/2024 7:00:00 PM,2/8/2024 2:00:00 PM,181128.60,182256.40,168549.10
2/8/2024 8:00:00 PM,2/8/2024 3:00:00 PM,181897.20,183017.70,168549.10
2/8/2024 9:00:00 PM,2/8/2024 4:00:00 PM,181112.50,181804.00,168549.10
2/8/2024 10:00:00 PM,2/8/2024 5:00:00 PM,180795.30,181216.50,168549.10
2/8/2024 11:00:00 PM,2/8/2024 6:00:00 PM,181033.00,181473.20,168549.10
2/9/2024 12:00:00 AM,2/8/2024 7:00:00 PM,178827.90,179647.20,168549.10
2/9/2024 1:00:00 AM,2/8/2024 8:00:00 PM,178511.00,179387.30,168549.10
2/9/2024 2:00:00 AM,2/8/2024 9:00:00 PM,178664.00,179540.30,168549.10
2/9/2024 3:00:00 AM,2/8/2024 10:00:00 PM,178344.30,179249.60,168549.10
2/9/2024 4:00:00 AM,2/8/2024 11:00:00 PM,178024.30,179014.10,168549.10
2/9/2024 5:00:00 AM,2/9/2024 12:00:00 AM,178049.40,179238.10,168549.10
2/9/2024 6:00:00 AM,2/9/2024 1:00:00 AM,177535.80,178885.90,168549.10
2/9/2024 7:00:00 AM,2/9/2024 2:00:00 AM,176724.00,178076.60,168549.10
2/9/2024 8:00:00 AM,2/9/2024 3:00:00 AM,176209.80,177563.30,168549.10
2/9/2024 9:00:00 AM,2/9/2024 4:00:00 AM,176237.20,177590.20,168549.10
2/9/2024 10:00:00 AM,2/9/2024 5:00:00 AM,177248.90,178353.10,168549.10
2/9/2024 11:00:00 AM,2/9/2024 6:00:00 AM,178927.80,179109.30,168549.10
2/9/2024 12:00:00 PM,2/9/2024 7:00:00 AM,179447.00,179508.80,168549.10
2/9/2024 1:00:00 PM,2/9/2024 8:00:00 AM,179284.10,179710.00,168549.10
2/9/2024 2:00:00 PM,2/9/2024 9:00:00 AM,178642.70,179108.50,168549.10
2/9/2024 3:00:00 PM,2/9/2024 10:00:00 AM,177956.50,178845.70,168549.10
2/9/2024 4:00:00 PM,2/9/2024 11:00:00 AM,177790.50,178933.40,168549.10
2/9/2024 5:00:00 PM,2/9/2024 12:00:00 PM,176613.30,177966.40,168549.10
2/9/2024 6:00:00 PM,2/9/2024 1:00:00 PM,177130.30,178300.80,168549.10
2/9/2024 7:00:00 PM,2/9/2024 2:00:00 PM,176966.40,178140.00,168549.10
2/9/2024 8:00:00 PM,2/9/2024 3:00:00 PM,176648.00,177827.90,168549.10
2/9/2024 9:00:00 PM,2/9/2024 4:00:00 PM,175878.10,176517.60,168549.10
2/9/2024 10:00:00 PM,2/9/2024 5:00:00 PM,175626.40,175857.50,168549.10
2/9/2024 11:00:00 PM,2/9/2024 6:00:00 PM,175885.70,176267.50,168549.10
2/10/2024 12:00:00 AM,2/9/2024 7:00:00 PM,175798.70,176749.50,168549.10
2/10/2024 1:00:00 AM,2/9/2024 8:00:00 PM,175815.00,176765.80,168549.10
2/10/2024 2:00:00 AM,2/9/2024 9:00:00 PM,175917.10,176872.90,168549.10
2/10/2024 3:00:00 AM,2/9/2024 10:00:00 PM,175905.40,176890.20,168549.10
2/10/2024 4:00:00 AM,2/9/2024 11:00:00 PM,175952.10,176919.40,168549.10
2/10/2024 5:00:00 AM,2/10/2024 12:00:00 AM,171706.40,173079.00,168549.10
2/10/2024 6:00:00 AM,2/10/2024 1:00:00 AM,171885.60,173350.40,168549.10
2/10/2024 7:00:00 AM,2/10/2024 2:00:00 AM,171830.90,173310.50,168549.10
2/10/2024 8:00:00 AM,2/10/2024 3:00:00 AM,171834.00,173402.50,168549.10
2/10/2024 9:00:00 AM,2/10/2024 4:00:00 AM,171931.90,173486.20,168549.10
2/10/2024 10:00:00 AM,2/10/2024 5:00:00 AM,172893.40,174027.10,168549.10
2/10/2024 11:00:00 AM,2/10/2024 6:00:00 AM,173139.60,173566.90,168549.10
2/10/2024 12:00:00 PM,2/10/2024 7:00:00 AM,172710.20,172906.20,168549.10
2/10/2024 1:00:00 PM,2/10/2024 8:00:00 AM,173284.50,173516.50,168549.10
2/10/2024 2:00:00 PM,2/10/2024 9:00:00 AM,173749.10,173993.70,168549.10
2/10/2024 3:00:00 PM,2/10/2024 10:00:00 AM,174547.00,174797.90,168549.10
2/10/2024 4:00:00 PM,2/10/2024 11:00:00 AM,174453.00,175123.10,168549.10
2/10/2024 5:00:00 PM,2/10/2024 12:00:00 PM,173804.00,174730.30,168549.10
2/10/2024 6:00:00 PM,2/10/2024 1:00:00 PM,173415.90,174551.70,168549.10
2/10/2024 7:00:00 PM,2/10/2024 2:00:00 PM,173490.60,174622.30,168549.10
2/10/2024 8:00:00 PM,2/10/2024 3:00:00 PM,172937.20,174091.40,168549.10
2/10/2024 9:00:00 PM,2/10/2024 4:00:00 PM,172858.40,173595.20,168549.10
2/10/2024 10:00:00 PM,2/10/2024 5:00:00 PM,173075.70,173345.90,168549.10
2/10/2024 11:00:00 PM,2/10/2024 6:00:00 PM,172624.30,173131.40,168549.10
2/11/2024 12:00:00 AM,2/10/2024 7:00:00 PM,174512.00,175584.20,168549.10
2/11/2024 1:00:00 AM,2/10/2024 8:00:00 PM,174583.20,175633.40,168549.10
2/11/2024 2:00:00 AM,2/10/2024 9:00:00 PM,175024.20,176074.40,168549.10
2/11/2024 3:00:00 AM,2/10/2024 10:00:00 PM,175096.20,176175.40,168549.10
2/11/2024 4:00:00 AM,2/10/2024 11:00:00 PM,175066.90,176146.10,168549.10
2/11/2024 5:00:00 AM,2/11/2024 12:00:00 AM,170699.60,172067.00,168549.10
2/11/2024 6:00:00 AM,2/11/2024 1:00:00 AM,170665.00,172050.10,168549.10
2/11/2024 7:00:00 AM,2/11/2024 2:00:00 AM,170398.90,171780.50,168549.10
2/11/2024 8:00:00 AM,2/11/2024 3:00:00 AM,170383.20,171780.60,168549.10
2/11/2024 9:00:00 AM,2/11/2024 4:00:00 AM,170242.20,171646.60,168549.10
2/11/2024 10:00:00 AM,2/11/2024 5:00:00 AM,170337.10,171745.90,168549.10
2/11/2024 11:00:00 AM,2/11/2024 6:00:00 AM,170485.10,171719.50,168549.10
2/11/2024 12:00:00 PM,2/11/2024 7:00:00 AM,170818.80,171591.70,168549.10
2/11/2024 1:00:00 PM,2/11/2024 8:00:00 AM,171776.60,172087.90,168549.10
2/11/2024 2:00:00 PM,2/11/2024 9:00:00 AM,174165.90,174496.00,168549.10
2/11/2024 3:00:00 PM,2/11/2024 10:00:00 AM,174411.30,174759.40,168549.10
2/11/2024 4:00:00 PM,2/11/2024 11:00:00 AM,174081.50,174882.90,168549.10
2/11/2024 5:00:00 PM,2/11/2024 12:00:00 PM,174050.80,175072.80,168549.10
2/11/2024 6:00:00 PM,2/11/2024 1:00:00 PM,173842.50,175066.60,168549.10
2/11/2024 7:00:00 PM,2/11/2024 2:00:00 PM,173928.50,175134.80,168549.10
2/11/2024 8:00:00 PM,2/11/2024 3:00:00 PM,174549.10,175755.00,168549.10
2/11/2024 9:00:00 PM,2/11/2024 4:00:00 PM,174574.40,175354.50,168549.10
2/11/2024 10:00:00 PM,2/11/2024 5:00:00 PM,174202.50,174806.10,168549.10
2/11/2024 11:00:00 PM,2/11/2024 6:00:00 PM,174126.60,174748.80,168549.10
2/12/2024 12:00:00 AM,2/11/2024 7:00:00 PM,177441.10,178450.20,168549.10
2/12/2024 1:00:00 AM,2/11/2024 8:00:00 PM,177585.30,178548.70,168549.10
2/12/2024 2:00:00 AM,2/11/2024 9:00:00 PM,177991.30,178960.20,168549.10
2/12/2024 3:00:00 AM,2/11/2024 10:00:00 PM,177816.40,178824.30,168549.10
2/12/2024 4:00:00 AM,2/11/2024 11:00:00 PM,177879.10,178887.00,168549.10
2/12/2024 5:00:00 AM,2/12/2024 12:00:00 AM,171208.00,173039.80,168549.10
2/12/2024 6:00:00 AM,2/12/2024 1:00:00 AM,171291.90,173022.60,168549.10
2/12/2024 7:00:00 AM,2/12/2024 2:00:00 AM,171329.60,173059.80,168549.10
2/12/2024 8:00:00 AM,2/12/2024 3:00:00 AM,171429.80,173158.20,168549.10
2/12/2024 9:00:00 AM,2/12/2024 4:00:00 AM,171808.80,173539.00,168549.10
2/12/2024 10:00:00 AM,2/12/2024 5:00:00 AM,173201.50,174248.20,168549.10
2/12/2024 11:00:00 AM,2/12/2024 6:00:00 AM,172860.30,173457.40,168549.10
2/12/2024 12:00:00 PM,2/12/2024 7:00:00 AM,172984.10,173182.50,168549.10
2/12/2024 1:00:00 PM,2/12/2024 8:00:00 AM,172155.90,172676.80,168549.10
2/12/2024 2:00:00 PM,2/12/2024 9:00:00 AM,173558.80,173909.10,168549.10
2/12/2024 3:00:00 PM,2/12/2024 10:00:00 AM,173912.00,174732.60,168549.10
2/12/2024 4:00:00 PM,2/12/2024 11:00:00 AM,173511.60,174553.60,168549.10
2/12/2024 5:00:00 PM,2/12/2024 12:00:00 PM,173073.60,174319.40,168549.10
2/12/2024 6:00:00 PM,2/12/2024 1:00:00 PM,173736.70,174972.50,168549.10
2/12/2024 7:00:00 PM,2/12/2024 2:00:00 PM,173681.40,174903.60,168549.10
2/12/2024 8:00:00 PM,2/12/2024 3:00:00 PM,174829.00,176041.60,168549.10
2/12/2024 9:00:00 PM,2/12/2024 4:00:00 PM,175933.30,176712.10,168549.10
2/12/2024 10:00:00 PM,2/12/2024 5:00:00 PM,176355.80,176841.10,168549.10
2/12/2024 11:00:00 PM,2/12/2024 6:00:00 PM,177069.60,177304.50,168549.10
2/13/2024 12:00:00 AM,2/12/2024 7:00:00 PM,177646.50,178631.80,168549.10
2/13/2024 1:00:00 AM,2/12/2024 8:00:00 PM,178064.20,179033.20,168549.10
2/13/2024 2:00:00 AM,2/12/2024 9:00:00 PM,178080.40,179125.90,168549.10
2/13/2024 3:00:00 AM,2/12/2024 10:00:00 PM,177861.70,178938.70,168549.10
2/13/2024 4:00:00 AM,2/12/2024 11:00:00 PM,177872.40,178954.90,168549.10
2/13/2024 5:00:00 AM,2/13/2024 12:00:00 AM,174690.10,176060.80,168549.10
2/13/2024 6:00:00 AM,2/13/2024 1:00:00 AM,175179.70,176535.80,168549.10
2/13/2024 7:00:00 AM,2/13/2024 2:00:00 AM,175666.00,177003.70,168549.10
2/13/2024 8:00:00 AM,2/13/2024 3:00:00 AM,175995.70,177313.70,168549.10
2/13/2024 9:00:00 AM,2/13/2024 4:00:00 AM,175304.50,176636.30,168549.10
2/13/2024 10:00:00 AM,2/13/2024 5:00:00 AM,175534.00,176906.50,168549.10
2/13/2024 11:00:00 AM,2/13/2024 6:00:00 AM,176418.90,177204.00,168549.10
2/13/2024 12:00:00 PM,2/13/2024 7:00:00 AM,176541.90,176995.30,168549.10
2/13/2024 1:00:00 PM,2/13/2024 8:00:00 AM,177790.00,178241.70,168549.10
2/13/2024 2:00:00 PM,2/13/2024 9:00:00 AM,178182.10,178659.60,168549.10
2/13/2024 3:00:00 PM,2/13/2024 10:00:00 AM,178076.60,178300.00,168549.10
2/13/2024 4:00:00 PM,2/13/2024 11:00:00 AM,178291.40,178932.30,168549.10
2/13/2024 5:00:00 PM,2/13/2024 12:00:00 PM,179730.40,180662.60,168549.10
2/13/2024 6:00:00 PM,2/13/2024 1:00:00 PM,180127.70,181241.90,168549.10
2/13/2024 7:00:00 PM,2/13/2024 2:00:00 PM,180790.10,181902.30,168549.10
2/13/2024 8:00:00 PM,2/13/2024 3:00:00 PM,180582.20,181679.50,168549.10
2/13/2024 9:00:00 PM,2/13/2024 4:00:00 PM,178892.50,179596.80,168549.10
2/13/2024 10:00:00 PM,2/13/2024 5:00:00 PM,177372.50,177824.60,168549.10
2/13/2024 11:00:00 PM,2/13/2024 6:00:00 PM,177664.20,178156.90,168549.10
2/14/2024 12:00:00 AM,2/13/2024 7:00:00 PM,178771.80,179843.50,168549.10
2/14/2024 1:00:00 AM,2/13/2024 8:00:00 PM,178630.60,179705.30,168549.10
2/14/2024 2:00:00 AM,2/13/2024 9:00:00 PM,178293.00,179535.20,168549.10
2/14/2024 3:00:00 AM,2/13/2024 10:00:00 PM,178261.80,179224.00,168549.10
2/14/2024 4:00:00 AM,2/13/2024 11:00:00 PM,178679.90,179644.10,168549.10
2/14/2024 5:00:00 AM,2/14/2024 12:00:00 AM,175452.70,176941.10,168549.10
2/14/2024 6:00:00 AM,2/14/2024 1:00:00 AM,174611.50,176156.40,168549.10
2/14/2024 7:00:00 AM,2/14/2024 2:00:00 AM,174953.30,176497.00,168549.10
2/14/2024 8:00:00 AM,2/14/2024 3:00:00 AM,175193.00,176728.60,168549.10
2/14/2024 9:00:00 AM,2/14/2024 4:00:00 AM,175274.80,176807.30,168549.10
2/14/2024 10:00:00 AM,2/14/2024 5:00:00 AM,176416.40,177338.90,168549.10
2/14/2024 11:00:00 AM,2/14/2024 6:00:00 AM,177510.90,177983.00,168549.10
2/14/2024 12:00:00 PM,2/14/2024 7:00:00 AM,178473.40,178561.50,168549.10
2/14/2024 1:00:00 PM,2/14/2024 8:00:00 AM,179764.40,180153.00,168549.10
2/14/2024 2:00:00 PM,2/14/2024 9:00:00 AM,180064.80,180465.40,168549.10
2/14/2024 3:00:00 PM,2/14/2024 10:00:00 AM,179084.60,180050.80,168549.10
2/14/2024 4:00:00 PM,2/14/2024 11:00:00 AM,178319.10,179728.70,168549.10
2/14/2024 5:00:00 PM,2/14/2024 12:00:00 PM,178008.00,179646.50,168549.10
2/14/2024 6:00:00 PM,2/14/2024 1:00:00 PM,177732.50,179582.40,168549.10
2/14/2024 7:00:00 PM,2/14/2024 2:00:00 PM,177786.50,179625.50,168549.10
2/14/2024 8:00:00 PM,2/14/2024 3:00:00 PM,179470.50,180509.30,168549.10
2/14/2024 9:00:00 PM,2/14/2024 4:00:00 PM,178528.30,179156.40,168549.10
2/14/2024 10:00:00 PM,2/14/2024 5:00:00 PM,177669.50,177839.40,168549.10
2/14/2024 11:00:00 PM,2/14/2024 6:00:00 PM,178650.70,178934.00,168549.10
2/15/2024 12:00:00 AM,2/14/2024 7:00:00 PM,178573.30,179497.30,168549.10
2/15/2024 1:00:00 AM,2/14/2024 8:00:00 PM,179331.20,180255.20,168549.10
2/15/2024 2:00:00 AM,2/14/2024 9:00:00 PM,179333.90,180309.40,168549.10
2/15/2024 3:00:00 AM,2/14/2024 10:00:00 PM,179390.40,180365.90,168549.10
2/15/2024 4:00:00 AM,2/14/2024 11:00:00 PM,179425.90,180411.40,168549.10
2/15/2024 5:00:00 AM,2/15/2024 12:00:00 AM,179847.70,181180.90,168549.10
2/15/2024 6:00:00 AM,2/15/2024 1:00:00 AM,179607.20,180935.10,168549.10
2/15/2024 7:00:00 AM,2/15/2024 2:00:00 AM,179701.90,181019.60,168549.10
2/15/2024 8:00:00 AM,2/15/2024 3:00:00 AM,179572.20,180891.00,168549.10
2/15/2024 9:00:00 AM,2/15/2024 4:00:00 AM,180308.40,181414.90,168549.10
2/15/2024 10:00:00 AM,2/15/2024 5:00:00 AM,181692.50,182198.30,168549.10
2/15/2024 11:00:00 AM,2/15/2024 6:00:00 AM,183008.00,183027.30,168549.10
2/15/2024 12:00:00 PM,2/15/2024 7:00:00 AM,184565.10,184528.00,168549.10
2/15/2024 1:00:00 PM,2/15/2024 8:00:00 AM,185431.60,185576.00,168549.10
2/15/2024 2:00:00 PM,2/15/2024 9:00:00 AM,185630.90,186167.70,168549.10
2/15/2024 3:00:00 PM,2/15/2024 10:00:00 AM,185079.30,185839.90,168549.10
2/15/2024 4:00:00 PM,2/15/2024 11:00:00 AM,184313.90,185279.30,168549.10
2/15/2024 5:00:00 PM,2/15/2024 12:00:00 PM,183812.30,184769.10,168549.10
2/15/2024 6:00:00 PM,2/15/2024 1:00:00 PM,184216.90,185170.00,168549.10
2/15/2024 7:00:00 PM,2/15/2024 2:00:00 PM,185096.60,186044.30,168549.10
2/15/2024 8:00:00 PM,2/15/2024 3:00:00 PM,185638.20,186583.30,168549.10
2/15/2024 9:00:00 PM,2/15/2024 4:00:00 PM,183086.40,183610.50,168549.10
2/15/2024 10:00:00 PM,2/15/2024 5:00:00 PM,181328.50,181460.40,168549.10
2/15/2024 11:00:00 PM,2/15/2024 6:00:00 PM,179337.10,179719.50,168549.10
2/16/2024 12:00:00 AM,2/15/2024 7:00:00 PM,178291.80,179512.00,168549.10
2/16/2024 1:00:00 AM,2/15/2024 8:00:00 PM,178109.60,179329.80,168549.10
2/16/2024 2:00:00 AM,2/15/2024 9:00:00 PM,177680.50,178628.70,168549.10
2/16/2024 3:00:00 AM,2/15/2024 10:00:00 PM,177524.30,178507.00,168549.10
2/16/2024 4:00:00 AM,2/15/2024 11:00:00 PM,178576.60,179559.30,168549.10
2/16/2024 5:00:00 AM,2/16/2024 12:00:00 AM,177173.90,178575.00,168549.10
2/16/2024 6:00:00 AM,2/16/2024 1:00:00 AM,176801.30,178220.10,168549.10
2/16/2024 7:00:00 AM,2/16/2024 2:00:00 AM,175837.60,177266.40,168549.10
2/16/2024 8:00:00 AM,2/16/2024 3:00:00 AM,175383.40,176857.60,168549.10
2/16/2024 9:00:00 AM,2/16/2024 4:00:00 AM,175844.20,177333.10,168549.10
2/16/2024 10:00:00 AM,2/16/2024 5:00:00 AM,177023.50,177930.80,168549.10
2/16/2024 11:00:00 AM,2/16/2024 6:00:00 AM,177973.00,178372.10,168549.10
2/16/2024 12:00:00 PM,2/16/2024 7:00:00 AM,178363.10,178714.50,168549.10
2/16/2024 1:00:00 PM,2/16/2024 8:00:00 AM,178657.20,179097.70,168549.10
2/16/2024 2:00:00 PM,2/16/2024 9:00:00 AM,179124.70,179389.10,168549.10
2/16/2024 3:00:00 PM,2/16/2024 10:00:00 AM,178515.80,178813.10,168549.10
2/16/2024 4:00:00 PM,2/16/2024 11:00:00 AM,178067.50,178800.20,168549.10
2/16/2024 5:00:00 PM,2/16/2024 12:00:00 PM,177702.90,178658.90,168549.10
2/16/2024 6:00:00 PM,2/16/2024 1:00:00 PM,177077.20,178232.20,168549.10
2/16/2024 7:00:00 PM,2/16/2024 2:00:00 PM,177480.80,178612.20,168549.10
2/16/2024 8:00:00 PM,2/16/2024 3:00:00 PM,177631.10,178743.40,168549.10
2/16/2024 9:00:00 PM,2/16/2024 4:00:00 PM,177802.80,178667.80,168549.10
2/16/2024 10:00:00 PM,2/16/2024 5:00:00 PM,178136.50,178456.30,168549.10
2/16/2024 11:00:00 PM,2/16/2024 6:00:00 PM,178711.50,178766.40,168549.10
2/17/2024 12:00:00 AM,2/16/2024 7:00:00 PM,179160.70,179929.50,168549.10
2/17/2024 1:00:00 AM,2/16/2024 8:00:00 PM,179032.10,179822.90,168549.10
2/17/2024 2:00:00 AM,2/16/2024 9:00:00 PM,179479.90,180305.20,168549.10
2/17/2024 3:00:00 AM,2/16/2024 10:00:00 PM,179470.90,180296.20,168549.10
2/17/2024 4:00:00 AM,2/16/2024 11:00:00 PM,179237.30,180073.60,168549.10
2/17/2024 5:00:00 AM,2/17/2024 12:00:00 AM,177466.00,179515.80,168549.10
2/17/2024 6:00:00 AM,2/17/2024 1:00:00 AM,178777.40,180138.70,168549.10
2/17/2024 7:00:00 AM,2/17/2024 2:00:00 AM,179213.60,180573.10,168549.10
2/17/2024 8:00:00 AM,2/17/2024 3:00:00 AM,179780.90,181028.40,168549.10
2/17/2024 9:00:00 AM,2/17/2024 4:00:00 AM,179689.30,180964.10,168549.10
2/17/2024 10:00:00 AM,2/17/2024 5:00:00 AM,179455.30,180448.80,168549.10
2/17/2024 11:00:00 AM,2/17/2024 6:00:00 AM,180231.30,180766.50,168549.10
2/17/2024 12:00:00 PM,2/17/2024 7:00:00 AM,181017.70,181011.30,168549.10
2/17/2024 1:00:00 PM,2/17/2024 8:00:00 AM,183223.90,183335.00,168549.10
2/17/2024 2:00:00 PM,2/17/2024 9:00:00 AM,183898.40,184315.60,168549.10
2/17/2024 3:00:00 PM,2/17/2024 10:00:00 AM,183440.60,184050.60,168549.10
2/17/2024 4:00:00 PM,2/17/2024 11:00:00 AM,182864.30,183679.80,168549.10
2/17/2024 5:00:00 PM,2/17/2024 12:00:00 PM,183038.00,184054.10,168549.10
2/17/2024 6:00:00 PM,2/17/2024 1:00:00 PM,184146.50,185117.90,168549.10
2/17/2024 7:00:00 PM,2/17/2024 2:00:00 PM,184577.70,185512.10,168549.10
2/17/2024 8:00:00 PM,2/17/2024 3:00:00 PM,185620.70,186634.70,168549.10
2/17/2024 9:00:00 PM,2/17/2024 4:00:00 PM,185171.90,185765.40,168549.10
2/17/2024 10:00:00 PM,2/17/2024 5:00:00 PM,184148.30,184115.00,168549.10
2/17/2024 11:00:00 PM,2/17/2024 6:00:00 PM,184429.20,184386.60,168549.10
2/18/2024 12:00:00 AM,2/17/2024 7:00:00 PM,180437.20,181261.90,168549.10
2/18/2024 1:00:00 AM,2/17/2024 8:00:00 PM,179742.10,180565.80,168549.10
2/18/2024 2:00:00 AM,2/17/2024 9:00:00 PM,179450.90,180331.10,168549.10
2/18/2024 3:00:00 AM,2/17/2024 10:00:00 PM,179289.60,180180.30,168549.10
2/18/2024 4:00:00 AM,2/17/2024 11:00:00 PM,179100.40,180004.10,168549.10
2/18/2024 5:00:00 AM,2/18/2024 12:00:00 AM,182524.00,183588.20,168549.10
2/18/2024 6:00:00 AM,2/18/2024 1:00:00 AM,182126.20,183447.70,168549.10
2/18/2024 7:00:00 AM,2/18/2024 2:00:00 AM,181984.40,183509.80,168549.10
2/18/2024 8:00:00 AM,2/18/2024 3:00:00 AM,181999.50,183524.80,168549.10
2/18/2024 9:00:00 AM,2/18/2024 4:00:00 AM,182340.00,183253.30,168549.10
2/18/2024 10:00:00 AM,2/18/2024 5:00:00 AM,183176.70,183302.40,168549.10
2/18/2024 11:00:00 AM,2/18/2024 6:00:00 AM,184046.40,184127.30,168549.10
2/18/2024 12:00:00 PM,2/18/2024 7:00:00 AM,184411.90,184438.40,168549.10
2/18/2024 1:00:00 PM,2/18/2024 8:00:00 AM,186758.90,187164.00,168549.10
2/18/2024 2:00:00 PM,2/18/2024 9:00:00 AM,187588.00,188238.00,168549.10
2/18/2024 3:00:00 PM,2/18/2024 10:00:00 AM,187284.50,188158.60,168549.10
2/18/2024 4:00:00 PM,2/18/2024 11:00:00 AM,186314.30,187204.00,168549.10
2/18/2024 5:00:00 PM,2/18/2024 12:00:00 PM,186022.30,187016.80,168549.10
2/18/2024 6:00:00 PM,2/18/2024 1:00:00 PM,184910.10,185906.90,168549.10
2/18/2024 7:00:00 PM,2/18/2024 2:00:00 PM,183972.10,184956.20,168549.10
2/18/2024 8:00:00 PM,2/18/2024 3:00:00 PM,183794.40,184786.20,168549.10
2/18/2024 9:00:00 PM,2/18/2024 4:00:00 PM,182295.20,183218.40,168549.10
2/18/2024 10:00:00 PM,2/18/2024 5:00:00 PM,180805.10,181258.90,168549.10
2/18/2024 11:00:00 PM,2/18/2024 6:00:00 PM,180730.80,181004.40,168549.10
2/19/2024 12:00:00 AM,2/18/2024 7:00:00 PM,179463.00,180650.40,168549.10
2/19/2024 1:00:00 AM,2/18/2024 8:00:00 PM,179116.10,180302.50,168549.10
2/19/2024 2:00:00 AM,2/18/2024 9:00:00 PM,179260.80,180476.20,168549.10
2/19/2024 3:00:00 AM,2/18/2024 10:00:00 PM,179192.80,180129.20,168549.10
2/19/2024 4:00:00 AM,2/18/2024 11:00:00 PM,179199.40,180145.80,168549.10
2/19/2024 5:00:00 AM,2/19/2024 12:00:00 AM,176246.90,177717.80,168549.10
2/19/2024 6:00:00 AM,2/19/2024 1:00:00 AM,175256.10,176801.20,168549.10
2/19/2024 7:00:00 AM,2/19/2024 2:00:00 AM,174637.10,176224.80,168549.10
2/19/2024 8:00:00 AM,2/19/2024 3:00:00 AM,174276.00,175876.50,168549.10
2/19/2024 9:00:00 AM,2/19/2024 4:00:00 AM,174459.20,175636.40,168549.10
2/19/2024 10:00:00 AM,2/19/2024 5:00:00 AM,175323.40,175972.90,168549.10
2/19/2024 11:00:00 AM,2/19/2024 6:00:00 AM,175544.10,176135.10,168549.10
2/19/2024 12:00:00 PM,2/19/2024 7:00:00 AM,176571.90,177120.90,168549.10
2/19/2024 1:00:00 PM,2/19/2024 8:00:00 AM,178866.00,179505.90,168549.10
2/19/2024 2:00:00 PM,2/19/2024 9:00:00 AM,179437.70,179809.00,168549.10
2/19/2024 3:00:00 PM,2/19/2024 10:00:00 AM,178468.30,179282.10,168549.10
2/19/2024 4:00:00 PM,2/19/2024 11:00:00 AM,177913.80,178949.10,168549.10
2/19/2024 5:00:00 PM,2/19/2024 12:00:00 PM,177578.00,178820.40,168549.10
2/19/2024 6:00:00 PM,2/19/2024 1:00:00 PM,177697.60,178929.80,168549.10
2/19/2024 7:00:00 PM,2/19/2024 2:00:00 PM,177257.10,178489.50,168549.10
2/19/2024 8:00:00 PM,2/19/2024 3:00:00 PM,177856.30,179090.00,168549.10
2/19/2024 9:00:00 PM,2/19/2024 4:00:00 PM,176780.80,177596.50,168549.10
2/19/2024 10:00:00 PM,2/19/2024 5:00:00 PM,175214.60,175513.20,168549.10
2/19/2024 11:00:00 PM,2/19/2024 6:00:00 PM,175283.20,175485.10,168549.10
2/20/2024 12:00:00 AM,2/19/2024 7:00:00 PM,178037.00,178940.30,168549.10
2/20/2024 1:00:00 AM,2/19/2024 8:00:00 PM,178442.20,179345.80,168549.10
2/20/2024 2:00:00 AM,2/19/2024 9:00:00 PM,178568.70,179472.30,168549.10
2/20/2024 3:00:00 AM,2/19/2024 10:00:00 PM,178452.00,179385.60,168549.10
2/20/2024 4:00:00 AM,2/19/2024 11:00:00 PM,178242.50,179176.10,168549.10
2/20/2024 5:00:00 AM,2/20/2024 12:00:00 AM,174094.50,175472.60,168549.10
2/20/2024 6:00:00 AM,2/20/2024 1:00:00 AM,174659.90,176090.10,168549.10
2/20/2024 7:00:00 AM,2/20/2024 2:00:00 AM,175228.70,176634.60,168549.10
2/20/2024 8:00:00 AM,2/20/2024 3:00:00 AM,175377.30,176809.60,168549.10
2/20/2024 9:00:00 AM,2/20/2024 4:00:00 AM,175490.40,176775.20,168549.10
2/20/2024 10:00:00 AM,2/20/2024 5:00:00 AM,176417.10,177082.00,168549.10
2/20/2024 11:00:00 AM,2/20/2024 6:00:00 AM,176706.20,176925.40,168549.10
2/20/2024 12:00:00 PM,2/20/2024 7:00:00 AM,177781.70,178010.80,168549.10
2/20/2024 1:00:00 PM,2/20/2024 8:00:00 AM,180167.60,180429.40,168549.10
2/20/2024 2:00:00 PM,2/20/2024 9:00:00 AM,180067.40,180349.00,168549.10
2/20/2024 3:00:00 PM,2/20/2024 10:00:00 AM,178471.60,179169.60,168549.10
2/20/2024 4:00:00 PM,2/20/2024 11:00:00 AM,179198.40,180150.60,168549.10
2/20/2024 5:00:00 PM,2/20/2024 12:00:00 PM,178973.00,180125.70,168549.10
2/20/2024 6:00:00 PM,2/20/2024 1:00:00 PM,179723.00,180849.20,168549.10
2/20/2024 7:00:00 PM,2/20/2024 2:00:00 PM,180287.40,181393.90,168549.10
2/20/2024 8:00:00 PM,2/20/2024 3:00:00 PM,181025.10,182082.20,168549.10
2/20/2024 9:00:00 PM,2/20/2024 4:00:00 PM,179845.70,180407.40,168549.10
2/20/2024 10:00:00 PM,2/20/2024 5:00:00 PM,177467.80,177587.80,168549.10
2/20/2024 11:00:00 PM,2/20/2024 6:00:00 PM,178098.00,178246.50,168549.10
2/21/2024 12:00:00 AM,2/20/2024 7:00:00 PM,178170.80,179104.80,168549.10
2/21/2024 1:00:00 AM,2/20/2024 8:00:00 PM,178865.30,179790.30,168549.10
2/21/2024 2:00:00 AM,2/20/2024 9:00:00 PM,178951.10,179903.10,168549.10
