ERCOT 15-Minute Fuel Mix Generation (megawatt)
15-minute generation data by fuel for ERCOT
Source: EIA collected from ERCOT
UTC Timestamp (Interval Ending),Local Timestamp Central Time (Interval Beginning),Local Timestamp Central Time (Interval Ending),Local Date,Hour Number,Total Generation (MW),Biomass Generation (MW),Coal Generation (MW),Gas Generation (MW),Gas-CC Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Generation (MW),Solar Generation (MW),WSL Generation (MW),Wind Generation (MW)
2023-04-01 07:45:00,2023-04-01 02:30:00,2023-04-01 02:45:00,2023-04-01,3,37033.576536,14.251472,4994.97478,3882.656868,13436.367344,68.99578,3727.744932,30.402308,0.00384,-54.466024,10932.645236
2023-04-01 08:00:00,2023-04-01 02:45:00,2023-04-01 03:00:00,2023-04-01,3,36762.62414,14.270896,4995.966304,3849.200564,13524.882512,69.114392,3728.070352,39.264136,0.002196,-49.926124,10591.778912
2023-04-01 08:15:00,2023-04-01 03:00:00,2023-04-01 03:15:00,2023-04-01,4,36628.253328,14.279368,5026.149356,3881.378292,13277.516572,69.647752,3727.760408,98.073332,0.005876,-26.488496,10559.930868
2023-04-01 08:30:00,2023-04-01 03:15:00,2023-04-01 03:30:00,2023-04-01,4,36248.768936,14.268444,5015.772648,3820.02298,12854.29652,69.602916,3726.96012,12.33474,0.003784,-109.325512,10844.832296
2023-04-01 08:45:00,2023-04-01 03:30:00,2023-04-01 03:45:00,2023-04-01,4,35934.785664,14.27178,4983.988108,3715.412776,12687.335816,69.73088,3726.534612,11.139732,0.001152,-62.639344,10789.010152
2023-04-01 09:00:00,2023-04-01 03:45:00,2023-04-01 04:00:00,2023-04-01,4,35749.410164,14.313084,4986.202276,3689.592104,12441.729128,70.39716,3727.735392,92.345884,0.0,-113.487336,10840.582472
2023-04-01 09:15:00,2023-04-01 04:00:00,2023-04-01 04:15:00,2023-04-01,5,35869.77474,14.31092,4989.222768,3778.999364,12740.23564,70.288412,3727.328872,10.783324,0.0,-76.413408,10615.018848
2023-04-01 09:30:00,2023-04-01 04:15:00,2023-04-01 04:30:00,2023-04-01,5,35900.127928,14.286672,4962.25386,3699.280912,12991.6827,70.117016,3727.329296,4.431828,0.0,-79.640996,10510.38664
2023-04-01 09:45:00,2023-04-01 04:30:00,2023-04-01 04:45:00,2023-04-01,5,35920.771876,14.320952,4960.484108,3621.564176,12965.876276,70.283384,3726.392864,29.581944,0.0,-30.726512,10562.994684
2023-04-01 10:00:00,2023-04-01 04:45:00,2023-04-01 05:00:00,2023-04-01,5,35865.555772,14.345516,4881.570956,3464.033144,13200.361212,70.319376,3727.11942,40.379276,0.0,-52.681608,10520.10848
2023-04-01 10:15:00,2023-04-01 05:00:00,2023-04-01 05:15:00,2023-04-01,6,36004.301756,14.325928,4931.40128,3562.500456,13345.397856,70.320896,3727.451604,35.6883,0.0,-20.749072,10337.964508
2023-04-01 10:30:00,2023-04-01 05:15:00,2023-04-01 05:30:00,2023-04-01,6,36119.805428,14.309708,5007.881064,3699.5017,13558.0075,70.042728,3726.58488,13.734796,0.00288,-75.203812,10104.943984
2023-04-01 10:45:00,2023-04-01 05:30:00,2023-04-01 05:45:00,2023-04-01,6,36323.4743,14.341572,4952.568932,3682.377184,13967.591504,70.42296,3727.948128,100.194216,0.007896,-46.875932,9854.89784
2023-04-01 11:00:00,2023-04-01 05:45:00,2023-04-01 06:00:00,2023-04-01,6,36461.227352,14.332908,5048.650544,3729.288044,14588.81998,70.316012,3727.590568,33.683012,0.00314,-162.140556,9410.6837
2023-04-01 11:15:00,2023-04-01 06:00:00,2023-04-01 06:15:00,2023-04-01,7,36813.523576,14.297584,5054.950892,4034.563512,14818.57078,70.200524,3727.626156,160.05372,0.033796,-26.74296,8959.969572
2023-04-01 11:30:00,2023-04-01 06:15:00,2023-04-01 06:30:00,2023-04-01,7,37137.505932,14.298872,5164.935068,4404.950532,15285.318048,70.132716,3727.462496,60.003084,0.013084,-29.998204,8440.390236
2023-04-01 11:45:00,2023-04-01 06:30:00,2023-04-01 06:45:00,2023-04-01,7,37364.401504,14.30704,5311.035096,4708.183728,15370.070572,70.375892,3727.79166,141.870504,0.041964,-35.580476,8056.305524
2023-04-01 12:00:00,2023-04-01 06:45:00,2023-04-01 07:00:00,2023-04-01,7,37594.030768,14.295476,5478.007232,4850.866284,15660.670412,70.728696,3727.966744,155.8227,0.012112,-31.438576,7667.099688
2023-04-01 12:15:00,2023-04-01 07:00:00,2023-04-01 07:15:00,2023-04-01,8,37918.053464,14.285592,5565.21546,5075.282064,15950.024488,70.447308,3726.404144,175.449056,0.066436,-45.2307,7386.109616
2023-04-01 12:30:00,2023-04-01 07:15:00,2023-04-01 07:30:00,2023-04-01,8,38339.144352,14.288108,5535.10498,5301.138992,15869.130688,70.589756,3726.740388,190.156304,14.303656,-45.442256,7663.133736
2023-04-01 12:45:00,2023-04-01 07:30:00,2023-04-01 07:45:00,2023-04-01,8,38509.31876,14.326616,5487.248408,5276.729956,15571.667456,70.836136,3727.238292,119.272012,184.55632,-58.660908,8116.104472
2023-04-01 13:00:00,2023-04-01 07:45:00,2023-04-01 08:00:00,2023-04-01,8,38429.238484,14.341632,5364.76978,5196.777768,15289.587024,70.688056,3727.456008,107.19614,727.01832,-72.6402,8004.043956
2023-04-01 13:15:00,2023-04-01 08:00:00,2023-04-01 08:15:00,2023-04-01,9,39069.24152,14.297276,5315.290764,5022.623876,15440.646312,70.573788,3727.045032,94.439896,1742.545512,-102.828344,7744.607408
2023-04-01 13:30:00,2023-04-01 08:15:00,2023-04-01 08:30:00,2023-04-01,9,39721.566184,14.252432,5195.60824,4540.124032,15637.421312,70.696744,3727.681192,51.555916,3131.401328,-101.397652,7454.22264
2023-04-01 13:45:00,2023-04-01 08:30:00,2023-04-01 08:45:00,2023-04-01,9,40083.961376,14.377624,5018.141804,3951.413404,15672.90816,70.16728,3726.057784,4.10754,5058.919704,-238.116816,6805.984892
2023-04-01 14:00:00,2023-04-01 08:45:00,2023-04-01 09:00:00,2023-04-01,9,40335.182928,14.241432,4820.74956,3836.789896,14743.83502,70.503584,3726.757728,7.168864,6907.084408,-181.788828,6389.841264
2023-04-01 14:15:00,2023-04-01 09:00:00,2023-04-01 09:15:00,2023-04-01,10,40865.10752,14.168416,4605.193324,3552.65962,14053.076072,70.3667,3726.311348,51.129016,8607.696708,-248.778932,6433.285248
2023-04-01 14:30:00,2023-04-01 09:15:00,2023-04-01 09:30:00,2023-04-01,10,41113.474356,14.149412,4414.660604,3392.969584,13507.214596,70.68038,3727.776236,40.446392,9583.056696,-225.90816,6588.428616
2023-04-01 14:45:00,2023-04-01 09:30:00,2023-04-01 09:45:00,2023-04-01,10,41537.186948,14.046508,4310.955436,3460.500276,13297.417552,70.731724,3728.14274,98.87054,9991.122536,-228.973652,6794.373288
2023-04-01 15:00:00,2023-04-01 09:45:00,2023-04-01 10:00:00,2023-04-01,10,42012.383604,14.095592,4363.170672,3531.234668,13549.628696,70.69136,3727.496276,151.400908,10097.836796,-164.404648,6671.233284
2023-04-01 15:15:00,2023-04-01 10:00:00,2023-04-01 10:15:00,2023-04-01,11,42410.504844,13.954748,4387.930256,3469.76702,13920.073264,70.738396,3727.606504,62.576496,10426.062524,-214.029964,6545.8256
2023-04-01 15:30:00,2023-04-01 10:15:00,2023-04-01 10:30:00,2023-04-01,11,42795.549972,14.000004,4471.389192,3402.094396,14192.68758,70.829864,3727.350152,127.295996,10783.019704,-186.379088,6193.262172
2023-04-01 15:45:00,2023-04-01 10:30:00,2023-04-01 10:45:00,2023-04-01,11,43282.64642,13.900112,4653.173516,3531.683988,14639.232912,70.529652,3726.90742,36.53552,11041.477696,-204.16304,5773.368644
2023-04-01 16:00:00,2023-04-01 10:45:00,2023-04-01 11:00:00,2023-04-01,11,43491.952344,13.921628,4821.551432,3717.82648,14658.499116,70.590144,3727.510924,48.663844,11075.33552,-158.938712,5516.991968
2023-04-01 16:15:00,2023-04-01 11:00:00,2023-04-01 11:15:00,2023-04-01,12,44006.767544,13.890392,4927.562148,3661.310408,15102.433772,70.496576,3726.89866,21.992528,11383.321384,-147.587624,5246.4493
2023-04-01 16:30:00,2023-04-01 11:15:00,2023-04-01 11:30:00,2023-04-01,12,44217.605844,13.906032,4889.523024,3518.022536,15459.119408,70.92346,3728.120808,99.779688,11604.082708,-64.024068,4898.152248
2023-04-01 16:45:00,2023-04-01 11:30:00,2023-04-01 11:45:00,2023-04-01,12,44450.544028,13.85078,5003.780688,3540.484432,15811.689428,70.473216,3726.981896,74.541104,11616.465688,-80.07666,4672.353456
2023-04-01 17:00:00,2023-04-01 11:45:00,2023-04-01 12:00:00,2023-04-01,12,44534.064416,13.860032,5096.542744,3546.962664,15967.6446,70.418756,3727.054428,44.671416,11732.910672,-110.871996,4444.8711
2023-04-01 17:15:00,2023-04-01 12:00:00,2023-04-01 12:15:00,2023-04-01,13,44868.601064,13.8691,5118.503824,3572.609412,16182.409404,69.959124,3728.002912,83.236972,11848.13958,-69.330304,4321.20104
2023-04-01 17:30:00,2023-04-01 12:15:00,2023-04-01 12:30:00,2023-04-01,13,45081.333568,13.80648,5228.848592,3868.040128,16270.747404,69.669704,3727.22078,13.645868,11873.600916,-143.197308,4158.951004
2023-04-01 17:45:00,2023-04-01 12:30:00,2023-04-01 12:45:00,2023-04-01,13,45169.86304,13.86116,5268.040048,4051.082304,16290.528784,69.851264,3727.623008,34.02948,11781.893312,-66.811828,3999.765508
2023-04-01 18:00:00,2023-04-01 12:45:00,2023-04-01 13:00:00,2023-04-01,13,45357.557452,13.863644,5411.273188,4302.36274,16339.090056,103.935332,3727.044548,16.03576,11536.545908,-53.533536,3960.939812
2023-04-01 18:15:00,2023-04-01 13:00:00,2023-04-01 13:15:00,2023-04-01,14,45454.728856,13.862768,5381.4412,4459.385144,16275.278672,164.683484,3726.810672,6.973692,11603.287452,-160.37674,3983.382512
2023-04-01 18:30:00,2023-04-01 13:15:00,2023-04-01 13:30:00,2023-04-01,14,45558.406044,13.830988,5414.185604,4556.580756,16184.882076,165.049272,3726.532784,37.18892,11534.40864,-32.606368,3958.353372
2023-04-01 18:45:00,2023-04-01 13:30:00,2023-04-01 13:45:00,2023-04-01,14,45977.160732,13.799548,5617.946384,4718.2756,16218.093928,164.774204,3726.497392,7.895524,11713.472356,-92.25992,3888.665716
2023-04-01 19:00:00,2023-04-01 13:45:00,2023-04-01 14:00:00,2023-04-01,14,46146.433164,13.853608,5498.923048,4859.784616,16191.88348,165.28192,3727.203196,87.867584,11658.779276,-55.988916,3998.845352
2023-04-01 19:15:00,2023-04-01 14:00:00,2023-04-01 14:15:00,2023-04-01,15,45996.44764,13.86076,5486.540216,4981.845884,16201.348596,164.68292,3726.669424,21.375512,11406.636236,-48.746352,4042.234444
2023-04-01 19:30:00,2023-04-01 14:15:00,2023-04-01 14:30:00,2023-04-01,15,46273.778464,13.839184,5532.73512,5189.892196,16141.188668,165.137156,3726.859068,30.537428,11365.271508,-79.19514,4187.513276
2023-04-01 19:45:00,2023-04-01 14:30:00,2023-04-01 14:45:00,2023-04-01,15,46578.61976,13.818304,5686.738,5238.737008,16227.639392,164.583452,3725.705932,51.467512,11139.87048,-70.672752,4400.732432
2023-04-01 20:00:00,2023-04-01 14:45:00,2023-04-01 15:00:00,2023-04-01,15,46782.445056,13.904988,5655.86982,5203.597576,16070.464388,165.591404,3726.621688,107.892048,11246.984176,-86.691208,4678.210176
2023-04-01 20:15:00,2023-04-01 15:00:00,2023-04-01 15:15:00,2023-04-01,16,46974.546048,13.833192,5688.913424,5200.456732,16014.292088,164.708624,3724.953076,20.759324,11347.256812,-190.788868,4990.161644
2023-04-01 20:30:00,2023-04-01 15:15:00,2023-04-01 15:30:00,2023-04-01,16,47240.616016,13.896676,5603.536768,4901.525648,15856.369072,165.494072,3725.780712,158.10786,11242.13966,-61.994112,5635.75966
2023-04-01 20:45:00,2023-04-01 15:30:00,2023-04-01 15:45:00,2023-04-01,16,47723.575944,13.864124,5654.718028,4951.672556,16206.81498,164.179772,3723.530584,85.855652,10878.970916,-72.974132,6116.943464
2023-04-01 21:00:00,2023-04-01 15:45:00,2023-04-01 16:00:00,2023-04-01,16,47842.766852,13.867172,5632.500896,4878.073244,16015.618708,164.958184,3724.53178,70.589764,10698.50868,-54.59634,6698.714764
2023-04-01 21:15:00,2023-04-01 16:00:00,2023-04-01 16:15:00,2023-04-01,17,47917.079644,13.86386,5609.92632,4845.755096,15977.26686,164.61174,3723.399052,20.81218,10552.999128,-60.07634,7068.521748
2023-04-01 21:30:00,2023-04-01 16:15:00,2023-04-01 16:30:00,2023-04-01,17,47962.372992,13.982108,5595.971296,4718.458692,15796.819212,164.560284,3722.432244,12.946076,10515.45644,-82.28724,7504.03388
2023-04-01 21:45:00,2023-04-01 16:30:00,2023-04-01 16:45:00,2023-04-01,17,48211.58436,14.779592,5535.871144,4634.18356,15854.145092,165.080788,3723.584704,166.534588,10271.21848,-21.726268,7867.91268
2023-04-01 22:00:00,2023-04-01 16:45:00,2023-04-01 17:00:00,2023-04-01,17,48315.684368,15.072868,5592.588168,4965.0895,16028.81638,164.5647,3723.11824,14.881824,9672.135628,-105.437056,8244.854116
2023-04-01 22:15:00,2023-04-01 17:00:00,2023-04-01 17:15:00,2023-04-01,18,48236.263296,15.07264,5691.299652,4926.107016,15725.58302,164.910788,3722.557804,9.872568,9600.544124,-70.630608,8450.946292
2023-04-01 22:30:00,2023-04-01 17:15:00,2023-04-01 17:30:00,2023-04-01,18,48180.512196,15.154168,5693.726396,5024.486028,15581.791336,165.089656,3723.366908,29.477784,9323.671708,-69.02274,8692.770952
2023-04-01 22:45:00,2023-04-01 17:30:00,2023-04-01 17:45:00,2023-04-01,18,47985.775,15.123056,5645.30996,5010.326536,15533.459724,163.89062,3721.832456,7.542108,9077.218916,-117.908648,8928.980272
2023-04-01 23:00:00,2023-04-01 17:45:00,2023-04-01 18:00:00,2023-04-01,18,47878.158432,15.208384,5651.071112,4900.146856,15388.28496,163.211928,3723.91548,111.089864,8627.110332,-36.277784,9334.3973
2023-04-01 23:15:00,2023-04-01 18:00:00,2023-04-01 18:15:00,2023-04-01,19,47674.943592,15.178284,5652.664812,4947.97748,15639.197688,188.1829,3723.27784,39.992248,7998.460548,-73.905732,9543.917524
2023-04-01 23:30:00,2023-04-01 18:15:00,2023-04-01 18:30:00,2023-04-01,19,47502.420736,15.197972,5675.024332,4850.562292,15877.449792,188.667792,3723.22606,66.655948,7257.510528,-26.434468,9874.560488
2023-04-01 23:45:00,2023-04-01 18:30:00,2023-04-01 18:45:00,2023-04-01,19,47176.361192,15.226588,5699.73926,5028.56656,16089.68394,188.448408,3724.528824,91.209996,6109.194212,-17.510552,10247.273956
2023-04-02 00:00:00,2023-04-01 18:45:00,2023-04-01 19:00:00,2023-04-01,19,46727.673796,15.238124,5992.619884,5147.921024,16350.531744,187.768896,3723.844124,46.439336,4666.60356,-80.877344,10677.584448
2023-04-02 00:15:00,2023-04-01 19:00:00,2023-04-01 19:15:00,2023-04-01,20,46020.841588,15.22072,6212.80332,4895.808652,16417.84324,261.472612,3724.416804,99.924756,3321.349812,-49.79926,11121.800932
2023-04-02 00:30:00,2023-04-01 19:15:00,2023-04-01 19:30:00,2023-04-01,20,45549.722568,15.263388,6381.149684,5319.158224,16566.43874,262.518016,3724.117952,182.104028,1875.127516,-53.691404,11277.536424
2023-04-02 00:45:00,2023-04-01 19:30:00,2023-04-01 19:45:00,2023-04-01,20,45348.11046,15.246008,6580.36808,5871.479828,16633.081452,262.913508,3724.138092,65.142552,857.38394,-50.723996,11389.080996
2023-04-02 01:00:00,2023-04-01 19:45:00,2023-04-01 20:00:00,2023-04-01,20,45433.688652,15.202496,6738.54466,6063.527696,16866.272764,255.209496,3723.064976,20.456336,260.749096,-111.921028,11602.58216
2023-04-02 01:15:00,2023-04-01 20:00:00,2023-04-01 20:15:00,2023-04-01,21,45439.44418,15.252448,6802.674608,6133.994584,16637.045172,184.052444,3722.100712,9.601656,21.464968,-140.937556,12054.195144
2023-04-02 01:30:00,2023-04-01 20:15:00,2023-04-01 20:30:00,2023-04-01,21,45384.399368,15.23002,6708.977028,5632.712736,16403.6274,184.40322,3722.17618,34.984188,0.001788,-43.505568,12725.792376
2023-04-02 01:45:00,2023-04-01 20:30:00,2023-04-01 20:45:00,2023-04-01,21,45320.772976,15.23672,6634.675396,5304.326204,16212.31486,184.292944,3722.301588,8.992324,0.005268,-50.741796,13289.369468
2023-04-02 02:00:00,2023-04-01 20:45:00,2023-04-01 21:00:00,2023-04-01,21,45025.66362,15.23954,6165.140712,5002.815612,15896.384616,175.524604,3722.129544,8.412444,0.002528,-39.457296,14079.471316
2023-04-02 02:15:00,2023-04-01 21:00:00,2023-04-01 21:15:00,2023-04-01,22,44819.100248,15.274332,5799.807516,4585.178836,15693.032952,76.84282,3723.275896,25.66758,0.000188,-43.659968,14943.680096
2023-04-02 02:30:00,2023-04-01 21:15:00,2023-04-01 21:30:00,2023-04-01,22,44354.153844,15.27242,5556.279944,3885.408844,15296.248852,70.559372,3722.71736,11.961216,0.0,-94.036568,15889.742404
2023-04-02 02:45:00,2023-04-01 21:30:00,2023-04-01 21:45:00,2023-04-01,22,44050.06802,15.277828,5322.708196,3028.350564,14864.02654,72.802184,3722.250316,18.468852,0.0,-93.887232,17100.070772
2023-04-02 03:00:00,2023-04-01 21:45:00,2023-04-01 22:00:00,2023-04-01,22,43659.548452,15.317408,5056.178288,2571.61484,14135.674556,74.90968,3723.401452,28.503924,0.0,-49.372924,18103.321228
2023-04-02 03:15:00,2023-04-01 22:00:00,2023-04-01 22:15:00,2023-04-01,23,43171.813072,15.259892,4854.634428,2236.79242,13243.161004,74.968308,3723.12454,167.450728,0.0,-21.682904,18878.104656
2023-04-02 03:30:00,2023-04-01 22:15:00,2023-04-01 22:30:00,2023-04-01,23,42926.119252,15.326616,4695.417104,1990.64856,12761.328152,75.294964,3723.803152,155.875352,0.0,-35.291404,19543.716756
2023-04-02 03:45:00,2023-04-01 22:30:00,2023-04-01 22:45:00,2023-04-01,23,42700.942932,15.26406,4543.198576,1988.702916,12250.18542,74.153396,3723.716544,66.80822,0.0,-75.501564,20114.415364
2023-04-02 04:00:00,2023-04-01 22:45:00,2023-04-01 23:00:00,2023-04-01,23,42220.536428,15.302452,4427.243772,1990.080068,11374.358392,72.069592,3724.615124,86.33144,0.0,-80.448832,20610.98442
2023-04-02 04:15:00,2023-04-01 23:00:00,2023-04-01 23:15:00,2023-04-01,24,41690.514284,15.369324,4217.142072,1903.358588,10596.721092,72.454372,3725.610716,159.450552,0.0015,-46.051424,21046.457492
2023-04-02 04:30:00,2023-04-01 23:15:00,2023-04-01 23:30:00,2023-04-01,24,40821.5189,15.290736,3996.338232,1828.198084,10154.021412,71.697092,3723.88562,35.415112,0.0,-169.476768,21166.14938
2023-04-02 04:45:00,2023-04-01 23:30:00,2023-04-01 23:45:00,2023-04-01,24,40018.910584,15.169224,3837.271568,1689.71284,9186.303384,72.06978,3725.061496,34.331532,0.0,-128.332756,21587.323516
2023-04-02 05:00:00,2023-04-01 23:45:00,2023-04-02 00:00:00,2023-04-01,24,39437.894872,14.066616,3797.925672,1597.882984,8736.769548,72.065556,3725.586204,20.269084,0.0,-120.825008,21594.154216
2023-04-02 05:15:00,2023-04-02 00:00:00,2023-04-02 00:15:00,2023-04-02,1,39456.0285,14.0885,3754.683832,1744.715544,8243.899916,72.37712,3724.731652,196.260212,0.0,-16.74744,21722.019164
2023-04-02 05:30:00,2023-04-02 00:15:00,2023-04-02 00:30:00,2023-04-02,1,39231.427784,14.08954,3728.776956,1908.780836,7895.176512,72.292548,3724.646032,22.250384,0.0,-67.652132,21933.067108
2023-04-02 05:45:00,2023-04-02 00:30:00,2023-04-02 00:45:00,2023-04-02,1,38768.039444,14.134056,3679.584608,1860.643304,7605.55666,71.644136,3725.221192,34.677664,0.0,-19.154048,21795.731872
2023-04-02 06:00:00,2023-04-02 00:45:00,2023-04-02 01:00:00,2023-04-02,1,38329.520452,14.210968,3651.788744,1835.32454,7475.065948,71.743532,3724.759148,3.100856,0.0,-58.073372,21611.600088
2023-04-02 06:15:00,2023-04-02 01:00:00,2023-04-02 01:15:00,2023-04-02,2,38073.453888,14.218244,3621.483632,1770.48816,7572.60286,71.996924,3724.544556,2.443492,0.0,-137.854368,21433.530388
2023-04-02 06:30:00,2023-04-02 01:15:00,2023-04-02 01:30:00,2023-04-02,2,37583.504968,14.206744,3572.365536,1550.987272,7516.653568,71.802516,3724.582476,3.621548,0.0,-92.87842,21222.163728
2023-04-02 06:45:00,2023-04-02 01:30:00,2023-04-02 01:45:00,2023-04-02,2,37151.284732,14.254416,3478.495672,1400.46994,7250.182984,72.280476,3725.06364,108.122976,0.0,-18.655212,21121.06984
2023-04-02 07:00:00,2023-04-02 01:45:00,2023-04-02 02:00:00,2023-04-02,2,36770.1128,14.20954,3455.3173,1383.897556,7408.045508,71.986936,3724.193308,39.777876,0.0,-49.902096,20722.586872
2023-04-02 07:15:00,2023-04-02 02:00:00,2023-04-02 02:15:00,2023-04-02,3,36465.29912,14.22252,3419.381392,1388.86026,7363.612428,72.020324,3723.979596,10.14122,0.0,-85.198088,20558.279468
2023-04-02 07:30:00,2023-04-02 02:15:00,2023-04-02 02:30:00,2023-04-02,3,36133.8287,14.24056,3337.173084,1357.335744,7221.524456,71.865496,3723.475956,5.205916,0.0,-52.632048,20455.639536
2023-04-02 07:45:00,2023-04-02 02:30:00,2023-04-02 02:45:00,2023-04-02,3,36080.968864,14.260456,3243.808896,1338.815192,7159.669148,72.265748,3724.515156,96.79118,0.0,-16.913888,20447.756976
2023-04-02 08:00:00,2023-04-02 02:45:00,2023-04-02 03:00:00,2023-04-02,3,35834.983476,14.280868,3133.68254,1326.965404,7144.605324,72.321272,3724.726928,84.562188,0.0,-29.506172,20363.345124
2023-04-02 08:15:00,2023-04-02 03:00:00,2023-04-02 03:15:00,2023-04-02,4,35671.224324,14.295008,3049.716368,1353.141144,7099.949272,72.777932,3724.308596,61.230592,0.0,-52.563632,20348.369044
2023-04-02 08:30:00,2023-04-02 03:15:00,2023-04-02 03:30:00,2023-04-02,4,35620.7948,14.293028,3008.752648,1354.506292,7109.1729,73.000332,3724.549056,46.70328,0.0,-41.833492,20331.650756
2023-04-02 08:45:00,2023-04-02 03:30:00,2023-04-02 03:45:00,2023-04-02,4,35467.621812,14.30418,2982.694668,1398.52422,7183.56948,72.903848,3725.192288,21.362528,0.0,-115.989968,20185.060568
2023-04-02 09:00:00,2023-04-02 03:45:00,2023-04-02 04:00:00,2023-04-02,4,35343.24798,14.304212,2980.976736,1368.371936,7188.360248,72.948604,3724.454396,32.884736,0.0,-79.236892,20040.184004
2023-04-02 09:15:00,2023-04-02 04:00:00,2023-04-02 04:15:00,2023-04-02,5,35434.475724,14.28674,2969.052744,1357.019656,7236.373112,72.814656,3724.471896,46.447172,0.0,-54.815528,20068.825276
2023-04-02 09:30:00,2023-04-02 04:15:00,2023-04-02 04:30:00,2023-04-02,5,35423.063192,14.297572,2958.978444,1360.31766,7274.429236,72.961672,3724.929124,59.957548,0.0,-46.471292,20003.663228
2023-04-02 09:45:00,2023-04-02 04:30:00,2023-04-02 04:45:00,2023-04-02,5,35309.138076,14.298428,2931.459948,1350.305828,7273.863444,72.973168,3724.407776,61.481444,0.0,-53.97448,19934.32252
2023-04-02 10:00:00,2023-04-02 04:45:00,2023-04-02 05:00:00,2023-04-02,5,35376.66322,14.307608,2954.799772,1371.58556,7355.817096,72.955092,3724.728568,43.037416,0.0,-49.272148,19888.704256
2023-04-02 10:15:00,2023-04-02 05:00:00,2023-04-02 05:15:00,2023-04-02,6,35369.892868,14.284444,2963.371788,1376.609276,7411.478544,70.910696,3724.81998,43.67412,0.0,-50.06546,19814.80948
2023-04-02 10:30:00,2023-04-02 05:15:00,2023-04-02 05:30:00,2023-04-02,6,35518.197148,14.287616,3134.762888,1420.24318,7504.328808,70.714736,3724.911896,73.907476,0.0,-24.79446,19599.835008
2023-04-02 10:45:00,2023-04-02 05:30:00,2023-04-02 05:45:00,2023-04-02,6,35518.324128,14.249776,3302.725928,1409.494824,7491.278276,70.568508,3724.588136,27.241692,0.0,-68.14692,19546.323908
2023-04-02 11:00:00,2023-04-02 05:45:00,2023-04-02 06:00:00,2023-04-02,6,35545.496292,14.270668,3389.527844,1422.158136,7476.518952,70.700892,3724.808612,61.784112,0.0,-25.766096,19411.493172
2023-04-02 11:15:00,2023-04-02 06:00:00,2023-04-02 06:15:00,2023-04-02,7,35809.1657,14.277724,3463.922584,1459.69908,7600.910148,70.604332,3725.051028,55.101608,0.020024,-61.585272,19481.164444
2023-04-02 11:30:00,2023-04-02 06:15:00,2023-04-02 06:30:00,2023-04-02,7,36171.890668,14.261792,3495.701944,1484.609008,7666.905328,70.6099,3724.909824,27.9642,0.0,-56.455888,19743.38456
