,Ours,Competitor1,Competitor2,PJM,Demand
2024-02-14 19:00:00,116360442.00372317,109441608.48849328,101134833.62046832,191746682,103820432.0
2024-02-14 20:00:00,116476144.07953197,109550975.48849328,101227820.15760526,191926937,103921502.0
2024-02-14 21:00:00,116589540.77514136,109656007.48849328,101320480.56958693,192107246,104020728.0
2024-02-14 22:00:00,116696758.35446535,109757387.67698643,101412814.88693753,192287612,104116445.0
2024-02-14 23:00:00,116798835.47122082,109857510.1832878,101504823.14167808,192468023,104209083.0
2024-02-15 00:00:00,116899195.96938318,109956342.39150698,101602856.29960659,192649204,104299673.0
2024-02-15 01:00:00,116999193.6281411,110050019.39150698,101700562.96808304,192830139,104389561.0
2024-02-15 02:00:00,117098752.957648,110143696.39150698,101797943.16063944,193011159,104479390.0
2024-02-15 03:00:00,117199113.45581035,110237581.16383575,101894996.89140092,193192050,104570073.0
2024-02-15 04:00:00,117301190.57256582,110334296.72575356,101991724.17511599,193373465,104663003.0
2024-02-15 05:00:00,117409533.74071835,110437745.99616452,102088125.02718839,193555663,104761381.0
2024-02-15 06:00:00,117525240.85646,110548149.99616452,102184199.46371084,193738690,104867291.0
2024-02-15 07:00:00,117644554.85505064,110662218.99616452,102279947.50150062,193923218,104977122.0
2024-02-15 08:00:00,117761474.6786567,110774391.99616452,102375369.15813714,194108794,105084150.0
2024-02-15 09:00:00,117877181.79439835,110882700.9383563,102470464.45200172,194294962,105186621.0
2024-02-15 10:00:00,117990578.49000774,110987933.90054807,102565233.40231952,194480802,105285995.0
2024-02-15 11:00:00,118098921.65816027,111089966.64958917,102659676.02920395,194666081,105382801.0
2024-02-15 12:00:00,118203383.76569897,111188982.67972615,102753792.35370359,194850850,105477505.0
2024-02-15 13:00:00,118307452.82835631,111287420.60273986,102847582.39785174,195036020,105570821.0
2024-02-15 14:00:00,118408091.78403619,111384047.38383575,102941046.18471888,195222064,105662830.0
2024-02-15 15:00:00,118508452.28219855,111481979.8523289,103034183.73846819,195408647,105754296.0
2024-02-15 16:00:00,118612680.77893946,111578888.8523289,103126995.08441414,195592257,105847391.0
2024-02-15 17:00:00,118721023.94709198,111679484.8523289,103219480.24908465,195773717,105944078.0
2024-02-15 18:00:00,118834420.64270137,111783684.1742467,103311639.2602867,195953437,106044219.0
2024-02-15 19:00:00,118947817.33831076,111887338.13863026,103403472.14717588,196132949,106144585.0
2024-02-15 20:00:00,119058789.43252718,111991662.13863026,103494978.94032994,196312279,106243368.0
2024-02-15 21:00:00,119163934.92143483,112093241.13863026,103586159.6718267,196490908,106339189.0
2024-02-15 22:00:00,119264295.4195972,112188271.40000013,103677014.37532653,196669415,106431153.0
2024-02-15 23:00:00,119358982.35721165,112278528.40000013,103767543.0861596,196848974,106519574.0
2024-02-16 00:00:00,119453229.31759642,112368424.89041108,103864095.74452056,197027549,106605281.0
2024-02-16 01:00:00,119547476.27798119,112458191.89041108,103960321.94138876,197205769,106689621.0
2024-02-16 02:00:00,119641723.23836596,112545805.7821919,104056221.69153373,197383035,106773401.0
2024-02-16 03:00:00,119735970.19875073,112635515.41643848,104151795.01038152,197559893,106857725.0
2024-02-16 04:00:00,119830358.87977605,112726663.90328778,104247041.9140485,197737226,106944101.0
2024-02-16 05:00:00,119930719.3779384,112821298.86547956,104341962.41937695,197915157,107035133.0
2024-02-16 06:00:00,120040812.71466316,112925470.42027408,104436556.54397286,198093529,107133302.0
2024-02-16 07:00:00,120156519.83040482,113036379.92794532,104530824.30624568,198272243,107235476.0
2024-02-16 08:00:00,120272226.94614647,113147277.71835628,104624765.72545041,198451341,107337262.0
2024-02-16 09:00:00,120387794.97066998,113256999.68794532,104718380.82173207,198630730,107437128.0
2024-02-16 10:00:00,120499668.43482757,113361202.62164395,104811669.61617276,198809543,107535060.0
2024-02-16 11:00:00,120608011.60298009,113470082.55205491,104904632.13084131,198988343,107631005.0
2024-02-16 12:00:00,120715081.87085894,113578608.45095903,104997268.38884592,199167002,107725056.0
2024-02-16 13:00:00,120819543.97839764,113687011.45095903,105089578.41438968,199345234,107818145.0
2024-02-16 14:00:00,120924006.08593634,113788291.21068506,105181562.23282947,199523846,107910464.0
2024-02-16 15:00:00,121028468.19347504,113888188.66712342,105273219.87073807,199702589,108003271.0
2024-02-16 16:00:00,121135401.18381807,113996687.28000014,105364551.35597016,199881257,108098421.0
2024-02-16 17:00:00,121246729.00876327,114100540.98958917,105455556.71773183,200059713,108197038.0
2024-02-16 18:00:00,121362297.03328678,114210385.98958917,105546235.98665446,200238479,108298246.0
2024-02-16 19:00:00,121477865.05781029,114318640.23561656,105636589.1948727,200418409,108399134.0
2024-02-16 20:00:00,121591261.75341968,114423672.23561656,105726616.37610725,200598232,108498825.0
2024-02-16 21:00:00,121702233.8476361,114527916.23561656,105816317.56575224,200778537,108596523.0
2024-02-16 22:00:00,121806695.9551748,114636698.8452056,105905692.80096808,200958833,108691102.0
2024-02-16 23:00:00,121907334.91085468,114733418.8452056,105994742.1207796,201138907,108782165.0
2024-02-17 00:00:00,122006276.39473699,114828056.8452056,106089814.33732167,201318423,108870720.0
2024-02-17 01:00:00,122100963.33235145,114920718.591233,106184560.12291175,201498562,108958137.0
2024-02-17 02:00:00,122195650.2699659,115010886.1052056,106278979.49368984,201679135,109045056.0
2024-02-17 03:00:00,122290337.20758036,115102376.06684943,106373072.46652329,201860163,109132259.0
2024-02-17 04:00:00,122385024.14519481,115195621.06684943,106466839.05904466,202041127,109220142.0
2024-02-17 05:00:00,122485384.64335717,115290129.76219189,106560279.28969154,202221576,109309899.0
2024-02-17 06:00:00,122589846.75089587,115389796.98465765,106653393.17774877,202402342,109402699.0
2024-02-17 07:00:00,122698189.9190484,115490645.82191792,106746180.74339303,202583353,109498501.0
2024-02-17 08:00:00,122809162.01326482,115599698.53369874,106838642.00773996,202766688,109596688.0
2024-02-17 09:00:00,122920489.83821002,115703980.53369874,106930776.99289396,202951004,109696021.0
2024-02-17 10:00:00,123030583.17493477,115806528.53369874,107022585.72200091,203135055,109794981.0
2024-02-17 11:00:00,123138926.3430873,115908683.53369874,107114068.2193039,203318735,109893363.0
2024-02-17 12:00:00,123243388.450626,116017459.14547956,107205224.51020221,203502789,109991083.0
2024-02-17 13:00:00,123347850.5581647,116118776.14547956,107296054.6213136,203687907,110087350.0
2024-02-17 14:00:00,123450922.52360055,116218499.0520549,107386558.5805404,203873419,110181984.0
2024-02-17 15:00:00,123554991.58625789,116318221.95863023,107476736.4171393,204060054,110276312.0
2024-02-17 16:00:00,123659453.69379659,116427007.95863023,107566588.16179532,204245819,110372457.0
2024-02-17 17:00:00,123771664.10845381,116531151.17013708,107656113.84670001,204429934,110472634.0
2024-02-17 18:00:00,123887371.22419547,116644625.0528768,107745313.50563441,204614321,110577399.0
2024-02-17 19:00:00,124003078.33993712,116758098.93561652,107834187.17405675,204795583,110682902.0
2024-02-17 20:00:00,124118785.45567878,116871572.81835625,107922734.88919537,204976149,110787867.0
2024-02-17 21:00:00,124234353.48020229,116978319.81835625,108010956.69014719,205156480,110891465.0
2024-02-17 22:00:00,124347581.61403805,117088381.81835625,108098852.617982,205336660,110992734.0
2024-02-17 23:00:00,124455924.78219058,117189720.81835625,108186422.71585296,205516664,111091640.0
2024-02-18 00:00:00,124562857.77253361,117298381.81835625,108280014.55370858,205700252,111188665.0
2024-02-18 01:00:00,124667319.88007231,117406784.81835625,108373279.99401318,205883700,111284777.0
2024-02-18 02:00:00,124771781.98761101,117514981.81698638,108466219.05442587,206067210,111380429.0
2024-02-18 03:00:00,124876244.09514971,117623178.81561652,108558831.75341241,206250735,111476340.0
2024-02-18 04:00:00,124980706.20268841,117731964.81561652,108651118.11028753,206433988,111573224.0
2024-02-18 05:00:00,125089049.37084094,117840836.3378083,108743078.14525956,206617290,111671740.0
2024-02-18 06:00:00,125202446.06645033,117946373.3378083,108834711.8794777,206801417,111772788.0
2024-02-18 07:00:00,125318014.09097384,118056216.05945213,108926019.33508192,206985855,111876118.0
2024-02-18 08:00:00,125433582.11549735,118165977.05945213,109017000.53525588,207173019,111979231.0
2024-02-18 09:00:00,125543675.45222211,118274866.04904117,109107655.50428265,207361257,112079457.0
2024-02-18 10:00:00,125648137.55976081,118383269.04904117,109197984.26760395,207549416,112176597.0
2024-02-18 11:00:00,125748498.05792317,118481662.04904117,109287986.85188253,207736620,112270733.0
2024-02-18 12:00:00,125844600.50898187,118575997.04904117,109377663.28506845,207923637,112362253.0
2024-02-18 13:00:00,125939287.44659632,118669429.19616446,109467013.59646903,208109544,112451453.0
2024-02-18 14:00:00,126033534.4069811,118763403.19616446,109556037.81682296,208294500,112538824.0
2024-02-18 15:00:00,126127923.0880064,118857368.35397267,109644735.97837877,208479286,112625966.0
2024-02-18 16:00:00,126223365.85129358,118951697.5767124,109733108.11497793,208662504,112715153.0
2024-02-18 17:00:00,126327827.95883228,119051431.5767124,109821154.26214273,208843763,112808788.0
2024-02-18 18:00:00,126438800.0530487,119161966.5767124,109908874.45716956,209024767,112907116.0
2024-02-18 19:00:00,126551010.46770592,119271089.56493157,109996268.73922752,209205417,113006592.0
2024-02-18 20:00:00,126662464.25885925,119380116.02136993,110083337.14946297,209385719,113105328.0
2024-02-18 21:00:00,126770807.42701177,119489145.02136993,110170079.73111035,209566195,113202266.0
2024-02-18 22:00:00,126875269.53455047,119597342.02000007,110256496.52960955,209746324,113296246.0
2024-02-18 23:00:00,126975908.49023035,119695678.03397267,110342587.5927303,209926470,113387403.0
2024-02-19 00:00:00,127075906.14898828,119791313.98438363,110444752.40493426,210104188,113476918.0
2024-02-19 01:00:00,127172460.36583966,119886208.98438363,110546590.72925133,210280989,113565740.0
2024-02-19 02:00:00,127272019.69534655,119980830.57479459,110648102.57926212,210457214,113654850.0
2024-02-19 03:00:00,127372380.19350891,120075735.3786302,110749287.96914244,210633090,113745059.0
2024-02-19 04:00:00,127476449.25616625,120172784.79917815,110850146.91369352,210808726,113837841.0
2024-02-19 05:00:00,127587421.35038267,120276953.75013706,110950679.4283741,210984699,113935157.0
2024-02-19 06:00:00,127703128.46612433,120388657.64054802,111050885.52933419,211160834,114038606.0
2024-02-19 07:00:00,127825291.95373659,120502726.64054802,111150765.23345083,211337955,114145636.0
2024-02-19 08:00:00,127944605.95232722,120616795.64054802,111250318.55836576,211517461,114250588.0
2024-02-19 09:00:00,128060313.06806888,120726900.64054802,111349545.52252531,211697270,114351310.0
2024-02-19 10:00:00,128175881.09259239,120833907.64054802,111448446.1452225,211876552,114448500.0
2024-02-19 11:00:00,128285712.75907762,120938702.64054802,111547020.44664156,212055501,114542802.0
2024-02-19 12:00:00,128390174.86661632,121042382.64054802,111645268.44790502,212234321,114634752.0
2024-02-19 13:00:00,128494403.36335723,121141367.20767131,111743190.1711234,212413251,114724917.0
2024-02-19 14:00:00,128595042.31903711,121239760.20767131,111840785.63944791,212591741,114813745.0
2024-02-19 15:00:00,128695491.1160205,121337263.63753434,111938054.87712602,212770831,114902166.0
2024-02-19 16:00:00,128799953.2235592,121435469.66767132,112034997.90956037,212948427,114992581.0
2024-02-19 17:00:00,128910925.31777562,121539521.66767132,112131614.763371,213123940,115087487.0
2024-02-19 18:00:00,129026632.43351728,121648892.43863022,112227905.46646132,213299425,115187536.0
2024-02-19 19:00:00,129142339.54925893,121758353.43863022,112323870.04808772,213478365,115288958.0
2024-02-19 20:00:00,129258046.66500059,121869236.78438365,112419508.5389335,213657711,115390169.0
2024-02-19 21:00:00,129373614.6895241,121976222.54684941,112514820.97118695,213837183,115489398.0
2024-02-19 22:00:00,129483708.02624886,122080983.31726037,112609807.37862405,214016569,115585307.0
2024-02-19 23:00:00,129588170.13378756,122181743.47178091,112704467.7966961,214195745,115678494.0
2024-02-20 00:00:00,129689672.00065155,122279117.47178091,112805152.11264963,214371218,115769882.0
2024-02-20 01:00:00,129790032.49881391,122374087.47178091,112905509.96877924,214547308,115860605.0
2024-02-20 02:00:00,129890392.99697627,122469387.27698639,113005541.37990738,214723943,115951696.0
2024-02-20 03:00:00,129992048.1377465,122566761.27698639,113105246.3615153,214900753,116043877.0
2024-02-20 04:00:00,130096510.2452852,122665297.24630146,113204624.92977685,215077528,116138641.0
2024-02-20 05:00:00,130209906.94089459,122770734.24630146,113303677.10159431,215254610,116238778.0
2024-02-20 06:00:00,130326409.2780838,122884810.23315077,113402402.89463623,215431535,116346956.0
2024-02-20 07:00:00,130452706.32968757,123000823.61534254,113500802.32737727,215609546,116458862.0
2024-02-20 08:00:00,130572020.3282782,123114892.61534254,113598875.41914056,215789975,116566525.0
2024-02-20 09:00:00,130687727.44401985,123224353.61534254,113696622.19014221,215970324,116667802.0
2024-02-20 10:00:00,130799937.85867707,123327985.50904118,113794042.66153854,216149494,116764192.0
2024-02-20 11:00:00,130906870.84902011,123429836.25041103,113891136.8554759,216329645,116857125.0
2024-02-20 12:00:00,131010076.62707521,123529135.7038357,113987904.79514349,216509771,116947627.0
2024-02-20 13:00:00,131110437.12523757,123626619.97452062,114084346.50482905,216690620,117036259.0
2024-02-20 14:00:00,131209996.45474446,123722760.97452062,114180462.0099779,216872014,117123552.0
2024-02-20 15:00:00,131309352.8341209,123818901.97452062,114276251.33725542,217054096,117210492.0
2024-02-20 16:00:00,131409801.63110429,123912521.5098631,114371714.51461297,217234503,117300084.0
2024-02-20 17:00:00,131517483.18209396,124010887.5098631,114466851.57135792,217412091,117394005.0
2024-02-20 18:00:00,131632041.0572133,124118744.39753433,114561662.53822756,217590337,117492904.0
2024-02-20 19:00:00,131747609.08173682,124224566.39753433,114656147.44746745,217769442,117593116.0
2024-02-20 20:00:00,131861804.79935293,124329425.39753433,114750306.33291435,217949232,117692897.0
2024-02-20 21:00:00,131972776.89356935,124433701.00958912,114844139.23008406,218129135,117790688.0
2024-02-20 22:00:00,132077239.00110805,124534454.43753433,114937646.17626433,218308900,117884727.0
2024-02-20 23:00:00,132177599.49927041,124629424.43753433,115030827.21061349,218488474,117975505.0
2024-02-21 00:00:00,132273042.26255758,124722209.43753433,115130031.08828631,218667218,118064235.0
2024-02-21 01:00:00,132367729.20017204,124815141.75232886,115228908.53678888,218846215,118152327.0
2024-02-21 02:00:00,132462416.1377865,124907956.67753434,115327459.57231893,219024910,118240779.0
2024-02-21 03:00:00,132557182.18871371,125000297.83671242,115425684.211804,219203607,118330327.0
2024-02-21 04:00:00,132657542.68687607,125096979.32164393,115523582.47293942,219382142,118422345.0
2024-02-21 05:00:00,132764612.95475492,125197021.54027407,115621154.37422827,219561143,118519822.0
2024-02-21 06:00:00,132880320.07049657,125305292.54027407,115718399.93502375,219740540,118625247.0
2024-02-21 07:00:00,132997239.89410263,125417043.54027407,115815319.17557389,219921130,118734233.0
2024-02-21 08:00:00,133112947.00984429,125525873.54027407,115911912.11706881,220103539,118839836.0
2024-02-21 09:00:00,133227504.88496363,125631137.54027407,116008178.78169076,220286026,118940182.0
2024-02-21 10:00:00,133334575.15284248,125730777.54027407,116104119.1926669,220467830,119036167.0
2024-02-21 11:00:00,133436652.26959795,125830049.110959,116199733.37432532,220649427,119128411.0
2024-02-21 12:00:00,133536649.92835587,125925261.94054803,116295021.35215406,220831866,119218237.0
2024-02-21 13:00:00,133631336.86597033,126019383.94054803,116389983.1528638,221013764,119306108.0
2024-02-21 14:00:00,133726023.80358478,126114085.94054803,116484618.804454,221194894,119392508.0
2024-02-21 15:00:00,133820710.74119924,126205016.29616447,116578928.33628297,221375408,119478771.0
2024-02-21 16:00:00,133916153.50448641,126299351.29616447,116672911.77914207,221553515,119567304.0
2024-02-21 17:00:00,134020382.00122732,126396961.8558905,116766569.16533421,221729476,119659802.0
2024-02-21 18:00:00,134128725.16937985,126497169.12794529,116859900.52875699,221905362,119756581.0
2024-02-21 19:00:00,134237068.33753237,126597918.200822,116952905.9049907,222082131,119853945.0
2024-02-21 20:00:00,134344285.91685635,126698861.28164391,117045585.33139159,222259328,119950436.0
2024-02-21 21:00:00,134448748.02439505,126796557.28164391,117137938.8471906,222436750,120044565.0
2024-02-21 22:00:00,134549108.5225574,126891077.42301378,117229966.49359803,222614250,120134765.0
2024-02-21 23:00:00,134643613.7342458,126983834.30136994,117321668.31391428,222791745,120221530.0
2024-02-22 00:00:00,134737860.6946306,127073591.18438363,117419391.81667966,222966897,120306036.0
2024-02-22 01:00:00,134832151.10757238,127160455.87205486,117516788.92379892,223141526,120389599.0
2024-02-22 02:00:00,134926441.52051416,127245688.17479458,117613859.65299417,223315980,120472954.0
2024-02-22 03:00:00,135020731.93345594,127332807.26191787,117710604.02279691,223490661,120556589.0
2024-02-22 04:00:00,135114978.89384073,127423716.40219185,117807022.05259047,223665088,120642392.0
2024-02-22 05:00:00,135214538.22334763,127519499.47808225,117903113.7626548,223839377,120733049.0
2024-02-22 06:00:00,135322881.39150017,127621969.47808225,117998879.17421384,224013982,120830865.0
2024-02-22 07:00:00,135438449.4160237,127729799.53178088,118094318.30948573,224189272,120932422.0
2024-02-22 08:00:00,135551846.1116331,127837146.53178088,118189431.1917357,224366093,121031791.0
2024-02-22 09:00:00,135660189.27978563,127939466.92082198,118284217.84533215,224543095,121127939.0
2024-02-22 10:00:00,135764651.38732433,128037065.63616444,118378678.2958059,224719222,121221814.0
2024-02-22 11:00:00,135866306.52809456,128134411.18383567,118472812.56991298,224895274,121314272.0
2024-02-22 12:00:00,135966667.02625692,128230217.2095891,118566620.69570096,225070039,121406184.0
2024-02-22 13:00:00,136066421.95675418,128326936.2095891,118660102.70257916,225244708,121497312.0
2024-02-22 14:00:00,136161188.0076814,128421058.2095891,118753258.62139305,225419641,121588082.0
2024-02-22 15:00:00,136255874.94529587,128514952.2095891,118846088.48450296,225595062,121679144.0
2024-02-22 16:00:00,136355872.6040538,128611671.2095891,118938592.32586734,225769377,121771837.0
2024-02-22 17:00:00,136458604.03114432,128710953.4126028,119030770.1811311,225943201,121866757.0
2024-02-22 18:00:00,136563066.13868302,128808628.79890417,119122622.08771901,226117048,121963838.0
2024-02-22 19:00:00,136667528.24622172,128906565.22520554,119214148.08493474,226294400,122060414.0
2024-02-22 20:00:00,136771597.30887908,129003173.45589048,119305348.21406572,226471553,122155217.0
2024-02-22 21:00:00,136871957.80704144,129100146.76931514,119396222.51849426,226648866,122246765.0
2024-02-22 22:00:00,136966346.48806676,129190982.99150692,119486771.04381536,226825910,122334140.0
2024-02-22 23:00:00,137060636.90100855,129276190.46547952,119576993.83796145,227002908,122417274.0
2024-02-23 00:00:00,137154418.90067944,129360690.46547952,119673237.03518268,227176444,122497353.0
2024-02-23 01:00:00,137248200.90035033,129440220.08082199,119769153.87346523,227350166,122575589.0
2024-02-23 02:00:00,137341982.90002123,129521614.84931514,119864744.37222254,227524310,122653010.0
2024-02-23 03:00:00,137435764.89969212,129603027.32931514,119960008.55176651,227698408,122730313.0
2024-02-23 04:00:00,137529546.899363,129684403.32931514,120054946.433355,227872254,122809203.0
2024-02-23 05:00:00,137623837.3123048,129769662.62356171,120149558.039242,228046660,122892212.0
2024-02-23 06:00:00,137718524.24991927,129862033.59232883,120243843.39273082,228221656,122982025.0
2024-02-23 07:00:00,137820601.36667475,129958358.59232883,120337802.51823023,228397178,123075946.0
2024-02-23 08:00:00,137924670.4293321,130055290.92438363,120431435.44131388,228572503,123170510.0
2024-02-23 09:00:00,138025980.59931296,130152907.69397266,120524742.18878317,228746975,123264134.0
2024-02-23 10:00:00,138126341.09747532,130248427.69397266,120617722.7887338,228920395,123356520.0
2024-02-23 11:00:00,138225900.42698222,130343640.5235617,120710377.27062617,229094017,123447769.0
2024-02-23 12:00:00,138320587.3645967,130437756.33945212,120802705.66535991,229268223,123537916.0
2024-02-23 13:00:00,138415274.30221117,130531897.7136987,120894708.00535278,229442794,123627132.0
2024-02-23 14:00:00,138509779.51389956,130622540.7136987,120986384.3246242,229617539,123715093.0
2024-02-23 15:00:00,138604284.72558796,130711711.4967124,121077734.65888372,229792773,123802836.0
2024-02-23 16:00:00,138698971.66320243,130805822.79123294,121168759.04562472,229968539,123891897.0
2024-02-23 17:00:00,138798969.32196036,130901060.79123294,121259457.52422366,230144077,123982758.0
2024-02-23 18:00:00,138899608.27764022,130998372.99479459,121349830.13604519,230320206,124075951.0
2024-02-23 19:00:00,138999968.77580258,131093852.15698637,121439876.92455362,230497328,124169137.0
2024-02-23 20:00:00,139100329.27396494,131189355.93726034,121529597.93543093,230674050,124261343.0
2024-02-23 21:00:00,139195095.32489216,131282552.70602746,121618993.2167019,230850643,124351557.0
2024-02-23 22:00:00,139289342.28527695,131371999.58684938,121708062.81886674,231027223,124439064.0
2024-02-23 23:00:00,139383632.69821873,131460821.58684938,121796806.79504175,231203928,124523285.0
2024-02-24 00:00:00,139477578.21039551,131544285.58684938,121891569.76272832,231381321,124604973.0
2024-02-24 01:00:00,139571360.2100664,131625874.45698637,121986006.41171724,231558836,124685212.0
2024-02-24 02:00:00,139665142.2097373,131710374.45698637,122080116.76330024,231736716,124764550.0
2024-02-24 03:00:00,139758924.2094082,131794874.45698637,122173900.83976729,231914435,124843676.0
2024-02-24 04:00:00,139852706.2090791,131878578.45698637,122267358.66445978,232092096,124923436.0
2024-02-24 05:00:00,139946996.62202087,131963622.45698637,122360490.26182686,232269194,125005293.0
2024-02-24 06:00:00,140041243.58240566,132052671.45698637,122453295.65748502,232445565,125090412.0
2024-02-24 07:00:00,140135930.52002013,132145042.42575349,122545774.87828112,232621824,125178516.0
2024-02-24 08:00:00,140235489.84952703,132237689.63917814,122637927.95235902,232798579,125268649.0
2024-02-24 09:00:00,140335487.50828496,132330797.02328773,122729754.90923023,232975751,125359481.0
2024-02-24 10:00:00,140435046.83779186,132423444.23671238,122821255.77984859,233152231,125449962.0
2024-02-24 11:00:00,140529812.88871908,132519139.33424662,122912430.59668936,233328196,125539071.0
2024-02-24 12:00:00,140624499.82633355,132610275.33424662,123003279.39383295,233503525,125625711.0
2024-02-24 13:00:00,140719005.03802195,132700257.49780826,123093802.20705365,233678463,125710564.0
2024-02-24 14:00:00,140813251.99840674,132789707.49780826,123183999.07391348,233853016,125794751.0
2024-02-24 15:00:00,140907498.95879152,132879157.49780826,123273870.03386179,234026204,125879376.0
2024-02-24 16:00:00,141002185.896406,132973506.23479456,123363415.12834054,234199592,125966539.0
2024-02-24 17:00:00,141103297.10600814,133069213.23479456,123452634.4008961,234372804,126057519.0
2024-02-24 18:00:00,141210230.09635118,133177690.58301373,123541527.89729753,234546231,126152874.0
2024-02-24 19:00:00,141317447.67567515,133280151.68657537,123630095.66566205,234721302,126249497.0
2024-02-24 20:00:00,141424517.943554,133382040.3032877,123718337.75658801,234896819,126345865.0
2024-02-24 21:00:00,141528980.0510927,133480755.33972606,123806254.22329585,235072502,126441128.0
2024-02-24 22:00:00,141631057.1678482,133578506.98520552,123893845.12177758,235248452,126534365.0
2024-02-24 23:00:00,141731417.66601056,133672101.98520552,123981110.51095527,235424442,126625389.0
2024-02-25 00:00:00,141826183.71693778,133764929.14301373,124074393.33249769,235599381,126714801.0
2024-02-25 01:00:00,141920870.65455225,133855849.97178085,124167349.87950948,235775719,126803548.0
2024-02-25 02:00:00,142015557.59216672,133946791.23095894,124259980.17537019,235952130,126892103.0
2024-02-25 03:00:00,142110244.5297812,134037809.23095894,124352284.24456939,236128693,126981186.0
2024-02-25 04:00:00,142205010.5807084,134130289.44958907,124444262.11276646,236305593,127071311.0
2024-02-25 05:00:00,142305371.07887077,134224669.56109592,124535913.8068537,236482459,127163703.0
2024-02-25 06:00:00,142409440.14152813,134323442.56109592,124627239.3550232,236659430,127258975.0
2024-02-25 07:00:00,142513902.24906683,134423023.05863017,124718238.78683765,236837562,127355974.0
2024-02-25 08:00:00,142618364.35660553,134524252.34191784,124808912.1333051,237018460,127451201.0
2024-02-25 09:00:00,142718724.8547679,134621033.34191784,124899259.42695838,237199187,127542702.0
2024-02-25 10:00:00,142813411.79238236,134711587.03643838,124989280.70193897,237378374,127630725.0
2024-02-25 11:00:00,142907658.75276715,134801488.59890413,125078975.99408592,237556603,127715989.0
2024-02-25 12:00:00,143001905.71315193,134888506.61890414,125168345.34103002,237733796,127799027.0
2024-02-25 13:00:00,143096196.12609372,134977264.09260276,125257388.78229351,237910333,127880233.0
2024-02-25 14:00:00,143190141.6382705,135062192.00410962,125346106.35939579,238086930,127960250.0
2024-02-25 15:00:00,143284115.40972927,135147850.54602742,125434498.11596534,238262667,128040458.0
2024-02-25 16:00:00,143378362.37011406,135236038.3241096,125522564.09785841,238436661,128123392.0
2024-02-25 17:00:00,143473049.30772853,135329456.99095893,125610304.35328478,238608661,128211021.0
2024-02-25 18:00:00,143573688.2634084,135426072.8041096,125697718.93294099,238780784,128303844.0
2024-02-25 19:00:00,143677916.7601493,135524806.25835618,125784807.8901518,238954984,128398510.0
2024-02-25 20:00:00,143781985.82280666,135623529.89397264,125871571.28101991,239129122,128492723.0
2024-02-25 21:00:00,143882346.32096902,135719821.89397264,125958009.16458496,239303189,128584710.0
2024-02-25 22:00:00,143977112.37189624,135813209.89479455,126044121.60299201,239477111,128673524.0
2024-02-25 23:00:00,144071359.33228102,135902655.58219182,126129908.66167033,239651006,128759120.0
2024-02-26 00:00:00,144165649.7452228,135988536.59232882,126231763.82923684,239823190,128842461.0
2024-02-26 01:00:00,144259940.1581646,136073580.59232882,126333292.6030584,239994937,128924731.0
2024-02-26 02:00:00,144354230.57110637,136157722.32191786,126434495.00091997,240166512,129006444.0
2024-02-26 03:00:00,144448520.98404816,136242452.32191786,126535371.04141861,240337922,129088378.0
2024-02-26 04:00:00,144542767.94443294,136331291.2945206,126635920.74400607,240509163,129172481.0
2024-02-26 05:00:00,144638210.7077201,136425514.2945206,126736144.1290337,240680989,129261294.0
2024-02-26 06:00:00,144745280.97559896,136528703.08493155,126836041.21780008,240853741,129357967.0
2024-02-26 07:00:00,144858677.67120835,136635473.08493155,126935612.03260121,241027261,129458150.0
2024-02-26 08:00:00,144969649.7654248,136740247.08493155,127034856.59678368,241202596,129555564.0
2024-02-26 09:00:00,145074111.8729635,136841503.08493155,127133774.93480098,241377830,129648668.0
2024-02-26 10:00:00,145174750.82864335,136939081.20383567,127232367.07227284,241551681,129738707.0
2024-02-26 11:00:00,145274107.2080198,137033349.16273978,127330633.03604825,241724989,129825735.0
2024-02-26 12:00:00,145368794.14563426,137125467.03287676,127428572.85427201,241898481,129910453.0
2024-02-26 13:00:00,145463299.35732266,137216080.57698634,127526186.5564552,242072553,129993983.0
2024-02-26 14:00:00,145557546.31770745,137305930.57698634,127623474.17354974,242247687,130076743.0
2024-02-26 15:00:00,145651793.27809224,137395171.57698634,127720435.7380274,242423291,130159589.0
2024-02-26 16:00:00,145746298.48978063,137488738.0715069,127817071.28396332,242598021,130243939.0
2024-02-26 17:00:00,145845654.86915708,137581498.0715069,127913380.84712464,242772268,130331414.0
2024-02-26 18:00:00,145947156.73602107,137679374.46767128,128009364.46506417,242947684,130422266.0
2024-02-26 19:00:00,146048267.94562322,137777157.46767128,128105022.17721973,243123202,130513531.0
2024-02-26 20:00:00,146148628.44378558,137872445.0873973,128200354.02501939,243298809,130603077.0
2024-02-26 21:00:00,146243315.38140005,137967148.33232883,128295360.05199292,243473935,130689714.0
2024-02-26 22:00:00,146337562.34178483,138055329.49232882,128390040.30388995,243648724,130772175.0
2024-02-26 23:00:00,146431344.34145573,138140244.68301377,128484394.8288051,243823488,130850844.0
2024-02-27 00:00:00,146525126.34112662,138219906.410685,128584769.69486132,243999380,130927042.0
2024-02-27 01:00:00,146618908.3407975,138296682.09095898,128684818.20401417,244175218,131001704.0
2024-02-27 02:00:00,146712690.3404684,138372435.09095898,128784540.37574574,244350764,131075895.0
2024-02-27 03:00:00,146806472.3401393,138448188.09095898,128883936.23043963,244526330,131150428.0
