,Ours,Competitor1,Competitor2,PJM
2024-02-14 09:00:00,0.0,-17081.615616438386,-6578225.146739013,0.0
2024-02-14 10:00:00,0.0,-17081.615616438386,-6578978.958095643,0.0
2024-02-14 11:00:00,0.0,-17081.615616438386,-6578978.958095643,0.0
2024-02-14 12:00:00,0.0,-17081.615616438386,-6578978.958095643,0.0
2024-02-14 13:00:00,0.0,-17081.615616438386,-6578978.958095643,0.0
2024-02-14 14:00:00,0.0,-17081.615616438386,-6578978.958095643,0.0
2024-02-14 15:00:00,0.0,-17081.615616438386,-6578978.958095643,0.0
2024-02-14 16:00:00,0.0,-17081.615616438386,-6578978.958095643,0.0
2024-02-14 17:00:00,0.0,-17081.615616438386,-6581207.876175779,0.0
2024-02-14 18:00:00,0.0,-17081.615616438386,-6588274.002758686,0.0
2024-02-14 19:00:00,0.0,-17081.615616438386,-6596427.311361358,0.0
2024-02-14 20:00:00,0.0,-17081.615616438386,-6604510.77422441,0.0
2024-02-14 21:00:00,0.0,-17081.615616438386,-6611076.362242742,0.0
2024-02-14 22:00:00,0.0,-17081.615616438386,-6614459.0448921425,0.0
2024-02-14 23:00:00,0.0,-17081.615616438386,-6615088.790151587,0.0
2024-02-15 00:00:00,0.0,-17081.615616438386,-6615088.790151587,0.0
2024-02-15 01:00:00,0.0,-17081.615616438386,-6615088.790151587,0.0
2024-02-15 02:00:00,0.0,-17081.615616438386,-6615088.790151587,0.0
2024-02-15 03:00:00,0.0,-17081.615616438386,-6615088.790151587,0.0
2024-02-15 04:00:00,0.0,-17081.615616438386,-6615088.790151587,0.0
2024-02-15 05:00:00,0.0,-17081.615616438386,-6617065.938079184,0.0
2024-02-15 06:00:00,0.0,-17081.615616438386,-6626901.501556729,0.0
2024-02-15 07:00:00,0.0,-17081.615616438386,-6640984.463766952,0.0
2024-02-15 08:00:00,0.0,-17081.615616438386,-6652590.80713043,0.0
2024-02-15 09:00:00,0.0,-17081.615616438386,-6659966.513265857,0.0
2024-02-15 10:00:00,0.0,-17081.615616438386,-6664571.562948059,0.0
2024-02-15 11:00:00,0.0,-17081.615616438386,-6666934.936063625,0.0
2024-02-15 12:00:00,0.0,-17081.615616438386,-6667522.611563992,0.0
2024-02-15 13:00:00,0.0,-17081.615616438386,-6667522.611563992,0.0
2024-02-15 14:00:00,0.0,-17081.615616438386,-6667522.611563992,0.0
2024-02-15 15:00:00,0.0,-17081.615616438386,-6667522.611563992,0.0
2024-02-15 16:00:00,0.0,-17081.615616438386,-6667806.265618033,0.0
2024-02-15 17:00:00,0.0,-17081.615616438386,-6672008.1009475235,0.0
2024-02-15 18:00:00,0.0,-17081.615616438386,-6679990.089745478,0.0
2024-02-15 19:00:00,0.0,-17081.615616438386,-6688523.202856306,0.0
2024-02-15 20:00:00,0.0,-17081.615616438386,-6695799.409702246,0.0
2024-02-15 21:00:00,0.0,-17081.615616438386,-6700439.678205474,0.0
2024-02-15 22:00:00,0.0,-17081.615616438386,-6701548.974705644,0.0
2024-02-15 23:00:00,0.0,-17081.615616438386,-6701548.974705644,0.0
2024-02-16 00:00:00,0.0,-17081.615616438386,-6701548.974705644,0.0
2024-02-16 01:00:00,0.0,-17081.615616438386,-6701548.974705644,0.0
2024-02-16 02:00:00,0.0,-17081.615616438386,-6701548.974705644,0.0
2024-02-16 03:00:00,0.0,-17081.615616438386,-6701548.974705644,0.0
2024-02-16 04:00:00,0.0,-17081.615616438386,-6701548.974705644,0.0
2024-02-16 05:00:00,0.0,-17081.615616438386,-6701548.974705644,0.0
2024-02-16 06:00:00,0.0,-17081.615616438386,-6705123.850109729,0.0
2024-02-16 07:00:00,0.0,-17081.615616438386,-6713030.087836908,0.0
2024-02-16 08:00:00,0.0,-17081.615616438386,-6720874.66863218,0.0
2024-02-16 09:00:00,0.0,-17081.615616438386,-6727125.572350513,0.0
2024-02-16 10:00:00,0.0,-17081.615616438386,-6731768.777909823,0.0
2024-02-16 11:00:00,0.0,-17081.615616438386,-6734751.263241263,0.0
2024-02-16 12:00:00,0.0,-17081.615616438386,-6736166.005236656,0.0
2024-02-16 13:00:00,0.0,-17081.615616438386,-6736944.979692892,0.0
2024-02-16 14:00:00,0.0,-17081.615616438386,-6737280.161253115,0.0
2024-02-16 15:00:00,0.0,-17081.615616438386,-6738429.523344502,0.0
2024-02-16 16:00:00,0.0,-17081.615616438386,-6742248.03811242,0.0
2024-02-16 17:00:00,0.0,-17081.615616438386,-6749859.676350748,0.0
2024-02-16 18:00:00,0.0,-17081.615616438386,-6760388.407428127,0.0
2024-02-16 19:00:00,0.0,-17081.615616438386,-6770923.199209878,0.0
2024-02-16 20:00:00,0.0,-17081.615616438386,-6780587.017975346,0.0
2024-02-16 21:00:00,0.0,-17081.615616438386,-6788583.828330357,0.0
2024-02-16 22:00:00,0.0,-17081.615616438386,-6793787.593114511,0.0
2024-02-16 23:00:00,0.0,-17081.615616438386,-6795801.273302987,0.0
2024-02-17 00:00:00,0.0,-17081.615616438386,-6795801.273302987,0.0
2024-02-17 01:00:00,0.0,-17081.615616438386,-6795801.273302987,0.0
2024-02-17 02:00:00,0.0,-17081.615616438386,-6795801.273302987,0.0
2024-02-17 03:00:00,0.0,-17081.615616438386,-6795801.273302987,0.0
2024-02-17 04:00:00,0.0,-17081.615616438386,-6795801.273302987,0.0
2024-02-17 05:00:00,0.0,-17081.615616438386,-6795801.273302987,0.0
2024-02-17 06:00:00,0.0,-17081.615616438386,-6795801.273302987,0.0
2024-02-17 07:00:00,0.0,-17081.615616438386,-6798815.707658719,0.0
2024-02-17 08:00:00,0.0,-17081.615616438386,-6804541.443311792,0.0
2024-02-17 09:00:00,0.0,-17081.615616438386,-6811739.4581577955,0.0
2024-02-17 10:00:00,0.0,-17081.615616438386,-6818890.729050843,0.0
2024-02-17 11:00:00,0.0,-17081.615616438386,-6825790.231747842,0.0
2024-02-17 12:00:00,0.0,-17081.615616438386,-6832353.94084954,0.0
2024-02-17 13:00:00,0.0,-17081.615616438386,-6837790.829738149,0.0
2024-02-17 14:00:00,0.0,-17081.615616438386,-6841920.870511354,0.0
2024-02-17 15:00:00,0.0,-17081.615616438386,-6846071.033912457,0.0
2024-02-17 16:00:00,0.0,-17081.615616438386,-6852364.289256452,0.0
2024-02-17 17:00:00,0.0,-17081.615616438386,-6863015.604351758,0.0
2024-02-17 18:00:00,0.0,-17081.615616438386,-6878580.945417351,0.0
2024-02-17 19:00:00,0.0,-17081.615616438386,-6895210.2769950135,0.0
2024-02-17 20:00:00,0.0,-17081.615616438386,-6911627.561856396,0.0
2024-02-17 21:00:00,0.0,-17081.615616438386,-6927003.760904574,0.0
2024-02-17 22:00:00,0.0,-17081.615616438386,-6940376.833069761,0.0
2024-02-17 23:00:00,0.0,-17081.615616438386,-6951712.735198803,0.0
2024-02-18 00:00:00,0.0,-17081.615616438386,-6955145.897343188,0.0
2024-02-18 01:00:00,0.0,-17081.615616438386,-6957992.457038593,0.0
2024-02-18 02:00:00,0.0,-17081.615616438386,-6960705.396625909,0.0
2024-02-18 03:00:00,0.0,-17081.615616438386,-6964003.697639362,0.0
2024-02-18 04:00:00,0.0,-17081.615616438386,-6968601.34076424,0.0
2024-02-18 05:00:00,0.0,-17081.615616438386,-6975157.305792211,0.0
2024-02-18 06:00:00,0.0,-17081.615616438386,-6984571.571574079,0.0
2024-02-18 07:00:00,0.0,-17081.615616438386,-6996594.115969848,0.0
2024-02-18 08:00:00,0.0,-17081.615616438386,-7008725.915795896,0.0
2024-02-18 09:00:00,0.0,-17081.615616438386,-7018296.946769118,0.0
2024-02-18 10:00:00,0.0,-17081.615616438386,-7025108.183447829,0.0
2024-02-18 11:00:00,0.0,-17081.615616438386,-7029241.599169245,0.0
2024-02-18 12:00:00,0.0,-17081.615616438386,-7031085.165983323,0.0
2024-02-18 13:00:00,0.0,-17081.615616438386,-7031085.165983323,0.0
2024-02-18 14:00:00,0.0,-17081.615616438386,-7031085.165983323,0.0
2024-02-18 15:00:00,0.0,-17081.615616438386,-7031085.165983323,0.0
2024-02-18 16:00:00,0.0,-17081.615616438386,-7031900.029384173,0.0
2024-02-18 17:00:00,0.0,-17081.615616438386,-7037488.882219365,0.0
2024-02-18 18:00:00,0.0,-17081.615616438386,-7048096.687192531,0.0
2024-02-18 19:00:00,0.0,-17081.615616438386,-7060178.405134577,0.0
2024-02-18 20:00:00,0.0,-17081.615616438386,-7071845.994899127,0.0
2024-02-18 21:00:00,0.0,-17081.615616438386,-7082041.413251746,0.0
2024-02-18 22:00:00,0.0,-17081.615616438386,-7089604.614752554,0.0
2024-02-18 23:00:00,0.0,-17081.615616438386,-7094670.551631803,0.0
2024-02-19 00:00:00,0.0,-17081.615616438386,-7094670.551631803,0.0
2024-02-19 01:00:00,0.0,-17081.615616438386,-7094670.551631803,0.0
2024-02-19 02:00:00,0.0,-17081.615616438386,-7094670.551631803,0.0
2024-02-19 03:00:00,0.0,-17081.615616438386,-7094670.551631803,0.0
2024-02-19 04:00:00,0.0,-17081.615616438386,-7094670.551631803,0.0
2024-02-19 05:00:00,0.0,-17081.615616438386,-7094670.551631803,0.0
2024-02-19 06:00:00,0.0,-17081.615616438386,-7097913.450671709,0.0
2024-02-19 07:00:00,0.0,-17081.615616438386,-7105063.7465550685,0.0
2024-02-19 08:00:00,0.0,-17081.615616438386,-7110462.421640136,0.0
2024-02-19 09:00:00,0.0,-17081.615616438386,-7111957.457480588,0.0
2024-02-19 10:00:00,0.0,-17081.615616438386,-7111957.457480588,0.0
2024-02-19 11:00:00,0.0,-17081.615616438386,-7111957.457480588,0.0
2024-02-19 12:00:00,0.0,-17081.615616438386,-7111957.457480588,0.0
2024-02-19 13:00:00,0.0,-17081.615616438386,-7111957.457480588,0.0
2024-02-19 14:00:00,0.0,-17081.615616438386,-7111957.457480588,0.0
2024-02-19 15:00:00,0.0,-17081.615616438386,-7111957.457480588,0.0
2024-02-19 16:00:00,0.0,-17081.615616438386,-7111957.457480588,0.0
2024-02-19 17:00:00,0.0,-17081.615616438386,-7111957.457480588,0.0
2024-02-19 18:00:00,0.0,-17081.615616438386,-7115715.754390277,0.0
2024-02-19 19:00:00,0.0,-17081.615616438386,-7121173.172763869,0.0
2024-02-19 20:00:00,0.0,-17081.615616438386,-7126745.68191808,0.0
2024-02-19 21:00:00,0.0,-17081.615616438386,-7130662.249664634,0.0
