,Ours,Competitor1,Competitor2,PJM,Demand
2024-11-20 11:00:00,94246.96038477495,86974.40575342467,97526.52528821459,163743,84769.0
2024-11-20 12:00:00,94246.96038477495,86977.52493150685,97219.01826293136,164456,84881.0
2024-11-20 13:00:00,94246.96038477495,88731.28082191781,96912.65560905954,164718,85319.0
2024-11-20 14:00:00,94246.96038477495,88709.96191780822,96607.50876464418,165428,85302.0
2024-11-20 15:00:00,94246.96038477495,87215.13205479452,96303.65378075665,165823,85846.0
2024-11-20 16:00:00,94246.96038477495,89785.99013698631,96001.17162633725,165907,88151.0
2024-11-20 17:00:00,94686.93761446084,93323.51397260274,95700.14851352645,166049,91722.0
2024-11-20 18:00:00,98941.48388231384,96719.0,95400.67624488108,165494,92499.0
2024-11-20 19:00:00,95442.76328716648,94845.09315068492,95102.8525839649,164318,91420.0
2024-11-20 20:00:00,94686.93761446084,90300.7794520548,94806.78165090847,164146,89871.0
2024-11-20 21:00:00,94246.96038477495,87183.89150684931,94512.57434464166,164284,86899.0
2024-11-20 22:00:00,93781.99967089576,83502.89232876712,94220.34879361914,163974,82873.0
2024-11-20 23:00:00,93781.99967089576,82605.40465753425,93930.23083698667,164008,79360.0
2024-11-21 00:00:00,93781.99967089576,77570.0,99508.62248933807,164370,76817.0
2024-11-21 01:00:00,93781.99967089576,76504.94082191781,99193.42453296436,163929,75329.0
2024-11-21 02:00:00,93781.99967089576,75937.89369863014,98878.8956066926,164104,74892.0
2024-11-21 03:00:00,93781.99967089576,75789.0,98565.07666541827,164044,75340.0
2024-11-21 04:00:00,93781.99967089576,77361.83232876712,98252.01127292936,164305,77353.0
2024-11-21 05:00:00,93781.99967089576,83477.8090410959,97939.74577258076,164979,82163.0
2024-11-21 06:00:00,94388.68102531567,92194.7383561644,97628.32946935059,165988,89688.0
2024-11-21 07:00:00,100360.49816236328,96976.81232876712,97317.8148240484,167583,94474.0
2024-11-21 08:00:00,100360.49816236328,96957.0,97008.25766049964,169515,94705.0
2024-11-21 09:00:00,100360.49816236328,96976.81232876712,96699.71738658361,169605,94012.0
2024-11-21 10:00:00,99997.65875793064,96984.0,96392.25723006592,169553,93759.0
2024-11-21 11:00:00,96861.89901922384,96976.81232876712,96085.94449022907,169912,93723.0
2024-11-21 12:00:00,95442.76328716648,93777.32575342468,95780.85080637329,169289,94308.0
2024-11-21 13:00:00,95442.76328716648,93777.32575342468,95477.05244433587,169107,94878.0
2024-11-21 14:00:00,95442.76328716648,93781.9095890411,95174.63060225212,168613,95186.0
2024-11-21 15:00:00,99559.32950689178,96719.0,94873.67173686888,168343,95795.0
2024-11-21 16:00:00,100448.79698338918,97958.99506849315,94574.26791180971,167925,98466.0
