ERCOT 15-Minute Fuel Mix Generation (megawatt)
15-minute generation data by fuel for ERCOT
Source: EIA collected from ERCOT
UTC Timestamp (Interval Ending),Local Timestamp Central Time (Interval Beginning),Local Timestamp Central Time (Interval Ending),Local Date,Hour Number,Total Generation (MW),Biomass Generation (MW),Coal Generation (MW),Gas Generation (MW),Gas-CC Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Generation (MW),Solar Generation (MW),Wind Generation (MW)
2020-10-01 05:15:00,2020-10-01 00:00:00,2020-10-01 00:15:00,2020-10-01,1,34989.402304,37.061816,5129.668908,727.402752,11473.873728,7.097416,5026.348984,1.4231,0.0,12586.5256
2020-10-01 05:30:00,2020-10-01 00:15:00,2020-10-01 00:30:00,2020-10-01,1,34473.08494,37.081456,5310.50082,749.63482,10959.401884,7.090924,5026.203828,-1.28742,0.0,12384.458628
2020-10-01 05:45:00,2020-10-01 00:30:00,2020-10-01 00:45:00,2020-10-01,1,33893.608064,37.043392,5393.820264,757.515512,10572.763032,7.060016,5024.815184,-2.801364,0.0,12103.392028
2020-10-01 06:00:00,2020-10-01 00:45:00,2020-10-01 01:00:00,2020-10-01,1,33493.594296,36.729812,5432.077152,756.532224,10344.962008,7.047456,5023.591212,-2.418712,0.0,11895.073144
2020-10-01 06:15:00,2020-10-01 01:00:00,2020-10-01 01:15:00,2020-10-01,2,32982.219284,35.77732,5349.666028,781.565108,10090.965672,7.05612,5024.252852,7.6643,0.0,11685.271884
2020-10-01 06:30:00,2020-10-01 01:15:00,2020-10-01 01:30:00,2020-10-01,2,32643.2308,35.728484,5365.121292,966.211948,9877.293108,7.031204,5022.939988,-4.61408,0.0,11373.518856
2020-10-01 06:45:00,2020-10-01 01:30:00,2020-10-01 01:45:00,2020-10-01,2,32219.255512,35.766024,5377.253384,973.331156,9810.466932,7.019812,5022.691416,-2.00226,0.0,10994.729048
2020-10-01 07:00:00,2020-10-01 01:45:00,2020-10-01 02:00:00,2020-10-01,2,31831.380096,35.780332,5285.48842,958.694836,9981.927148,7.001164,5022.803032,-0.898524,0.0,10540.583688
2020-10-01 07:15:00,2020-10-01 02:00:00,2020-10-01 02:15:00,2020-10-01,3,31548.21322,35.824812,5232.333648,945.544068,10135.353732,6.995376,5023.99518,-0.539596,0.0,10168.706
2020-10-01 07:30:00,2020-10-01 02:15:00,2020-10-01 02:30:00,2020-10-01,3,31260.56658,35.814408,5276.158404,913.9417,10309.684496,7.0534,5024.28542,1.465204,0.0,9692.163548
2020-10-01 07:45:00,2020-10-01 02:30:00,2020-10-01 02:45:00,2020-10-01,3,31081.584092,35.85388,5397.606324,896.263044,10375.760792,7.953472,5024.496056,1.74396,0.0,9341.906564
2020-10-01 08:00:00,2020-10-01 02:45:00,2020-10-01 03:00:00,2020-10-01,3,31001.503008,35.865212,5542.380832,879.456612,10544.302992,7.907912,5024.465896,-1.025296,0.0,8968.148848
2020-10-01 08:15:00,2020-10-01 03:00:00,2020-10-01 03:15:00,2020-10-01,4,30890.458952,35.84932,5732.846152,852.041356,10557.762316,7.888564,5023.707608,0.03692,0.0,8680.326716
2020-10-01 08:30:00,2020-10-01 03:15:00,2020-10-01 03:30:00,2020-10-01,4,30715.56572,35.794136,5866.677808,829.03782,10541.82416,7.919616,5022.130412,-3.147088,0.0,8415.328856
2020-10-01 08:45:00,2020-10-01 03:30:00,2020-10-01 03:45:00,2020-10-01,4,30618.517048,35.844864,5821.84466,831.266916,10606.438996,7.907356,5024.00738,1.393224,0.0,8289.813652
2020-10-01 09:00:00,2020-10-01 03:45:00,2020-10-01 04:00:00,2020-10-01,4,30569.292468,35.834448,5884.439744,813.972984,10704.871072,7.8603,5023.63802,1.611784,0.0,8097.064116
2020-10-01 09:15:00,2020-10-01 04:00:00,2020-10-01 04:15:00,2020-10-01,5,30746.897028,35.854584,6031.678448,786.503912,10986.380116,7.819168,5024.010612,1.318616,0.0,7873.331572
2020-10-01 09:30:00,2020-10-01 04:15:00,2020-10-01 04:30:00,2020-10-01,5,30806.415672,35.805252,6148.38926,766.946832,11133.009708,7.76336,5023.530736,-0.71624,0.0,7691.686764
2020-10-01 09:45:00,2020-10-01 04:30:00,2020-10-01 04:45:00,2020-10-01,5,30856.097896,35.820244,6224.1509,770.275212,11314.528076,7.69818,5024.554676,-1.102608,0.0,7480.173216
2020-10-01 10:00:00,2020-10-01 04:45:00,2020-10-01 05:00:00,2020-10-01,5,30935.876408,35.782472,6318.754172,774.509656,11543.567408,7.497364,5024.157088,0.871292,0.0,7230.736956
2020-10-01 10:15:00,2020-10-01 05:00:00,2020-10-01 05:15:00,2020-10-01,6,31404.485896,35.785512,6407.090648,776.72324,11940.503036,7.489216,5022.801808,2.000692,0.0,7212.091744
2020-10-01 10:30:00,2020-10-01 05:15:00,2020-10-01 05:30:00,2020-10-01,6,31810.413072,35.829844,6618.70332,776.824816,12230.813544,7.505428,5022.378228,-5.83094,0.0,7124.188832
2020-10-01 10:45:00,2020-10-01 05:30:00,2020-10-01 05:45:00,2020-10-01,6,32218.061412,35.783628,6931.144436,777.819372,12542.795416,7.461392,5020.979176,-2.136444,0.0,6904.214436
2020-10-01 11:00:00,2020-10-01 05:45:00,2020-10-01 06:00:00,2020-10-01,6,32638.076116,35.82576,6842.817868,771.07064,13250.49562,6.188668,5021.5684,2.583792,0.0,6707.525368
2020-10-01 11:15:00,2020-10-01 06:00:00,2020-10-01 06:15:00,2020-10-01,7,33503.286364,35.780328,6656.23504,758.73622,14440.241184,5.952532,5021.83962,0.302112,0.0,6584.199328
2020-10-01 11:30:00,2020-10-01 06:15:00,2020-10-01 06:30:00,2020-10-01,7,34179.122264,35.77034,6852.308652,767.749736,15004.799676,5.975808,5020.578376,-2.171644,0.0,6494.11132
2020-10-01 11:45:00,2020-10-01 06:30:00,2020-10-01 06:45:00,2020-10-01,7,34744.43438,35.811468,6970.213792,776.030884,15351.2726,6.04114,5022.5898,1.787608,0.0,6580.687088
2020-10-01 12:00:00,2020-10-01 06:45:00,2020-10-01 07:00:00,2020-10-01,7,35178.29094,35.812944,7089.475896,777.679128,15601.069112,6.085812,5021.779484,1.434664,0.0,6644.9539
2020-10-01 12:15:00,2020-10-01 07:00:00,2020-10-01 07:15:00,2020-10-01,8,35558.271844,35.821216,7068.2266,776.239012,15824.05442,6.643452,5021.466424,0.761504,0.0,6825.059216
2020-10-01 12:30:00,2020-10-01 07:15:00,2020-10-01 07:30:00,2020-10-01,8,35640.989256,35.857388,6981.099384,780.378832,15841.469676,6.767632,5021.523368,0.552868,0.147124,6973.192984
2020-10-01 12:45:00,2020-10-01 07:30:00,2020-10-01 07:45:00,2020-10-01,8,35566.672012,36.11068,6950.34072,789.063144,15933.459292,6.062844,5021.010672,2.673,5.771684,6822.179976
2020-10-01 13:00:00,2020-10-01 07:45:00,2020-10-01 08:00:00,2020-10-01,8,35667.325272,35.520324,6944.262996,786.561276,16158.74928,6.048516,5021.891176,-1.695256,65.761452,6650.225508
2020-10-01 13:15:00,2020-10-01 08:00:00,2020-10-01 08:15:00,2020-10-01,9,36024.359428,35.416528,6938.157576,782.638752,16384.790708,5.623788,5021.24508,-4.485644,321.038416,6539.934224
2020-10-01 13:30:00,2020-10-01 08:15:00,2020-10-01 08:30:00,2020-10-01,9,36380.707504,35.411808,6817.77778,779.04646,16350.476968,5.433988,5021.324748,-4.980224,814.076648,6562.139328
2020-10-01 13:45:00,2020-10-01 08:30:00,2020-10-01 08:45:00,2020-10-01,9,36668.529384,35.414588,6619.846296,781.3069,16267.421956,5.440576,5022.431856,-3.431356,1451.859996,6488.238572
2020-10-01 14:00:00,2020-10-01 08:45:00,2020-10-01 09:00:00,2020-10-01,9,36919.747508,35.15522,6466.426,778.10984,16475.725128,5.44256,5023.085484,-4.75362,2112.748764,6027.808132
2020-10-01 14:15:00,2020-10-01 09:00:00,2020-10-01 09:15:00,2020-10-01,10,37374.502992,34.22064,6586.081552,774.157112,16683.736672,5.424116,5025.068428,-4.855308,2748.836616,5521.833164
2020-10-01 14:30:00,2020-10-01 09:15:00,2020-10-01 09:30:00,2020-10-01,10,37841.522444,32.888656,6722.276056,794.706432,16815.376456,5.417496,5024.831884,-3.86366,3194.348504,5255.54062
2020-10-01 14:45:00,2020-10-01 09:30:00,2020-10-01 09:45:00,2020-10-01,10,38246.2176,32.42172,6820.824,770.731124,16924.82296,5.410192,5024.645424,0.2603,3413.424872,5253.677008
2020-10-01 15:00:00,2020-10-01 09:45:00,2020-10-01 10:00:00,2020-10-01,10,38802.19218,26.004876,6972.72936,767.9595,17090.15102,5.301804,5022.71682,-8.751288,3534.598568,5391.48152
2020-10-01 15:15:00,2020-10-01 10:00:00,2020-10-01 10:15:00,2020-10-01,11,39300.686508,24.962384,7012.066616,835.616252,17074.83724,77.90042,5023.640968,-4.555052,3602.625488,5653.592192
2020-10-01 15:30:00,2020-10-01 10:15:00,2020-10-01 10:30:00,2020-10-01,11,39815.068336,24.9501,6934.625464,837.5572,17298.694584,79.730728,5024.569728,0.044396,3643.765204,5971.130932
2020-10-01 15:45:00,2020-10-01 10:30:00,2020-10-01 10:45:00,2020-10-01,11,40307.493068,24.932584,6986.3393,841.202176,17407.668376,79.453868,5023.909308,-2.005072,3543.982168,6402.01036
2020-10-01 16:00:00,2020-10-01 10:45:00,2020-10-01 11:00:00,2020-10-01,11,40848.658644,26.228,7045.13096,1066.829384,17361.079856,75.246076,5021.62268,-11.349364,3460.5308,6803.340252
2020-10-01 16:15:00,2020-10-01 11:00:00,2020-10-01 11:15:00,2020-10-01,12,41421.610068,27.921536,7168.340352,1133.346512,17291.26232,60.14298,5020.41616,-6.228208,3465.479376,7260.92904
2020-10-01 16:30:00,2020-10-01 11:15:00,2020-10-01 11:30:00,2020-10-01,12,42006.345044,27.805944,7572.231896,1099.623144,17042.39694,82.520516,5019.0867,-4.680396,3413.593332,7753.766968
2020-10-01 16:45:00,2020-10-01 11:30:00,2020-10-01 11:45:00,2020-10-01,12,42517.717936,27.76768,7745.037916,1175.873376,16914.203072,82.368208,5018.1135,-4.76884,3382.619872,8176.503152
2020-10-01 17:00:00,2020-10-01 11:45:00,2020-10-01 12:00:00,2020-10-01,12,42912.352456,27.884688,7787.728288,1285.010548,16937.00984,107.017792,5018.195664,-1.05258,3215.48796,8535.070256
2020-10-01 17:15:00,2020-10-01 12:00:00,2020-10-01 12:15:00,2020-10-01,13,43493.098456,29.329844,7834.204544,1417.544304,17250.686676,131.671484,5021.572776,-0.061584,3051.523148,8756.627264
2020-10-01 17:30:00,2020-10-01 12:15:00,2020-10-01 12:30:00,2020-10-01,13,44003.581924,29.970268,7967.585028,1522.243212,17613.034712,131.757,5023.649168,1.943576,3020.552136,8692.846824
2020-10-01 17:45:00,2020-10-01 12:30:00,2020-10-01 12:45:00,2020-10-01,13,44589.940284,30.26582,8168.67896,1657.78582,17950.333336,131.374392,5022.010252,0.566136,3017.471148,8611.45442
2020-10-01 18:00:00,2020-10-01 12:45:00,2020-10-01 13:00:00,2020-10-01,13,45137.740764,30.281412,8261.053908,1779.908404,18310.459476,131.113368,5023.575524,1.840136,3016.160336,8583.3482
2020-10-01 18:15:00,2020-10-01 13:00:00,2020-10-01 13:15:00,2020-10-01,14,45686.488912,30.294076,8297.866724,2042.192816,18671.518088,138.681068,5022.106268,2.112656,2913.895604,8567.821612
2020-10-01 18:30:00,2020-10-01 13:15:00,2020-10-01 13:30:00,2020-10-01,14,46298.777232,30.408624,8562.707564,2227.38622,19032.45062,149.98182,5022.540488,2.829124,2804.102884,8466.369888
2020-10-01 18:45:00,2020-10-01 13:30:00,2020-10-01 13:45:00,2020-10-01,14,46850.871444,30.392028,8878.666028,2260.005524,19310.334952,149.719232,5021.663564,-2.0937,2888.335284,8313.848532
2020-10-01 19:00:00,2020-10-01 13:45:00,2020-10-01 14:00:00,2020-10-01,14,47236.263392,30.413284,9126.445092,2296.369164,19544.362064,149.84786,5021.924012,-0.228916,2977.404716,8089.726116
2020-10-01 19:15:00,2020-10-01 14:00:00,2020-10-01 14:15:00,2020-10-01,15,47936.895836,30.376636,9429.778496,2345.140284,20033.981184,149.706852,5021.612564,7.282996,3050.492456,7868.524368
2020-10-01 19:30:00,2020-10-01 14:15:00,2020-10-01 14:30:00,2020-10-01,15,48533.403824,30.566648,9736.141436,2391.941604,20517.700992,148.919156,5020.0078,-5.386316,3107.307524,7586.20498
2020-10-01 19:45:00,2020-10-01 14:30:00,2020-10-01 14:45:00,2020-10-01,15,48985.213576,34.638312,10036.725796,2441.597252,20729.109184,147.669592,5020.45576,0.583944,3210.11242,7364.321316
2020-10-01 20:00:00,2020-10-01 14:45:00,2020-10-01 15:00:00,2020-10-01,15,49490.190252,35.835792,10260.442028,2469.186328,21052.7902,148.625292,5018.267584,1.221428,3364.538956,7139.282644
2020-10-01 20:15:00,2020-10-01 15:00:00,2020-10-01 15:15:00,2020-10-01,16,49681.411716,35.857592,9996.16288,2474.46734,21464.69442,149.618892,5017.876988,1.610656,3599.28736,6941.835588
2020-10-01 20:30:00,2020-10-01 15:15:00,2020-10-01 15:30:00,2020-10-01,16,50079.953184,36.1584,10116.92088,2519.81106,21863.502848,150.334384,5018.725368,15.687484,3631.672096,6727.140664
2020-10-01 20:45:00,2020-10-01 15:30:00,2020-10-01 15:45:00,2020-10-01,16,50491.754352,37.538656,10496.055764,2527.865648,22053.335576,149.586464,5016.664912,-8.968896,3646.868316,6572.807912
2020-10-01 21:00:00,2020-10-01 15:45:00,2020-10-01 16:00:00,2020-10-01,16,50846.035464,36.484336,10878.618048,2534.165984,22257.554148,148.958624,5015.086352,-3.524516,3629.709368,6348.98312
2020-10-01 21:15:00,2020-10-01 16:00:00,2020-10-01 16:15:00,2020-10-01,17,51073.079728,37.473712,11085.9467,2541.761592,22443.576836,149.809592,5013.27708,-2.422624,3635.411336,6168.245504
2020-10-01 21:30:00,2020-10-01 16:15:00,2020-10-01 16:30:00,2020-10-01,17,51304.648456,36.295088,11226.33964,2544.498328,22690.15292,150.053996,5017.36888,2.569348,3618.658712,6018.711544
2020-10-01 21:45:00,2020-10-01 16:30:00,2020-10-01 16:45:00,2020-10-01,17,51462.401356,35.49836,11294.675436,2575.8606,22971.291704,149.872792,5017.562556,0.689276,3599.759788,5817.190844
2020-10-01 22:00:00,2020-10-01 16:45:00,2020-10-01 17:00:00,2020-10-01,17,51439.49532,34.9537,11304.641032,2566.562676,23138.567956,150.411816,5018.452132,4.978996,3583.684788,5637.242224
2020-10-01 22:15:00,2020-10-01 17:00:00,2020-10-01 17:15:00,2020-10-01,18,51202.264344,36.022376,11301.955076,2415.199412,23344.097332,150.481468,5018.711372,6.801364,3497.739328,5431.256616
2020-10-01 22:30:00,2020-10-01 17:15:00,2020-10-01 17:30:00,2020-10-01,18,51024.408544,36.399816,11383.990196,2354.743604,23471.574124,150.220192,5017.833456,2.545956,3370.58974,5236.51146
2020-10-01 22:45:00,2020-10-01 17:30:00,2020-10-01 17:45:00,2020-10-01,18,50786.337856,36.567732,11394.946472,2370.446688,23566.499516,151.27884,5019.127452,9.791428,3165.768368,5071.91136
2020-10-01 23:00:00,2020-10-01 17:45:00,2020-10-01 18:00:00,2020-10-01,18,50497.526936,37.063652,11437.146132,2442.287412,23638.899372,151.289904,5018.952264,0.2053,2839.095216,4932.587684
2020-10-01 23:15:00,2020-10-01 18:00:00,2020-10-01 18:15:00,2020-10-01,19,49825.769664,37.073768,11359.056752,2358.728552,23659.01528,151.175828,5018.421044,7.057288,2405.287096,4829.954056
2020-10-01 23:30:00,2020-10-01 18:15:00,2020-10-01 18:30:00,2020-10-01,19,49237.143952,38.002756,11353.050836,2392.295364,23717.211796,151.2613,5016.298228,7.301068,1819.68392,4742.038684
2020-10-01 23:45:00,2020-10-01 18:30:00,2020-10-01 18:45:00,2020-10-01,19,48570.819252,38.722048,11357.484624,2382.274436,23722.94716,151.20664,5013.137628,4.885484,1174.407772,4725.75346
2020-10-02 00:00:00,2020-10-01 18:45:00,2020-10-01 19:00:00,2020-10-01,19,48000.27992,38.86834,11356.303888,2503.680692,23659.745488,150.861392,5009.095144,8.38488,636.62938,4636.710716
2020-10-02 00:15:00,2020-10-01 19:00:00,2020-10-01 19:15:00,2020-10-01,20,47538.244168,38.871228,11493.28244,2713.792576,23310.117144,137.01442,5008.937856,30.325852,244.8749,4561.027752
2020-10-02 00:30:00,2020-10-01 19:15:00,2020-10-01 19:30:00,2020-10-01,20,47363.04554,38.918476,11395.062192,2738.287692,23343.283972,126.293296,5008.450576,8.086924,46.18338,4658.479032
2020-10-02 00:45:00,2020-10-01 19:30:00,2020-10-01 19:45:00,2020-10-01,20,47238.858152,38.899656,11019.474992,2625.806776,23367.772864,126.656956,5007.84182,-0.350448,0.13576,5052.619776
2020-10-02 01:00:00,2020-10-01 19:45:00,2020-10-01 20:00:00,2020-10-01,20,46981.61844,38.894424,10794.291196,2468.479984,23045.068344,126.453676,5006.355792,7.846676,0.0,5494.228348
2020-10-02 01:15:00,2020-10-01 20:00:00,2020-10-01 20:15:00,2020-10-01,21,46438.539316,38.92458,10394.146012,2272.356828,22553.040092,126.468856,5006.389612,5.39632,0.0,6041.817016
2020-10-02 01:30:00,2020-10-01 20:15:00,2020-10-01 20:30:00,2020-10-01,21,45950.941824,38.954028,9944.315856,2063.105044,22150.00398,126.590772,5006.316388,0.056876,0.0,6621.59888
2020-10-02 01:45:00,2020-10-01 20:30:00,2020-10-01 20:45:00,2020-10-01,21,45448.383112,39.061828,9579.163048,1818.512432,21768.293812,126.33626,5006.32488,-1.702452,0.0,7112.393304
2020-10-02 02:00:00,2020-10-01 20:45:00,2020-10-01 21:00:00,2020-10-01,21,44894.473476,39.189892,8965.320096,1730.629052,21300.914524,118.052344,5007.433352,6.389952,0.0,7726.544264
2020-10-02 02:15:00,2020-10-01 21:00:00,2020-10-01 21:15:00,2020-10-01,22,44369.627688,38.36316,8588.542644,1553.663736,20815.901216,14.307884,5007.65924,-2.418392,0.0,8353.6082
2020-10-02 02:30:00,2020-10-01 21:15:00,2020-10-01 21:30:00,2020-10-01,22,43624.213344,38.08014,8354.560616,1349.813448,20048.036696,5.539296,5007.147244,-2.885996,0.0,8823.9219
2020-10-02 02:45:00,2020-10-01 21:30:00,2020-10-01 21:45:00,2020-10-01,22,43079.045304,38.09298,7940.697524,1289.75638,19719.706296,6.857908,5008.198352,0.034184,0.0,9075.70168
2020-10-02 03:00:00,2020-10-01 21:45:00,2020-10-01 22:00:00,2020-10-01,22,42353.013464,38.125572,7524.945128,1270.303156,19023.055356,6.897708,5008.812632,-4.14724,0.0,9485.021152
2020-10-02 03:15:00,2020-10-01 22:00:00,2020-10-01 22:15:00,2020-10-01,23,41491.829972,39.215676,7171.888396,1183.101572,18361.554464,7.823292,5008.056952,4.06564,0.0,9716.12398
2020-10-02 03:30:00,2020-10-01 22:15:00,2020-10-01 22:30:00,2020-10-01,23,40660.053224,39.301744,7121.048624,1060.723052,17626.068996,7.80442,5006.48002,-3.368588,0.0,9801.994956
2020-10-02 03:45:00,2020-10-01 22:30:00,2020-10-01 22:45:00,2020-10-01,23,39941.74538,39.461824,6917.8572,925.626476,17136.752696,7.806464,5008.703688,-0.210784,0.0,9905.747816
2020-10-02 04:00:00,2020-10-01 22:45:00,2020-10-01 23:00:00,2020-10-01,23,39246.472644,39.51278,6652.64766,913.868668,16682.634948,7.818956,5006.501528,12.525512,0.0,9930.962592
2020-10-02 04:15:00,2020-10-01 23:00:00,2020-10-01 23:15:00,2020-10-01,24,38449.475804,39.512856,6484.224452,896.661896,15981.330856,7.821576,5008.5177,11.046788,0.0,10020.35968
2020-10-02 04:30:00,2020-10-01 23:15:00,2020-10-01 23:30:00,2020-10-01,24,37613.439936,39.506376,6385.695052,845.606232,15204.311704,7.833348,5005.74036,12.506588,0.0,10112.240276
2020-10-02 04:45:00,2020-10-01 23:30:00,2020-10-01 23:45:00,2020-10-01,24,36978.780188,39.513212,6225.540472,766.294888,14806.729592,7.836708,5008.0833,23.32328,0.0,10101.458736
2020-10-02 05:00:00,2020-10-01 23:45:00,2020-10-02 00:00:00,2020-10-01,24,36307.990352,39.558724,5940.536216,865.532032,14339.459396,7.845404,5009.212472,18.619328,0.0,10087.22678
2020-10-02 05:15:00,2020-10-02 00:00:00,2020-10-02 00:15:00,2020-10-02,1,35696.87426,39.539336,5787.810892,877.367736,13901.765608,7.853956,5008.438668,10.576968,0.0,10063.521096
2020-10-02 05:30:00,2020-10-02 00:15:00,2020-10-02 00:30:00,2020-10-02,1,35090.557504,39.512932,5793.118116,881.066848,13411.630308,7.840012,5009.240764,-4.128904,0.0,9952.277428
2020-10-02 05:45:00,2020-10-02 00:30:00,2020-10-02 00:45:00,2020-10-02,1,34514.297096,39.50632,5699.619812,881.303044,13056.1766,7.82628,5009.103808,-11.798096,0.0,9832.559328
2020-10-02 06:00:00,2020-10-02 00:45:00,2020-10-02 01:00:00,2020-10-02,1,34024.085284,39.528596,5599.67288,870.024964,12651.875696,7.828596,5008.497344,-0.61202,0.0,9847.269228
2020-10-02 06:15:00,2020-10-02 01:00:00,2020-10-02 01:15:00,2020-10-02,2,33662.3467,39.500824,5520.367752,851.768124,12539.96552,10.973296,5007.024748,-0.451064,0.0,9693.1975
2020-10-02 06:30:00,2020-10-02 01:15:00,2020-10-02 01:30:00,2020-10-02,2,33287.218784,39.58246,5523.157592,865.59898,12294.505156,11.281072,5007.320272,0.84668,0.0,9544.926572
2020-10-02 06:45:00,2020-10-02 01:30:00,2020-10-02 01:45:00,2020-10-02,2,32883.366436,39.307648,5595.144612,870.481016,11916.961496,11.24,5008.040752,3.821128,0.0,9438.369784
2020-10-02 07:00:00,2020-10-02 01:45:00,2020-10-02 02:00:00,2020-10-02,2,32573.362604,38.532744,5686.947192,868.402004,11791.414,11.249248,5008.78544,2.759028,0.0,9165.272948
2020-10-02 07:15:00,2020-10-02 02:00:00,2020-10-02 02:15:00,2020-10-02,3,32337.849624,38.593924,5698.354184,859.792248,11627.654316,11.2659,5010.189824,1.350688,0.0,9090.64854
2020-10-02 07:30:00,2020-10-02 02:15:00,2020-10-02 02:30:00,2020-10-02,3,32091.299008,38.56182,5697.595952,851.304412,11481.828652,11.210156,5007.358336,-2.070684,0.0,9005.510364
2020-10-02 07:45:00,2020-10-02 02:30:00,2020-10-02 02:45:00,2020-10-02,3,31821.884204,37.845244,5620.344324,866.275296,11333.356528,11.232424,5007.057052,2.138996,0.0,8943.63434
2020-10-02 08:00:00,2020-10-02 02:45:00,2020-10-02 03:00:00,2020-10-02,3,31659.459156,37.27422,5526.358324,853.668472,11192.447856,11.246652,5008.232584,1.385044,0.0,9028.846004
2020-10-02 08:15:00,2020-10-02 03:00:00,2020-10-02 03:15:00,2020-10-02,4,31530.896472,37.289116,5472.445252,852.724584,11260.662836,11.250372,5007.29972,0.492664,0.0,8888.731928
2020-10-02 08:30:00,2020-10-02 03:15:00,2020-10-02 03:30:00,2020-10-02,4,31413.422456,37.245496,5391.681692,858.285848,11223.9003,11.181788,5006.665556,-3.623916,0.0,8888.085692
2020-10-02 08:45:00,2020-10-02 03:30:00,2020-10-02 03:45:00,2020-10-02,4,31377.79558,37.313188,5375.314036,842.29572,11318.93432,11.281932,5009.525656,1.136988,0.0,8781.99374
2020-10-02 09:00:00,2020-10-02 03:45:00,2020-10-02 04:00:00,2020-10-02,4,31294.490516,37.277356,5331.405,835.203828,11379.226848,11.166192,5007.725504,-3.85348,0.0,8696.339268
2020-10-02 09:15:00,2020-10-02 04:00:00,2020-10-02 04:15:00,2020-10-02,5,31434.193504,37.327452,5349.509288,840.766832,11295.906368,9.116764,5008.684868,-0.155916,0.0,8893.037848
2020-10-02 09:30:00,2020-10-02 04:15:00,2020-10-02 04:30:00,2020-10-02,5,31425.245112,37.265952,5305.899736,844.499236,11157.594824,8.794704,5008.139216,-2.052664,0.0,9065.104108
2020-10-02 09:45:00,2020-10-02 04:30:00,2020-10-02 04:45:00,2020-10-02,5,31487.824216,37.332432,5302.070868,854.20292,10984.17758,8.853628,5009.47088,1.898208,0.0,9289.8177
2020-10-02 10:00:00,2020-10-02 04:45:00,2020-10-02 05:00:00,2020-10-02,5,31583.691556,37.302568,5312.74762,841.946676,11080.641768,8.833496,5009.474176,-4.1488,0.0,9296.894052
2020-10-02 10:15:00,2020-10-02 05:00:00,2020-10-02 05:15:00,2020-10-02,6,31964.842336,37.352064,5379.565512,853.133708,11471.356936,8.877636,5008.634652,2.965728,0.0,9202.9561
2020-10-02 10:30:00,2020-10-02 05:15:00,2020-10-02 05:30:00,2020-10-02,6,32318.641816,37.31416,5372.673268,855.1494,11765.523308,8.820044,5007.365988,-4.465764,0.0,9276.261412
2020-10-02 10:45:00,2020-10-02 05:30:00,2020-10-02 05:45:00,2020-10-02,6,32615.319588,37.332684,5382.324164,854.103776,11917.839384,8.434084,5007.440728,-1.5305,0.0,9409.375268
2020-10-02 11:00:00,2020-10-02 05:45:00,2020-10-02 06:00:00,2020-10-02,6,33072.553256,37.328264,5347.038284,847.685692,12393.719512,7.897716,5006.489936,-2.7044,0.0,9435.098252
2020-10-02 11:15:00,2020-10-02 06:00:00,2020-10-02 06:15:00,2020-10-02,7,33772.47454,37.32924,5344.71838,819.474832,12926.918456,7.919972,5007.405884,-0.761148,0.0,9629.468924
2020-10-02 11:30:00,2020-10-02 06:15:00,2020-10-02 06:30:00,2020-10-02,7,34465.342756,37.310828,5382.014168,822.519244,13427.88718,7.652424,5008.468796,-0.682004,0.0,9780.17212
2020-10-02 11:45:00,2020-10-02 06:30:00,2020-10-02 06:45:00,2020-10-02,7,34941.361124,37.3438,5488.592132,838.71526,13943.025816,7.54652,5007.787528,0.02154,0.0,9618.328528
2020-10-02 12:00:00,2020-10-02 06:45:00,2020-10-02 07:00:00,2020-10-02,7,35360.079892,37.321316,5555.312824,866.880416,14232.0014,7.836052,5007.116272,-2.21738,0.0,9655.828992
2020-10-02 12:15:00,2020-10-02 07:00:00,2020-10-02 07:15:00,2020-10-02,8,35878.95702,37.345564,5670.712164,860.182876,14412.69606,7.995152,5007.737852,-5.705552,0.0,9887.992904
2020-10-02 12:30:00,2020-10-02 07:15:00,2020-10-02 07:30:00,2020-10-02,8,35922.000292,37.328052,5700.913248,875.43856,14211.474628,8.125704,5005.935356,-14.29374,0.364584,10096.7139
2020-10-02 12:45:00,2020-10-02 07:30:00,2020-10-02 07:45:00,2020-10-02,8,35886.45754,37.335276,5666.265892,875.74416,13971.75456,8.171456,5006.3678,-13.063856,9.831768,10324.050484
2020-10-02 13:00:00,2020-10-02 07:45:00,2020-10-02 08:00:00,2020-10-02,8,36016.927108,37.64502,5591.287568,880.173124,13962.646672,8.134164,5007.013556,-7.591272,57.693136,10479.92514
2020-10-02 13:15:00,2020-10-02 08:00:00,2020-10-02 08:15:00,2020-10-02,9,36291.403404,38.414684,5520.165828,876.591588,14069.522876,8.137648,5006.539008,0.903532,293.601668,10477.526572
2020-10-02 13:30:00,2020-10-02 08:15:00,2020-10-02 08:30:00,2020-10-02,9,36787.165644,38.212108,5522.250196,869.081164,14343.259184,8.102384,5005.014356,-6.802724,747.154364,10260.894612
2020-10-02 13:45:00,2020-10-02 08:30:00,2020-10-02 08:45:00,2020-10-02,9,36978.304536,36.667912,5547.661452,792.518552,14466.857508,8.1249,5010.727776,-1.242932,1350.779452,9766.209916
2020-10-02 14:00:00,2020-10-02 08:45:00,2020-10-02 09:00:00,2020-10-02,9,37302.505228,34.0094,5649.972388,781.430448,14932.79506,8.141596,5010.984432,-11.252272,1975.734812,8920.689364
