ERCOT 15-Minute Fuel Mix Generation (megawatt)
15-minute generation data by fuel for ERCOT
Source: EIA collected from ERCOT
UTC Timestamp (Interval Ending),Local Timestamp Central Time (Interval Beginning),Local Timestamp Central Time (Interval Ending),Local Date,Hour Number,Total Generation (MW),Biomass Generation (MW),Coal Generation (MW),Gas Generation (MW),Gas-CC Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Generation (MW),Solar Generation (MW),WSL Generation (MW),Wind Generation (MW)
2023-07-01 07:45:00,2023-07-01 02:30:00,2023-07-01 02:45:00,2023-07-01,3,51930.22528,56.662648,8802.22204,3027.019864,23284.55762,40.212572,4636.459644,23.76424,0.005656,-92.127816,12151.448812
2023-07-01 08:00:00,2023-07-01 02:45:00,2023-07-01 03:00:00,2023-07-01,3,51611.148988,56.640044,8846.807524,3021.00454,23298.622856,38.74408,4636.599024,28.520464,0.000384,-78.911592,11763.121664
2023-07-01 08:15:00,2023-07-01 03:00:00,2023-07-01 03:15:00,2023-07-01,4,51185.315668,56.574952,8916.744016,3011.724452,23319.174268,15.501412,4636.772404,8.485264,0.000384,-82.4345,11302.773016
2023-07-01 08:30:00,2023-07-01 03:15:00,2023-07-01 03:30:00,2023-07-01,4,50818.525492,56.363772,8905.516048,3007.78972,23239.524056,15.069992,4634.952084,5.260656,0.000384,-74.207164,11028.255944
2023-07-01 08:45:00,2023-07-01 03:30:00,2023-07-01 03:45:00,2023-07-01,4,50348.61264,56.432552,8719.07754,2943.222872,23057.402472,15.04942,4635.814796,0.73,0.000384,-62.032472,10982.915076
2023-07-01 09:00:00,2023-07-01 03:45:00,2023-07-01 04:00:00,2023-07-01,4,49964.204236,56.41566,8440.700012,2912.173092,22994.346836,15.05058,4636.880776,0.959048,0.000408,-64.337592,10972.015416
2023-07-01 09:15:00,2023-07-01 04:00:00,2023-07-01 04:15:00,2023-07-01,5,49626.201492,56.354544,8092.442548,2899.765,23040.00622,15.00888,4636.82868,0.133508,0.00036,-89.858112,10975.519864
2023-07-01 09:30:00,2023-07-01 04:15:00,2023-07-01 04:30:00,2023-07-01,5,49301.674608,56.185432,7764.593272,2857.011712,22959.405732,14.91326,4636.196,0.631736,0.000384,-107.204428,11119.941508
2023-07-01 09:45:00,2023-07-01 04:30:00,2023-07-01 04:45:00,2023-07-01,5,48961.426228,56.367492,7345.099968,2782.529908,22911.09642,14.849752,4636.653452,0.06778,0.000408,-105.228956,11319.990004
2023-07-01 10:00:00,2023-07-01 04:45:00,2023-07-01 05:00:00,2023-07-01,5,48599.171312,56.592532,6986.545528,2779.159628,22869.510388,14.801116,4637.086068,0.060556,0.000432,-117.900704,11373.315768
2023-07-01 10:15:00,2023-07-01 05:00:00,2023-07-01 05:15:00,2023-07-01,6,48644.143592,56.606932,6674.652052,2770.573064,22880.559456,14.754844,4637.270496,0.424392,0.000384,-56.761704,11666.063676
2023-07-01 10:30:00,2023-07-01 05:15:00,2023-07-01 05:30:00,2023-07-01,6,48938.860556,56.653044,6218.613188,2764.38126,22860.529292,14.76874,4637.696152,0.652436,0.000432,-50.404368,12435.97038
2023-07-01 10:45:00,2023-07-01 05:30:00,2023-07-01 05:45:00,2023-07-01,6,48632.461552,56.63426,5819.369616,2765.831884,22561.429424,14.771276,4637.42962,0.044456,0.00036,-68.802388,12845.753044
2023-07-01 11:00:00,2023-07-01 05:45:00,2023-07-01 06:00:00,2023-07-01,6,48436.384096,56.534732,5546.982716,2759.508676,22214.323032,14.734676,4637.593956,0.661384,0.000288,-126.250232,13332.294868
2023-07-01 11:15:00,2023-07-01 06:00:00,2023-07-01 06:15:00,2023-07-01,7,48439.544092,56.701444,5249.842,2750.004576,21510.638768,14.78568,4638.570588,6.162828,0.0,-93.864264,14306.702472
2023-07-01 11:30:00,2023-07-01 06:15:00,2023-07-01 06:30:00,2023-07-01,7,48552.742536,56.825356,5133.883084,2852.173788,21458.701332,14.82252,4638.938732,201.888736,0.538972,-22.143696,14217.113712
2023-07-01 11:45:00,2023-07-01 06:30:00,2023-07-01 06:45:00,2023-07-01,7,48255.121124,56.72524,5262.326224,2867.069864,22049.247356,14.853292,4638.956928,147.771128,44.154208,-42.19568,13216.212564
2023-07-01 12:00:00,2023-07-01 06:45:00,2023-07-01 07:00:00,2023-07-01,7,48102.376252,56.696248,5391.899084,2843.707996,22262.93806,14.80864,4639.280408,35.502944,228.555136,-133.309284,12762.29702
2023-07-01 12:15:00,2023-07-01 07:00:00,2023-07-01 07:15:00,2023-07-01,8,48034.475344,56.757164,5401.110824,2850.2399,22375.476096,14.901476,4639.877472,91.239096,619.041016,-30.830792,12016.663092
2023-07-01 12:30:00,2023-07-01 07:15:00,2023-07-01 07:30:00,2023-07-01,8,48459.033092,56.661716,5667.973272,2823.567928,22962.40816,14.807132,4639.055632,15.86278,1148.299464,-71.1604,11201.557408
2023-07-01 12:45:00,2023-07-01 07:30:00,2023-07-01 07:45:00,2023-07-01,8,48803.483192,56.55932,5906.523108,2810.33488,23016.924648,14.802988,4639.184912,15.3747,1922.622772,-103.243676,10524.39954
2023-07-01 13:00:00,2023-07-01 07:45:00,2023-07-01 08:00:00,2023-07-01,8,49347.821332,56.657632,5970.577012,2835.97652,23005.14784,14.877528,4640.85476,62.86348,3043.795528,-38.3124,9755.383432
2023-07-01 13:15:00,2023-07-01 08:00:00,2023-07-01 08:15:00,2023-07-01,9,50299.78396,56.43302,6197.471556,2817.80612,23015.253092,14.698636,4639.315832,16.978752,4429.409344,-173.03076,9285.448368
2023-07-01 13:30:00,2023-07-01 08:15:00,2023-07-01 08:30:00,2023-07-01,9,51074.247628,56.522356,5965.592248,2855.911328,22751.024672,14.684828,4639.572712,26.869084,5345.408072,-88.085408,9506.747736
2023-07-01 13:45:00,2023-07-01 08:30:00,2023-07-01 08:45:00,2023-07-01,9,51873.901,56.609664,5846.104568,2936.762756,22659.06598,14.676416,4640.19794,118.941388,5950.412612,-68.671752,9719.801428
2023-07-01 14:00:00,2023-07-01 08:45:00,2023-07-01 09:00:00,2023-07-01,9,52797.91822,56.911488,5841.621128,2989.09622,22665.353836,14.73862,4641.68058,122.760768,6331.920356,-123.35118,10257.186404
2023-07-01 14:15:00,2023-07-01 09:00:00,2023-07-01 09:15:00,2023-07-01,10,53805.977524,56.759096,6224.552336,3129.072784,22914.837088,28.682864,4638.284888,103.886268,6440.54296,-197.068196,10466.427436
2023-07-01 14:30:00,2023-07-01 09:15:00,2023-07-01 09:30:00,2023-07-01,10,54799.3167,57.27138,6298.031236,3218.918588,22888.975508,34.899268,4640.180048,134.995328,6837.73644,-214.990496,10903.2994
2023-07-01 14:45:00,2023-07-01 09:30:00,2023-07-01 09:45:00,2023-07-01,10,55827.826712,57.389832,6729.446356,3320.029332,23186.759776,34.227844,4637.864988,119.06312,6991.622248,-273.718552,11025.141768
2023-07-01 15:00:00,2023-07-01 09:45:00,2023-07-01 10:00:00,2023-07-01,10,56783.866748,57.798372,6704.325476,3409.717032,23165.115192,34.3378,4638.826684,10.558372,7625.098268,-245.584684,11383.674236
2023-07-01 15:15:00,2023-07-01 10:00:00,2023-07-01 10:15:00,2023-07-01,11,58085.675896,60.75132,6690.468692,3617.450612,23356.690008,33.810596,4638.990192,66.55974,8386.2461,-58.68936,11293.397996
2023-07-01 15:30:00,2023-07-01 10:15:00,2023-07-01 10:30:00,2023-07-01,11,58975.033576,68.409356,7036.07266,3715.55456,23470.39752,33.197584,4639.17216,18.065796,8979.56304,-108.348016,11122.948916
2023-07-01 15:45:00,2023-07-01 10:30:00,2023-07-01 10:45:00,2023-07-01,11,60007.128472,75.437124,7429.4747,3855.429716,23621.371356,33.30982,4639.664856,57.867008,8974.094072,-50.24676,11370.72658
2023-07-01 16:00:00,2023-07-01 10:45:00,2023-07-01 11:00:00,2023-07-01,11,61065.808388,78.012472,7790.432336,4058.658352,23791.189284,33.31378,4638.924084,53.89806,9102.539916,-78.08434,11596.924444
2023-07-01 16:15:00,2023-07-01 11:00:00,2023-07-01 11:15:00,2023-07-01,12,61763.913092,85.175916,7781.921596,4374.375976,24113.45968,33.020252,4638.31482,28.390784,9216.79428,-104.935968,11597.395756
2023-07-01 16:30:00,2023-07-01 11:15:00,2023-07-01 11:30:00,2023-07-01,12,62504.7198,92.674024,7839.762112,4724.076768,24376.607208,33.511324,4638.312564,209.55442,9156.709244,-21.770892,11455.283028
2023-07-01 16:45:00,2023-07-01 11:30:00,2023-07-01 11:45:00,2023-07-01,12,63260.257856,100.467372,8455.066728,4898.487164,24939.141676,33.144232,4636.854196,18.66268,9525.4421,-154.419068,10807.410776
2023-07-01 17:00:00,2023-07-01 11:45:00,2023-07-01 12:00:00,2023-07-01,12,64106.163644,106.043076,8886.102132,5093.36902,25231.483188,33.136816,4636.573472,24.006008,9741.643268,-71.748188,10425.554852
2023-07-01 17:15:00,2023-07-01 12:00:00,2023-07-01 12:15:00,2023-07-01,13,64677.48808,106.771724,8859.58218,5216.037664,25372.812612,33.326104,4635.760028,0.402232,9880.18562,-171.822356,10744.432272
2023-07-01 17:30:00,2023-07-01 12:15:00,2023-07-01 12:30:00,2023-07-01,13,65326.586816,106.900352,8568.510864,5298.517508,25347.589196,33.74654,4636.003276,5.262584,10162.864108,-106.309824,11273.502212
2023-07-01 17:45:00,2023-07-01 12:30:00,2023-07-01 12:45:00,2023-07-01,13,65900.341376,107.027672,8644.875396,5461.148804,25462.47296,34.272212,4636.7399,19.794472,10098.86728,-64.454372,11499.597052
2023-07-01 18:00:00,2023-07-01 12:45:00,2023-07-01 13:00:00,2023-07-01,13,66360.30592,106.9522,8671.196308,5607.71616,25592.623276,33.7353,4635.279492,3.010648,10052.76434,-103.178964,11760.20716
2023-07-01 18:15:00,2023-07-01 13:00:00,2023-07-01 13:15:00,2023-07-01,14,66471.844376,106.982988,8292.151964,5774.47696,25563.459712,30.481976,4635.361264,4.698256,10275.848676,-52.786084,11841.168664
2023-07-01 18:30:00,2023-07-01 13:15:00,2023-07-01 13:30:00,2023-07-01,14,66714.511564,107.07214,8299.305152,5955.446072,25651.674104,30.77812,4635.278924,151.559196,10104.412456,-35.465384,11814.450784
2023-07-01 18:45:00,2023-07-01 13:30:00,2023-07-01 13:45:00,2023-07-01,14,67037.456252,107.017952,8806.368616,6201.234324,26093.13944,30.652324,4634.232812,70.035952,9758.05742,-92.022052,11428.739464
2023-07-01 19:00:00,2023-07-01 13:45:00,2023-07-01 14:00:00,2023-07-01,14,67344.229744,107.052108,9217.816612,6839.7389,26295.854188,30.670608,4633.653284,12.944544,9518.518536,-126.71512,10814.696084
2023-07-01 19:15:00,2023-07-01 14:00:00,2023-07-01 14:15:00,2023-07-01,15,67533.972828,107.031432,9398.435084,7032.663184,26392.162996,30.875184,4633.505516,25.777152,9363.298588,-96.93756,10647.161252
2023-07-01 19:30:00,2023-07-01 14:15:00,2023-07-01 14:30:00,2023-07-01,15,67761.849388,107.035392,9716.276828,7271.953268,26156.94122,31.959112,4633.061312,225.007688,9201.15686,-34.590704,10453.048412
2023-07-01 19:45:00,2023-07-01 14:30:00,2023-07-01 14:45:00,2023-07-01,15,67823.486048,106.981268,9995.859628,7809.77252,26041.463652,31.457748,4631.954824,7.424108,9068.242644,-206.016032,10336.345688
2023-07-01 20:00:00,2023-07-01 14:45:00,2023-07-01 15:00:00,2023-07-01,15,68183.943624,106.21368,9866.572912,7762.915404,25964.852344,31.955568,4632.778664,35.462384,9275.983976,-87.313844,10594.522536
2023-07-01 20:15:00,2023-07-01 15:00:00,2023-07-01 15:15:00,2023-07-01,16,68282.248032,105.811932,9588.933004,7839.89058,25728.24692,31.631532,4631.88678,11.523756,9478.528916,-75.71484,10941.509452
2023-07-01 20:30:00,2023-07-01 15:15:00,2023-07-01 15:30:00,2023-07-01,16,68538.175424,106.071504,9479.268348,8190.971576,25737.869196,31.938844,4630.797256,184.955228,9110.710788,-47.90168,11113.494364
2023-07-01 20:45:00,2023-07-01 15:30:00,2023-07-01 15:45:00,2023-07-01,16,68412.569164,106.87346,9722.55788,8422.017572,25798.3217,31.992488,4631.130044,117.76762,9010.506904,-112.247892,10683.649388
2023-07-01 21:00:00,2023-07-01 15:45:00,2023-07-01 16:00:00,2023-07-01,16,68785.794776,105.861856,9784.719724,8677.1031,25843.265668,31.45358,4629.71908,48.416516,8744.006768,-105.992844,11027.241328
2023-07-01 21:15:00,2023-07-01 16:00:00,2023-07-01 16:15:00,2023-07-01,17,69023.444104,106.696456,9706.367712,8743.493876,25674.309872,31.479128,4629.37998,5.222236,8865.418136,-123.958004,11385.034712
2023-07-01 21:30:00,2023-07-01 16:15:00,2023-07-01 16:30:00,2023-07-01,17,69125.531844,106.56006,9309.518736,8866.965656,25435.178576,31.149328,4628.42642,2.685376,8998.23552,-152.429804,11899.241976
2023-07-01 21:45:00,2023-07-01 16:30:00,2023-07-01 16:45:00,2023-07-01,17,69343.769048,106.119584,9091.016332,9116.05894,25383.822648,31.920104,4629.051476,66.613808,8604.213192,-41.31032,12356.263284
2023-07-01 22:00:00,2023-07-01 16:45:00,2023-07-01 17:00:00,2023-07-01,17,69476.657268,105.9984,9192.767876,9340.357448,25754.785348,31.893636,4628.163244,197.866144,8216.62522,-19.077376,12027.277328
2023-07-01 22:15:00,2023-07-01 17:00:00,2023-07-01 17:15:00,2023-07-01,18,69330.231756,105.885096,9510.212768,9761.047744,26054.409384,96.677332,4627.777688,50.160912,7480.938376,-157.577732,11800.700188
2023-07-01 22:30:00,2023-07-01 17:15:00,2023-07-01 17:30:00,2023-07-01,18,68954.146308,105.996424,9595.569764,9690.779492,26013.264432,99.960592,4628.068704,36.296772,6609.666224,-100.17056,12274.714464
2023-07-01 22:45:00,2023-07-01 17:30:00,2023-07-01 17:45:00,2023-07-01,18,68613.21688,105.836584,9561.95832,9657.487376,25907.07776,99.171444,4627.263392,147.23528,5768.064428,-77.242796,12816.365092
2023-07-01 23:00:00,2023-07-01 17:45:00,2023-07-01 18:00:00,2023-07-01,18,68493.780268,106.056496,9396.261444,9455.507632,25819.917496,99.490748,4629.015212,79.133408,5714.061312,-127.816368,13322.152888
2023-07-01 23:15:00,2023-07-01 18:00:00,2023-07-01 18:15:00,2023-07-01,19,68013.729768,105.713472,9331.094256,9332.83892,25659.862932,123.52618,4627.82496,31.727716,5422.341416,-58.686416,13437.486332
2023-07-01 23:30:00,2023-07-01 18:15:00,2023-07-01 18:30:00,2023-07-01,19,67676.15746,105.823336,9277.696776,9384.751356,25554.041644,113.767084,4627.903404,17.874656,5304.242184,-59.060868,13349.117888
2023-07-01 23:45:00,2023-07-01 18:30:00,2023-07-01 18:45:00,2023-07-01,19,67141.579736,105.88532,9250.082732,9318.846268,25408.534316,113.722032,4627.976108,87.265124,4815.916964,-44.400244,13457.751116
2023-07-02 00:00:00,2023-07-01 18:45:00,2023-07-01 19:00:00,2023-07-01,19,66430.94892,105.90064,9326.569736,9371.047532,25654.555944,113.514968,4628.457156,132.106312,4125.634032,-18.689608,12991.852208
2023-07-02 00:15:00,2023-07-01 19:00:00,2023-07-01 19:15:00,2023-07-01,20,66154.956316,105.862052,9576.05444,9657.227168,26146.185048,132.039976,4629.010852,139.806576,3242.764028,-34.828248,12560.834424
2023-07-02 00:30:00,2023-07-01 19:15:00,2023-07-01 19:30:00,2023-07-01,20,65565.427404,105.786252,9763.187616,9856.332748,26376.076764,131.654092,4628.4294,17.5962,2409.352136,-239.30706,12516.319256
2023-07-02 00:45:00,2023-07-01 19:30:00,2023-07-01 19:45:00,2023-07-01,20,64956.091316,105.959324,9951.563928,9604.932592,26540.530236,132.458524,4629.63866,139.941452,1714.570472,-83.729724,12220.225852
2023-07-02 01:00:00,2023-07-01 19:45:00,2023-07-01 20:00:00,2023-07-01,20,64242.803324,105.749364,10026.033772,9717.027312,26577.036544,131.675996,4627.908308,30.782532,1134.710408,-135.378508,12027.257596
2023-07-02 01:15:00,2023-07-01 20:00:00,2023-07-01 20:15:00,2023-07-01,21,63505.41814,105.980168,9977.623844,9396.11828,26568.765812,132.697848,4630.592188,131.127628,691.810852,-41.6677,11912.36922
2023-07-02 01:30:00,2023-07-01 20:15:00,2023-07-01 20:30:00,2023-07-01,21,62970.527296,105.911172,10061.596892,9309.897276,26645.117764,131.659036,4629.23664,117.350796,375.676244,-23.163904,11617.24538
2023-07-02 01:45:00,2023-07-01 20:30:00,2023-07-01 20:45:00,2023-07-01,21,62594.487092,105.958132,10163.988896,9336.658824,26497.630288,131.77636,4630.470436,193.401348,109.402196,-7.60812,11432.808732
2023-07-02 02:00:00,2023-07-01 20:45:00,2023-07-01 21:00:00,2023-07-01,21,62312.355264,105.907936,10237.28356,9484.569,26540.347748,129.264372,4630.638796,125.533624,11.491408,-49.301876,11096.620696
2023-07-02 02:15:00,2023-07-01 21:00:00,2023-07-01 21:15:00,2023-07-01,22,62010.501032,106.183924,10285.331448,9324.906584,26600.285288,105.191232,4632.668536,107.51492,0.018076,-67.16842,10915.569444
2023-07-02 02:30:00,2023-07-01 21:15:00,2023-07-01 21:30:00,2023-07-01,22,61543.6971,105.927688,10247.382272,9075.836724,26547.792164,104.487648,4631.0211,35.2282,1.51818,-19.811272,10814.314396
2023-07-02 02:45:00,2023-07-01 21:30:00,2023-07-01 21:45:00,2023-07-01,22,60793.086428,105.850332,10224.839424,8530.727348,26550.998872,104.043052,4630.026188,3.75596,0.53768,-53.054252,10695.361824
2023-07-02 03:00:00,2023-07-01 21:45:00,2023-07-01 22:00:00,2023-07-01,22,60264.082516,105.929472,10166.105424,8144.621124,26395.74262,96.960196,4631.104208,20.856288,0.719684,-23.742288,10725.785788
2023-07-02 03:15:00,2023-07-01 22:00:00,2023-07-01 22:15:00,2023-07-01,23,59683.011188,102.63766,10156.709384,7795.049888,26101.761688,12.03614,4631.864132,35.795868,0.000408,-9.852572,10857.008592
2023-07-02 03:30:00,2023-07-01 22:15:00,2023-07-01 22:30:00,2023-07-01,23,58912.509696,95.276576,10138.054332,7567.13392,25768.074096,11.764356,4631.962144,33.283392,0.000408,-14.789764,10681.750236
2023-07-02 03:45:00,2023-07-01 22:30:00,2023-07-01 22:45:00,2023-07-01,23,57939.989684,87.892284,9986.456928,7203.199292,25687.856284,11.759664,4632.793388,16.200144,0.00036,-43.432684,10357.264024
2023-07-02 04:00:00,2023-07-01 22:45:00,2023-07-01 23:00:00,2023-07-01,23,57272.680424,80.176444,9821.755552,6933.856212,25597.44112,11.841632,4631.148876,4.763424,0.000408,-96.242924,10287.93968
2023-07-02 04:15:00,2023-07-01 23:00:00,2023-07-01 23:15:00,2023-07-01,24,56663.58958,74.22948,9769.158244,6470.823528,25338.993196,12.123792,4632.182304,78.444236,0.000824,-17.552992,10305.186968
2023-07-02 04:30:00,2023-07-01 23:15:00,2023-07-01 23:30:00,2023-07-01,24,55863.426668,71.976324,9838.152636,6074.45514,25255.751096,11.97626,4631.403928,9.209212,0.000456,-99.016376,10069.517992
2023-07-02 04:45:00,2023-07-01 23:30:00,2023-07-01 23:45:00,2023-07-01,24,55043.384488,64.97612,9791.35312,5794.083348,25150.084536,11.658208,4631.95554,16.874096,0.000408,-55.528228,9637.92734
2023-07-02 05:00:00,2023-07-01 23:45:00,2023-07-02 00:00:00,2023-07-01,24,54236.18858,57.962444,9583.737088,5497.864396,25017.929396,11.7218,4633.075864,51.324216,0.000384,-37.778824,9420.351816
2023-07-02 05:15:00,2023-07-02 00:00:00,2023-07-02 00:15:00,2023-07-02,1,53655.315944,58.879672,9526.593144,5273.890832,24844.23494,11.784476,4633.198424,79.44834,0.00036,-24.230896,9251.516652
2023-07-02 05:30:00,2023-07-02 00:15:00,2023-07-02 00:30:00,2023-07-02,1,52948.75418,58.80644,9442.640548,5094.543088,24753.84962,11.87508,4632.411328,41.748048,0.000288,-26.8109,8939.69064
2023-07-02 05:45:00,2023-07-02 00:30:00,2023-07-02 00:45:00,2023-07-02,1,52285.66716,58.7633,9328.618932,4977.375264,24689.704192,11.85474,4632.102124,7.33966,0.00036,-25.818984,8605.727572
2023-07-02 06:00:00,2023-07-02 00:45:00,2023-07-02 01:00:00,2023-07-02,1,51597.8902,58.802444,9178.647752,4835.8583,24520.354524,11.907472,4633.015576,10.869264,0.000432,-33.436672,8381.871108
2023-07-02 06:15:00,2023-07-02 01:00:00,2023-07-02 01:15:00,2023-07-02,2,51144.529304,58.793708,9121.890364,4797.187452,24445.18484,12.010944,4633.62168,11.872392,0.00036,-23.191936,8087.1595
2023-07-02 06:30:00,2023-07-02 01:15:00,2023-07-02 01:30:00,2023-07-02,2,50514.641872,58.760424,9136.817004,4574.106388,24391.218512,11.945352,4633.58206,4.38262,0.000432,-24.10156,7727.93064
2023-07-02 06:45:00,2023-07-02 01:30:00,2023-07-02 01:45:00,2023-07-02,2,49934.141516,58.8113,9229.172232,4269.906316,24084.073048,12.016612,4642.414748,43.53026,0.000456,-25.829164,7620.045708
2023-07-02 07:00:00,2023-07-02 01:45:00,2023-07-02 02:00:00,2023-07-02,2,49393.383412,58.963824,9114.777872,3974.82482,23986.169564,12.26612,4655.39976,2.532276,0.000408,-46.737956,7635.186724
2023-07-02 07:15:00,2023-07-02 02:00:00,2023-07-02 02:15:00,2023-07-02,3,48883.273224,59.143112,8929.603632,3826.27852,23678.582812,12.339732,4654.412748,0.920676,0.000384,-46.018468,7768.010076
2023-07-02 07:30:00,2023-07-02 02:15:00,2023-07-02 02:30:00,2023-07-02,3,48375.597664,59.35334,8483.237808,3724.580956,23580.530184,12.982468,4667.718688,17.00716,0.000408,-14.070736,7844.257388
2023-07-02 07:45:00,2023-07-02 02:30:00,2023-07-02 02:45:00,2023-07-02,3,48060.957828,59.193808,8279.68198,3624.446184,23676.664036,12.967524,4686.945248,25.662396,0.000408,-32.243848,7727.640092
2023-07-02 08:00:00,2023-07-02 02:45:00,2023-07-02 03:00:00,2023-07-02,3,47716.73442,59.323224,8087.467432,3612.08478,23607.42626,14.178236,4725.22076,7.9529,0.000408,-36.368452,7639.448872
2023-07-02 08:15:00,2023-07-02 03:00:00,2023-07-02 03:15:00,2023-07-02,4,47399.569336,59.173184,7983.248144,3582.102328,23677.277552,32.00608,4769.545812,5.511392,0.000408,-58.688852,7349.393288
2023-07-02 08:30:00,2023-07-02 03:15:00,2023-07-02 03:30:00,2023-07-02,4,47140.48096,59.244108,7822.661444,3559.785412,23718.71126,32.169728,4814.402988,1.837376,0.000408,-26.097868,7157.766104
2023-07-02 08:45:00,2023-07-02 03:30:00,2023-07-02 03:45:00,2023-07-02,4,46829.605716,59.215708,7665.09282,3572.001412,23773.735632,32.313344,4846.708856,28.234012,0.000456,-16.424424,6868.7279
2023-07-02 09:00:00,2023-07-02 03:45:00,2023-07-02 04:00:00,2023-07-02,4,46591.584368,59.167432,7706.163916,3578.437628,23773.970432,31.516808,4847.490492,6.280672,0.000384,-32.666964,6621.223568
2023-07-02 09:15:00,2023-07-02 04:00:00,2023-07-02 04:15:00,2023-07-02,5,46198.492772,59.22426,7427.371048,3596.931488,23694.925216,12.091936,4857.651716,4.709972,0.000456,-27.899352,6573.486032
2023-07-02 09:30:00,2023-07-02 04:15:00,2023-07-02 04:30:00,2023-07-02,5,46028.581696,59.194796,7223.855556,3695.875364,23743.070436,11.92552,4898.503696,22.750652,0.000408,-31.958248,6405.363516
2023-07-02 09:45:00,2023-07-02 04:30:00,2023-07-02 04:45:00,2023-07-02,5,45909.972232,59.282272,7285.201664,3824.950184,23677.941076,11.939252,4929.49494,54.722592,0.000336,-24.099528,6090.539444
2023-07-02 10:00:00,2023-07-02 04:45:00,2023-07-02 05:00:00,2023-07-02,5,45664.523268,59.23144,7414.016456,3886.56622,23632.303152,11.818192,4931.986268,3.234552,0.00036,-61.841896,5787.208524
2023-07-02 10:15:00,2023-07-02 05:00:00,2023-07-02 05:15:00,2023-07-02,6,45586.773908,59.486072,7472.828284,4014.356812,23558.072032,11.946532,4933.775724,117.884676,0.007372,-17.899684,5436.316088
2023-07-02 10:30:00,2023-07-02 05:15:00,2023-07-02 05:30:00,2023-07-02,6,45661.254804,59.182488,7835.61328,4060.391828,23764.372396,11.892892,4933.152344,17.600564,0.000408,-78.98328,5058.031884
2023-07-02 10:45:00,2023-07-02 05:30:00,2023-07-02 05:45:00,2023-07-02,6,45550.258132,59.259104,8109.37386,4060.598796,23674.077352,11.84684,4938.852892,2.188328,0.000408,-46.402588,4740.46314
2023-07-02 11:00:00,2023-07-02 05:45:00,2023-07-02 06:00:00,2023-07-02,6,45532.66632,59.257292,8312.918044,4132.612684,23716.152464,11.68942,4939.667208,66.587176,0.000144,-35.249696,4329.031584
2023-07-02 11:15:00,2023-07-02 06:00:00,2023-07-02 06:15:00,2023-07-02,7,45549.166924,59.268456,8461.185932,4086.241092,23819.687968,11.61284,4939.020356,4.961664,0.0,-103.796916,4270.985532
2023-07-02 11:30:00,2023-07-02 06:15:00,2023-07-02 06:30:00,2023-07-02,7,45381.764216,59.249972,8280.059108,4038.675528,23800.282772,11.624448,4939.44496,11.240924,1.572412,-42.044804,4281.658896
